,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,upper,upper,lower,lower
"(0, 37609.80762113533)",,,,,,,,,,,,,,,,,,,294.1500487014787,303.15,288.15,,,,0.0,7.469244050066928e-05,inf,inf,-inf,-inf,294.1500487014787,0.14999997455372424,inf,inf,-inf,-inf
"(0, 37800.0)",150.0,294.15,292.15,280.15,0.010715496627346093,37800.0,0.0,,,,,,,,,,,,294.15004874936955,303.15,288.15,0.010714255896373866,0.05,0.0,,,,,,,,,,,,
"(0, 37990.19237886467)",,,,,,,,,,,,,,,,,,,294.1500485513937,303.15,288.15,,,,0.0,7.468897221594943e-05,inf,inf,-inf,-inf,294.1500485513937,0.15000010307497155,inf,inf,-inf,-inf
"(0, 38509.80762113533)",,,,,,,,,,,,,,,,,,,294.150048030255,303.15,288.15,,,,0.0,7.467701790326045e-05,inf,inf,-inf,-inf,294.150048030255,0.15000009751251,inf,inf,-inf,-inf
"(0, 38700.0)",150.0,294.15,292.15,280.15,0.010714013811620111,38700.0,0.0,,,,,,,,,,,,294.15004784673044,303.15,288.15,0.010714221578732887,0.05,0.0,,,,,,,,,,,,
"(0, 38890.19237886467)",,,,,,,,,,,,,,,,,,,294.15004857271197,303.15,288.15,,,,0.0,7.468944721241176e-05,inf,inf,-inf,-inf,294.15004857271197,0.1499996220554738,inf,inf,-inf,-inf
"(0, 39409.80762113533)",,,,,,,,,,,,,,,,,,,294.15005048313526,303.15,288.15,,,,0.0,7.473573841370619e-05,inf,inf,-inf,-inf,294.15005048313526,0.14999964262319776,inf,inf,-inf,-inf
"(0, 39600.0)",150.0,294.15,292.15,280.15,0.010719990707747153,39600.0,0.0,,,,,,,,,,,,294.1500511556803,303.15,288.15,0.010714363328230824,0.05,0.0,,,,,,,,,,,,
"(0, 39790.19237886467)",,,,,,,,,,,,,,,,,,,294.1500480745961,303.15,288.15,,,,0.0,7.468189111228151e-05,inf,inf,-inf,-inf,294.1500480745961,0.15000160449844058,inf,inf,-inf,-inf
"(0, 40309.80762113533)",,,,,,,,,,,,,,,,,,,294.1500399572151,303.15,288.15,,,,0.0,7.453411314599232e-05,inf,inf,-inf,-inf,294.1500399572151,0.1500015198846079,inf,inf,-inf,-inf
"(0, 40500.0)",150.0,294.15,292.15,280.15,0.010703145254382462,40500.0,0.0,,,,,,,,,,,,294.15003709596346,303.15,288.15,0.010713955494637127,0.05,0.0,,,,,,,,,,,,
"(0, 40690.19237886467)",,,,,,,,,,,,,,,,,,,294.15004506579334,303.15,288.15,,,,0.0,7.459453980844282e-05,inf,inf,-inf,-inf,294.15004506579334,0.14999585221784079,inf,inf,-inf,-inf
"(0, 41209.80762113533)",,,,,,,,,,,,,,,,,,,294.15006601323716,303.15,288.15,,,,0.0,7.568067762649152e-05,inf,inf,-inf,-inf,294.15006601323716,0.14999608510827045,inf,inf,-inf,-inf
"(0, 41400.0)",150.0,294.15,292.15,280.15,0.01994079560385161,41400.0,0.0,,,,,,,,,,,,294.1500733780002,303.15,288.15,0.019945135727415703,0.05,0.0,,,,,,,,,,,,
"(0, 41590.19237886467)",,,,,,,,,,,,,,,,,,,293.9091529998913,303.15,288.15,,,,0.0,7.39338124788446e-05,inf,inf,-inf,-inf,293.9091529998913,0.2744281737119384,inf,inf,-inf,-inf
"(0, 42109.80762113533)",,,,,,,,,,,,,,,,,,,293.29445810727384,303.15,288.15,,,,0.0,7.392129267378394e-05,inf,inf,-inf,-inf,293.29445810727384,0.2621680007686132,inf,inf,-inf,-inf
"(0, 42300.0)",150.0,294.15,292.15,280.15,3.51674672649383e-06,42300.0,0.0,,,,,,,,,,,,293.0853905928332,303.15,288.15,7.15601341152707e-08,0.05,0.0,,,,,,,,,,,,
"(0, 42490.19237886467)",,,,,,,,,,,,,,,,,,,293.3706773815824,303.15,288.15,,,,0.0,7.392301217922229e-05,inf,inf,-inf,-inf,293.3706773815824,9.458843143839221e-07,inf,inf,-inf,-inf
"(0, 43009.80762113533)",,,,,,,,,,,,,,,,,,,294.1500951848226,303.15,288.15,,,,0.0,9.347308684060981e-05,inf,inf,-inf,-inf,294.1500951848226,1.0017734205599904e-06,inf,inf,-inf,-inf
"(0, 43200.0)",,,,,,,,,,,,,,,,,,,294.43538182836846,303.15,288.15,,,,,,,,,,,,,,,
"(900.0, 0.0)",150.0,294.15,292.15,280.15,1.0836436979163233e-07,0.0,0.0,1000.0,100000.0,250.0,1.0,900.0,7200.0,900.0,10.0,292.70062155757836,1.0836436979163233e-07,0.0,292.70062155757836,303.15,288.15,-9.301956824354575e-09,0.05,0.0,,,,,,,,,,,,
"(900.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,,292.9859103504398,303.15,288.15,,,,0.0,1.218599067359512e-05,inf,inf,-inf,-inf,292.9859103504398,-1.1939908388107706e-07,inf,inf,-inf,-inf
"(900.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,,293.76533385309835,303.15,288.15,,,,0.0,1.0713560875130527e-05,inf,inf,-inf,-inf,293.76533385309835,-1.2664924765069416e-07,inf,inf,-inf,-inf
"(900.0, 900.0)",150.0,294.15,292.15,280.15,0.009960138571408504,900.0,0.0,,,,,,,,,,,,294.0506226647959,303.15,288.15,0.030840840706611597,0.05,0.0,,,,,,,,,,,,
"(900.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,,293.53709039603035,303.15,288.15,,,,0.0,1.0713898084428806e-05,inf,inf,-inf,-inf,293.53709039603035,0.4128691224289824,inf,inf,-inf,-inf
"(900.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,,292.2725092761603,303.15,288.15,,,,0.0,1.071152356542488e-05,inf,inf,-inf,-inf,292.2725092761603,0.37386837755048247,inf,inf,-inf,-inf
"(900.0, 1800.0)",150.0,294.15,292.15,280.15,0.01071459396022588,1800.0,0.0,,,,,,,,,,,,291.86030391488833,303.15,288.15,-9.552376193557855e-09,0.05,0.0,,,,,,,,,,,,
"(900.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,,292.14559269852845,303.15,288.15,,,,0.0,0.004404390062433221,inf,inf,-inf,-inf,292.14559269852845,-1.1458641412104004e-07,inf,inf,-inf,-inf
"(900.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,,292.92501617668677,303.15,288.15,,,,0.0,1.0713880159213818e-05,inf,inf,-inf,-inf,292.92501617668677,-1.220317603984994e-07,inf,inf,-inf,-inf
"(900.0, 2700.0)",150.0,294.15,292.15,280.15,0.010714172803280634,2700.0,0.0,,,,,,,,,,,,293.2103049796701,303.15,288.15,0.011495684126969812,0.05,0.0,,,,,,,,,,,,
"(900.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,,293.210047078491,303.15,288.15,,,,0.0,1.0713918250172977e-05,inf,inf,-inf,-inf,293.210047078491,0.15013417589768974,inf,inf,-inf,-inf
"(900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,,293.2093700991884,303.15,288.15,,,,0.0,1.0713918937502856e-05,inf,inf,-inf,-inf,293.2093700991884,0.15012639355747168,inf,inf,-inf,-inf
"(900.0, 3600.0)",150.0,294.15,292.15,280.15,0.010714320037251208,3600.0,0.0,,,,,,,,,,,,293.20913241712196,303.15,288.15,0.01148597047961469,0.05,0.0,,,,,,,,,,,,
"(900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,,293.2091384172338,303.15,288.15,,,,0.0,1.0713919782846853e-05,inf,inf,-inf,-inf,293.2091384172338,0.1499968783495506,inf,inf,-inf,-inf
"(900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,,293.2091541677866,303.15,288.15,,,,0.0,1.0713920121442402e-05,inf,inf,-inf,-inf,293.2091541677866,0.1499970592599349,inf,inf,-inf,-inf
"(900.0, 4500.0)",150.0,294.15,292.15,280.15,0.010714283684385272,4500.0,0.0,,,,,,,,,,,,293.2091596978792,303.15,288.15,0.01148617726452046,0.05,0.0,,,,,,,,,,,,
"(900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,,293.20916003033625,303.15,288.15,,,,0.0,1.071392021451897e-05,inf,inf,-inf,-inf,293.20916003033625,0.14999982703418363,inf,inf,-inf,-inf
"(900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,,293.20916090304974,303.15,288.15,,,,0.0,1.0713920154132499e-05,inf,inf,-inf,-inf,293.20916090304974,0.14999983705832562,inf,inf,-inf,-inf
"(900.0, 5400.0)",150.0,294.15,292.15,280.15,0.010714293633961248,5400.0,0.0,,,,,,,,,,,,293.20916120946293,303.15,288.15,0.011487022749750202,0.05,0.0,,,,,,,,,,,,
"(900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,,293.2091407452099,303.15,288.15,,,,0.0,1.0713920142936609e-05,inf,inf,-inf,-inf,293.2091407452099,0.15001064683241686,inf,inf,-inf,-inf
"(900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,,293.2090870258552,303.15,288.15,,,,0.0,1.071391982208042e-05,inf,inf,-inf,-inf,293.2090870258552,0.15001002975696678,inf,inf,-inf,-inf
"(900.0, 6300.0)",150.0,294.15,292.15,280.15,0.010714290985524727,6300.0,0.0,,,,,,,,,,,,293.2090681648108,303.15,288.15,0.011449771035669428,0.05,0.0,,,,,,,,,,,,
"(900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,,293.20996459327495,303.15,288.15,,,,0.0,1.0713919394060648e-05,inf,inf,-inf,-inf,293.20996459327495,0.14953360432694712,inf,inf,-inf,-inf
"(900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,,293.2123180471988,303.15,288.15,,,,0.0,1.071392089804209e-05,inf,inf,-inf,-inf,293.2123180471988,0.14956055083551778,inf,inf,-inf,-inf
"(900.0, 7200.0)",150.0,294.15,292.15,280.15,0.010714291695862316,7200.0,0.0,,,,,,,,,,,,293.2131444665797,303.15,288.15,0.012593346213146388,0.05,0.0,,,,,,,,,,,,
"(900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,,293.1858903761606,303.15,288.15,,,,0.0,1.0713922037612475e-05,inf,inf,-inf,-inf,293.1858903761606,0.16416548070361103,inf,inf,-inf,-inf
"(900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,,293.11461635639097,303.15,288.15,,,,0.0,1.0713931093618922e-05,inf,inf,-inf,-inf,293.11461635639097,0.16326790229665122,inf,inf,-inf,-inf
"(900.0, 8100.0)",150.0,294.15,292.15,280.15,0.010714291505758186,8100.0,0.0,,,,,,,,,,,,293.08969424307855,303.15,288.15,-9.624901531575302e-09,0.05,0.0,,,,,,,,,,,,
"(900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,,293.37498305085865,303.15,288.15,,,,0.0,1.07139443037353e-05,inf,inf,-inf,-inf,293.37498305085865,-1.2728915962126695e-07,inf,inf,-inf,-inf
"(900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,,294.1544065951692,303.15,288.15,,,,0.0,0.0044036637618751935,inf,inf,-inf,-inf,294.1544065951692,-1.3479103448664734e-07,inf,inf,-inf,-inf
"(900.0, 9000.0)",150.0,294.15,292.15,280.15,0.010714291556675935,9000.0,0.0,,,,,,,,,,,,294.4396954224394,303.15,288.15,0.021387649731880138,0.05,0.0,,,,,,,,,,,,
"(900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,,294.1500196643254,303.15,288.15,,,,0.0,1.976588043169629e-05,inf,inf,-inf,-inf,294.1500196643254,0.29942751682221724,inf,inf,-inf,-inf
"(900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,,293.4144449998212,303.15,288.15,,,,0.0,1.0713945000078128e-05,inf,inf,-inf,-inf,293.4144449998212,0.28369530355151884,inf,inf,-inf,-inf
"(900.0, 9900.0)",150.0,294.15,292.15,280.15,0.010714291543045722,9900.0,0.0,,,,,,,,,,,,293.1656427307574,303.15,288.15,0.0030070686768732128,0.05,0.0,,,,,,,,,,,,
"(900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,,293.37588447666815,303.15,288.15,,,,0.0,1.07138632554234e-05,inf,inf,-inf,-inf,293.37588447666815,0.039771142928518195,inf,inf,-inf,-inf
"(900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,,293.9442103205376,303.15,288.15,,,,0.0,1.0713993376741422e-05,inf,inf,-inf,-inf,293.9442103205376,0.041480137774512704,inf,inf,-inf,-inf
"(900.0, 10800.0)",150.0,294.15,292.15,280.15,0.01071429154669696,10800.0,0.0,,,,,,,,,,,,294.15001196759334,303.15,288.15,0.010714604528318532,0.05,0.0,,,,,,,,,,,,
"(900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,,294.15000332594997,303.15,288.15,,,,0.0,1.2639508264724386e-05,inf,inf,-inf,-inf,294.15000332594997,0.15000449903275637,inf,inf,-inf,-inf
"(900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,,294.1499805814374,303.15,288.15,,,,0.0,1.1387353206734796e-05,inf,inf,-inf,-inf,294.1499805814374,0.1500042553342986,inf,inf,-inf,-inf
"(900.0, 11700.0)",150.0,294.15,292.15,280.15,0.010714291545718908,11700.0,0.0,,,,,,,,,,,,294.14997257294146,303.15,288.15,0.01071417526519756,0.05,0.0,,,,,,,,,,,,
"(900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,,294.1499760361796,303.15,288.15,,,,0.0,1.1307159970680745e-05,inf,inf,-inf,-inf,294.1499760361796,0.14999819696024747,inf,inf,-inf,-inf
"(900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,,294.14998515131794,303.15,288.15,,,,0.0,1.1492638141045454e-05,inf,inf,-inf,-inf,294.14998515131794,0.14999829462143682,inf,inf,-inf,-inf
"(900.0, 12600.0)",150.0,294.15,292.15,280.15,0.010714291545981027,12600.0,0.0,,,,,,,,,,,,294.1499883608237,303.15,288.15,0.010714326111984642,0.05,0.0,,,,,,,,,,,,
"(900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,,294.1499875311016,303.15,288.15,,,,0.0,1.1561188062388246e-05,inf,inf,-inf,-inf,294.1499875311016,0.15000043197199556,inf,inf,-inf,-inf
"(900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,,294.14998534729915,303.15,288.15,,,,0.0,1.1497873610456643e-05,inf,inf,-inf,-inf,294.14998534729915,0.15000040857402383,inf,inf,-inf,-inf
"(900.0, 13500.0)",150.0,294.15,292.15,280.15,0.010714291545910946,13500.0,0.0,,,,,,,,,,,,294.14998457836657,303.15,288.15,0.01071428881866118,0.05,0.0,,,,,,,,,,,,
"(900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,,294.1499848075443,303.15,288.15,,,,0.0,1.1483618764600879e-05,inf,inf,-inf,-inf,294.1499848075443,0.14999988068495188,inf,inf,-inf,-inf
"(900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,,294.14998541073294,303.15,288.15,,,,0.0,1.149958278389097e-05,inf,inf,-inf,-inf,294.14998541073294,0.14999988714768936,inf,inf,-inf,-inf
"(900.0, 14400.0)",150.0,294.15,292.15,280.15,0.010714291545929844,14400.0,0.0,,,,,,,,,,,,294.14998562311956,303.15,288.15,0.010714299026921852,0.05,0.0,,,,,,,,,,,,
"(900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,,294.1499855622565,303.15,288.15,,,,0.0,1.150369471710534e-05,inf,inf,-inf,-inf,294.1499855622565,0.15000003168665926,inf,inf,-inf,-inf
"(900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,,294.1499854020671,303.15,288.15,,,,0.0,1.1499348880399621e-05,inf,inf,-inf,-inf,294.1499854020671,0.15000002997034179,inf,inf,-inf,-inf
"(900.0, 15300.0)",150.0,294.15,292.15,280.15,0.01071429154592461,15300.0,0.0,,,,,,,,,,,,294.14998534566297,303.15,288.15,0.01071429630945183,0.05,0.0,,,,,,,,,,,,
"(900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,,294.14998536199636,303.15,288.15,,,,0.0,1.1498269048677272e-05,inf,inf,-inf,-inf,294.14998536199636,0.14999999149647145,inf,inf,-inf,-inf
"(900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,,294.1499854049855,303.15,288.15,,,,0.0,1.149942763780682e-05,inf,inf,-inf,-inf,294.1499854049855,0.1499999919570695,inf,inf,-inf,-inf
"(900.0, 16200.0)",150.0,294.15,292.15,280.15,0.010714291545925961,16200.0,0.0,,,,,,,,,,,,294.1499854201219,303.15,288.15,0.010714297038252711,0.05,0.0,,,,,,,,,,,,
"(900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,,294.14998541575096,303.15,288.15,,,,0.0,1.1499718296726045e-05,inf,inf,-inf,-inf,294.14998541575096,0.15000000227561583,inf,inf,-inf,-inf
"(900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540424693,303.15,288.15,,,,0.0,1.1499407704416719e-05,inf,inf,-inf,-inf,294.14998540424693,0.15000000215235784,inf,inf,-inf,-inf
"(900.0, 17100.0)",150.0,294.15,292.15,280.15,0.010714291545924957,17100.0,0.0,,,,,,,,,,,,294.1499854001958,303.15,288.15,0.010714296843184394,0.05,0.0,,,,,,,,,,,,
"(900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854013665,303.15,288.15,,,,0.0,1.1499329975320098e-05,inf,inf,-inf,-inf,294.1499854013665,0.14999999939054298,inf,inf,-inf,-inf
"(900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540444776,303.15,288.15,,,,0.0,1.1499413124743822e-05,inf,inf,-inf,-inf,294.14998540444776,0.1499999994235561,inf,inf,-inf,-inf
"(900.0, 18000.0)",150.0,294.15,292.15,280.15,0.010714291545925184,18000.0,0.0,,,,,,,,,,,,294.14998540553233,303.15,288.15,0.010714296895424314,0.05,0.0,,,,,,,,,,,,
"(900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854052189,303.15,288.15,,,,0.0,1.1499433937791397e-05,inf,inf,-inf,-inf,294.1499854052189,0.1500000001631767,inf,inf,-inf,-inf
"(900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540439416,303.15,288.15,,,,0.0,1.149941167881938e-05,inf,inf,-inf,-inf,294.14998540439416,0.15000000015434012,inf,inf,-inf,-inf
"(900.0, 18900.0)",150.0,294.15,292.15,280.15,0.010714291545925176,18900.0,0.0,,,,,,,,,,,,294.1499854041034,303.15,288.15,0.010714296881435933,0.05,0.0,,,,,,,,,,,,
"(900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540418736,303.15,288.15,,,,0.0,1.1499406098953005e-05,inf,inf,-inf,-inf,294.14998540418736,0.14999999995628757,inf,inf,-inf,-inf
"(900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440854,303.15,288.15,,,,0.0,1.1499412066176179e-05,inf,inf,-inf,-inf,294.14998540440854,0.14999999995865695,inf,inf,-inf,-inf
"(900.0, 19800.0)",150.0,294.15,292.15,280.15,0.010714291545925195,19800.0,0.0,,,,,,,,,,,,294.1499854044861,303.15,288.15,0.010714296885181853,0.05,0.0,,,,,,,,,,,,
"(900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044636,303.15,288.15,,,,0.0,1.1499413553317716e-05,inf,inf,-inf,-inf,294.1499854044636,0.15000000001168984,inf,inf,-inf,-inf
"(900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044047,303.15,288.15,,,,0.0,1.1499411962645562e-05,inf,inf,-inf,-inf,294.1499854044047,0.15000000001105854,inf,inf,-inf,-inf
"(900.0, 20700.0)",150.0,294.15,292.15,280.15,0.010714291545925132,20700.0,0.0,,,,,,,,,,,,294.1499854043836,303.15,288.15,0.010714296884179176,0.05,0.0,,,,,,,,,,,,
"(900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540438967,303.15,288.15,,,,0.0,1.1499411556965454e-05,inf,inf,-inf,-inf,294.14998540438967,0.14999999999685998,inf,inf,-inf,-inf
"(900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044057,303.15,288.15,,,,0.0,1.1499411990813706e-05,inf,inf,-inf,-inf,294.1499854044057,0.14999999999703198,inf,inf,-inf,-inf
"(900.0, 21600.0)",150.0,294.15,292.15,280.15,0.010714291545925148,21600.0,0.0,,,,,,,,,,,,294.149985404411,303.15,288.15,0.010714296884447205,0.05,0.0,,,,,,,,,,,,
"(900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440945,303.15,288.15,,,,0.0,1.1499412091101483e-05,inf,inf,-inf,-inf,294.14998540440945,0.15000000000082434,inf,inf,-inf,-inf
"(900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044054,303.15,288.15,,,,0.0,1.1499411983476313e-05,inf,inf,-inf,-inf,294.1499854044054,0.15000000000078154,inf,inf,-inf,-inf
"(900.0, 22500.0)",150.0,294.15,292.15,280.15,0.010714291545925146,22500.0,0.0,,,,,,,,,,,,294.14998540440365,303.15,288.15,0.010714296884375973,0.05,0.0,,,,,,,,,,,,
"(900.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440416,303.15,288.15,,,,0.0,1.1499411948010554e-05,inf,inf,-inf,-inf,294.14998540440416,0.14999999999977057,inf,inf,-inf,-inf
"(900.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044055,303.15,288.15,,,,0.0,1.149941198537919e-05,inf,inf,-inf,-inf,294.1499854044055,0.14999999999978503,inf,inf,-inf,-inf
"(900.0, 23400.0)",150.0,294.15,292.15,280.15,0.01071429154592514,23400.0,0.0,,,,,,,,,,,,294.1499854044056,303.15,288.15,0.01071429688439412,0.05,0.0,,,,,,,,,,,,
"(900.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044055,303.15,288.15,,,,0.0,1.1499411986377254e-05,inf,inf,-inf,-inf,294.1499854044055,0.15000000000003944,inf,inf,-inf,-inf
"(900.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440547,303.15,288.15,,,,0.0,1.1499411984939124e-05,inf,inf,-inf,-inf,294.14998540440547,0.1500000000000389,inf,inf,-inf,-inf
"(900.0, 24300.0)",150.0,294.15,292.15,280.15,0.010714291545925167,24300.0,0.0,,,,,,,,,,,,294.1499854044051,303.15,288.15,0.010714296884389553,0.05,0.0,,,,,,,,,,,,
"(900.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044052,303.15,288.15,,,,0.0,1.1499411976103264e-05,inf,inf,-inf,-inf,294.1499854044052,0.14999999999997154,inf,inf,-inf,-inf
"(900.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440547,303.15,288.15,,,,0.0,1.1499411984746236e-05,inf,inf,-inf,-inf,294.14998540440547,0.14999999999997493,inf,inf,-inf,-inf
"(900.0, 25200.0)",150.0,294.15,292.15,280.15,0.010714291545925065,25200.0,0.0,,,,,,,,,,,,294.14998540440524,303.15,288.15,0.010714296884391732,0.05,0.0,,,,,,,,,,,,
"(900.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044053,303.15,288.15,,,,0.0,1.1499411979372411e-05,inf,inf,-inf,-inf,294.1499854044053,0.15000000000000333,inf,inf,-inf,-inf
"(900.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440547,303.15,288.15,,,,0.0,1.1499411984054354e-05,inf,inf,-inf,-inf,294.14998540440547,0.15000000000000513,inf,inf,-inf,-inf
"(900.0, 26100.0)",150.0,294.15,292.15,280.15,0.010714291545925252,26100.0,0.0,,,,,,,,,,,,294.1499854044052,303.15,288.15,0.010714296884389738,0.05,0.0,,,,,,,,,,,,
"(900.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440524,303.15,288.15,,,,0.0,1.1499411978716728e-05,inf,inf,-inf,-inf,294.14998540440524,0.14999999999997515,inf,inf,-inf,-inf
"(900.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044055,303.15,288.15,,,,0.0,1.1499411985745184e-05,inf,inf,-inf,-inf,294.1499854044055,0.1499999999999779,inf,inf,-inf,-inf
"(900.0, 27000.0)",150.0,294.15,292.15,280.15,0.010714291545926015,27000.0,0.0,,,,,,,,,,,,294.1499854044052,303.15,288.15,0.010714296884391074,0.05,0.0,,,,,,,,,,,,
"(900.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440524,303.15,288.15,,,,0.0,1.1499411977972729e-05,inf,inf,-inf,-inf,294.14998540440524,0.14999999999999353,inf,inf,-inf,-inf
"(900.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044054,303.15,288.15,,,,0.0,1.1499411982660116e-05,inf,inf,-inf,-inf,294.1499854044054,0.1499999999999954,inf,inf,-inf,-inf
"(900.0, 27900.0)",150.0,294.15,292.15,280.15,0.010714291545921854,27900.0,0.0,,,,,,,,,,,,294.14998540440513,303.15,288.15,0.01071429688438735,0.05,0.0,,,,,,,,,,,,
"(900.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440524,303.15,288.15,,,,0.0,1.1499411978918942e-05,inf,inf,-inf,-inf,294.14998540440524,0.14999999999994176,inf,inf,-inf,-inf
"(900.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440575,303.15,288.15,,,,0.0,1.1499411991938157e-05,inf,inf,-inf,-inf,294.14998540440575,0.1499999999999468,inf,inf,-inf,-inf
"(900.0, 28800.0)",150.0,294.15,292.15,280.15,0.010714291545940068,28800.0,0.0,,,,,,,,,,,,294.1499854044055,303.15,288.15,0.010714296884403812,0.05,0.0,,,,,,,,,,,,
"(900.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,,294.14998540440524,303.15,288.15,,,,0.0,1.149941197821479e-05,inf,inf,-inf,-inf,294.14998540440524,0.150000000000172,inf,inf,-inf,-inf
"(900.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,,294.1499854044045,303.15,288.15,,,,0.0,1.1499411957275146e-05,inf,inf,-inf,-inf,294.1499854044045,0.15000000000016392,inf,inf,-inf,-inf
"(900.0, 29700.0)",150.0,294.15,292.15,280.15,0.010714291545870915,29700.0,0.0,,,,,,,,,,,,294.1499854044038,303.15,288.15,0.010714296884336507,0.05,0.0,,,,,,,,,,,,
"(900.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044053,303.15,288.15,,,,0.0,1.1499411979457692e-05,inf,inf,-inf,-inf,294.1499854044053,0.1499999999992302,inf,inf,-inf,-inf
"(900.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540440934,303.15,288.15,,,,0.0,1.1499412089101991e-05,inf,inf,-inf,-inf,294.14998540440934,0.1499999999992738,inf,inf,-inf,-inf
"(900.0, 30600.0)",150.0,294.15,292.15,280.15,0.010714291546128426,30600.0,0.0,,,,,,,,,,,,294.1499854044105,303.15,288.15,0.010714296884592644,0.05,0.0,,,,,,,,,,,,
"(900.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,,294.1499854044051,303.15,288.15,,,,0.0,1.149941197363134e-05,inf,inf,-inf,-inf,294.1499854044051,0.15000000000281388,inf,inf,-inf,-inf
"(900.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,,294.14998540439103,303.15,288.15,,,,0.0,1.149941159350289e-05,inf,inf,-inf,-inf,294.14998540439103,0.15000000000266328,inf,inf,-inf,-inf
"(900.0, 31500.0)",150.0,294.15,292.15,280.15,0.010714291545171636,31500.0,0.0,,,,,,,,,,,,294.14998540438575,303.15,288.15,0.010714296883635897,0.05,0.0,,,,,,,,,,,,
