,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(40500.0, 19609.807621135333)",,,,,,,,,,,,,,,,,291.5280503302307,303.15,288.15,,,,6.879769727639302e-05,inf,-inf,90.79134310600915,90.79134310600915,inf,inf,-inf,-inf
"(40500.0, 19800.0)",297.4166666666667,291.5833333333333,273.41546154511315,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5425178761907,303.15,288.15,91.78944582768392,200.0,0.0,,,,,,,,,
"(40500.0, 19990.192378864667)",,,,,,,,,,,,,,,,,291.56333045961054,303.15,288.15,,,,0.020000016953909506,inf,-inf,91.78944582768392,91.78944582768392,inf,inf,-inf,-inf
"(40500.0, 20509.807621135333)",,,,,,,,,,,,,,,,,291.6116220586853,303.15,288.15,,,,6.878886067149698e-05,inf,-inf,91.78944582768392,91.78944582768392,inf,inf,-inf,-inf
"(40500.0, 20700.0)",297.3333333333333,291.6666666666667,273.32048513842744,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.62616137936664,303.15,288.15,92.66534481681214,200.0,0.0,,,,,,,,,
"(40500.0, 20890.192378864667)",,,,,,,,,,,,,,,,,291.64666379192676,303.15,288.15,,,,0.020000017137647607,inf,-inf,92.66534481681214,92.66534481681214,inf,inf,-inf,-inf
"(40500.0, 21409.807621135333)",,,,,,,,,,,,,,,,,291.69423569914494,303.15,288.15,,,,6.878192049729513e-05,inf,-inf,92.66534481681214,92.66534481681214,inf,inf,-inf,-inf
"(40500.0, 21600.0)",297.25,291.75,273.24618945581955,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7085583396811,303.15,288.15,93.50073468312613,200.0,0.0,,,,,,,,,
"(40500.0, 21790.192378864667)",,,,,,,,,,,,,,,,,291.7299971248961,303.15,288.15,,,,0.020000016668288902,inf,-inf,93.50073468312613,93.50073468312613,inf,inf,-inf,-inf
"(40500.0, 22309.807621135333)",,,,,,,,,,,,,,,,,291.77974170486345,303.15,288.15,,,,6.87738087505631e-05,inf,-inf,93.50073468312613,93.50073468312613,inf,inf,-inf,-inf
"(40500.0, 22500.0)",297.1666666666667,291.8333333333333,273.1928926428085,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7947184795853,303.15,288.15,94.04125846388885,200.0,0.0,,,,,,,,,
"(40500.0, 22690.192378864667)",,,,,,,,,,,,,,,,,291.81333045633505,303.15,288.15,,,,0.02000001772934757,inf,-inf,94.04125846388885,94.04125846388885,inf,inf,-inf,-inf
"(40500.0, 23209.807621135333)",,,,,,,,,,,,,,,,,291.856515970649,303.15,288.15,,,,6.876968446119363e-05,inf,-inf,94.04125846388885,94.04125846388885,inf,inf,-inf,-inf
"(40500.0, 23400.0)",297.0833333333333,291.9166666666667,273.1608229245299,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8695179845277,303.15,288.15,95.04884935254195,200.0,0.0,,,,,,,,,
"(40500.0, 23590.192378864667)",,,,,,,,,,,,,,,,,291.8966637960152,303.15,288.15,,,,0.020000010549235985,inf,-inf,95.04884935254195,95.04884935254195,inf,inf,-inf,-inf
"(40500.0, 24109.807621135333)",,,,,,,,,,,,,,,,,291.9596504334005,303.15,288.15,,,,6.877343496781269e-05,inf,-inf,95.04884935254195,95.04884935254195,inf,inf,-inf,-inf
"(40500.0, 24300.0)",297.0,292.0,273.1501176284409,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.97861404067646,303.15,288.15,94.34102839337675,200.0,0.0,,,,,,,,,
"(40500.0, 24490.192378864667)",,,,,,,,,,,,,,,,,291.98219434770806,303.15,288.15,,,,0.01780279864615239,inf,-inf,94.34102839337675,94.34102839337675,inf,inf,-inf,-inf
"(40500.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.99050176194135,303.15,288.15,,,,0.009495442465885148,inf,-inf,94.34102839337675,94.34102839337675,inf,inf,-inf,-inf
"(40500.0, 25200.0)",297.0,292.0,273.1608225962628,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99300290420763,303.15,288.15,94.10847306312486,200.0,0.0,,,,,,,,,
"(40500.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.99205748234397,303.15,288.15,,,,0.007939746440133455,inf,-inf,94.10847306312486,94.10847306312486,inf,inf,-inf,-inf
"(40500.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.9898638126456,303.15,288.15,,,,0.01013338392949447,inf,-inf,94.10847306312486,94.10847306312486,inf,inf,-inf,-inf
"(40500.0, 26100.0)",297.0,292.0,273.19289198768,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98920335683454,303.15,288.15,93.99540119695412,200.0,0.0,,,,,,,,,
"(40500.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.9894530065125,303.15,288.15,,,,0.010544185520658542,inf,-inf,93.99540119695412,93.99540119695412,inf,inf,-inf,-inf
"(40500.0, 26809.807621135333)",,,,,,,,,,,,,,,,,291.99003227060075,303.15,288.15,,,,0.009964927945018347,inf,-inf,93.99540119695412,93.99540119695412,inf,inf,-inf,-inf
"(40500.0, 27000.0)",297.0,292.0,273.246188476635,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99020667166593,303.15,288.15,93.71643521280373,200.0,0.0,,,,,,,,,
"(40500.0, 27190.192378864667)",,,,,,,,,,,,,,,,,291.9901407487577,303.15,288.15,,,,0.009856451092806744,inf,-inf,93.71643521280373,93.71643521280373,inf,inf,-inf,-inf
"(40500.0, 27709.807621135333)",,,,,,,,,,,,,,,,,291.98998778732135,303.15,288.15,,,,0.010009410697589104,inf,-inf,93.71643521280373,93.71643521280373,inf,inf,-inf,-inf
"(40500.0, 27900.0)",297.0,292.0,273.32048383937985,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899417346863,303.15,288.15,93.3482548225894,200.0,0.0,,,,,,,,,
"(40500.0, 28090.192378864667)",,,,,,,,,,,,,,,,,291.98995914238776,303.15,288.15,,,,0.010038055294347361,inf,-inf,93.3482548225894,93.3482548225894,inf,inf,-inf,-inf
"(40500.0, 28609.807621135333)",,,,,,,,,,,,,,,,,291.98999953361295,303.15,288.15,,,,0.009997664544651905,inf,-inf,93.3482548225894,93.3482548225894,inf,inf,-inf,-inf
"(40500.0, 28800.0)",297.0,292.0,273.4154599317653,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99001169434007,303.15,288.15,92.8725039045269,200.0,0.0,,,,,,,,,
"(40500.0, 28990.192378864667)",,,,,,,,,,,,,,,,,291.99000709767927,303.15,288.15,,,,0.009990100567761903,inf,-inf,92.8725039045269,92.8725039045269,inf,inf,-inf,-inf
"(40500.0, 29509.807621135333)",,,,,,,,,,,,,,,,,291.98999643201165,303.15,288.15,,,,0.010000766109251736,inf,-inf,92.8725039045269,92.8725039045269,inf,inf,-inf,-inf
"(40500.0, 29700.0)",297.0,292.0,273.53071005158273,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899932208615,303.15,288.15,92.29648314831518,200.0,0.0,,,,,,,,,
"(40500.0, 29890.192378864667)",,,,,,,,,,,,,,,,,291.9899944344903,303.15,288.15,,,,0.010002763607031347,inf,-inf,92.29648314831518,92.29648314831518,inf,inf,-inf,-inf
"(40500.0, 30409.807621135333)",,,,,,,,,,,,,,,,,291.98999725048276,303.15,288.15,,,,0.0099999476478682,inf,-inf,92.29648314831518,92.29648314831518,inf,inf,-inf,-inf
"(40500.0, 30600.0)",297.0,292.0,273.6657406801256,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899980983031,303.15,288.15,91.6212693554619,200.0,0.0,,,,,,,,,
"(40500.0, 30790.192378864667)",,,,,,,,,,,,,,,,,291.9899977784873,303.15,288.15,,,,0.009999419649563685,inf,-inf,91.6212693554619,91.6212693554619,inf,inf,-inf,-inf
"(40500.0, 31309.807621135333)",,,,,,,,,,,,,,,,,291.98999703641624,303.15,288.15,,,,0.01000016171180819,inf,-inf,91.6212693554619,91.6212693554619,inf,inf,-inf,-inf
"(40500.0, 31500.0)",297.0,292.0,273.8199735955122,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.989996812998,303.15,288.15,90.85012063278097,200.0,0.0,,,,,,,,,
"(40500.0, 31690.192378864667)",,,,,,,,,,,,,,,,,291.9899968949626,303.15,288.15,,,,0.010000303163823257,inf,-inf,90.85012063278097,90.85012063278097,inf,inf,-inf,-inf
"(40500.0, 32209.807621135333)",,,,,,,,,,,,,,,,,291.9899970851457,303.15,288.15,,,,0.010000112982906864,inf,-inf,90.85012063278097,90.85012063278097,inf,inf,-inf,-inf
"(40500.0, 32400.0)",297.0,292.0,273.99274834872057,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899971424045,303.15,288.15,89.98624329046153,200.0,0.0,,,,,,,,,
"(40500.0, 32590.192378864667)",,,,,,,,,,,,,,,,,291.98999713017923,303.15,288.15,,,,0.010000067950000335,inf,-inf,89.98624329046153,89.98624329046153,inf,inf,-inf,-inf
"(40500.0, 33109.80762113533)",,,,,,,,,,,,,,,,,291.98999710181283,303.15,288.15,,,,0.010000096316044661,inf,-inf,89.98624329046153,89.98624329046153,inf,inf,-inf,-inf
"(40500.0, 33300.0)",297.0,292.0,274.18332509173257,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98999709327205,303.15,288.15,89.03335820890321,200.0,0.0,,,,,,,,,
"(40500.0, 33490.19237886467)",,,,,,,,,,,,,,,,,291.98999706083515,303.15,288.15,,,,0.0100001372931993,inf,-inf,89.03335820890321,89.03335820890321,inf,inf,-inf,-inf
"(40500.0, 34009.80762113533)",,,,,,,,,,,,,,,,,291.9899969855717,303.15,288.15,,,,0.010000212555831329,inf,-inf,89.03335820890321,89.03335820890321,inf,inf,-inf,-inf
"(40500.0, 34200.0)",297.0,292.0,274.3908877456768,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98999696291145,303.15,288.15,87.99555405127603,200.0,0.0,,,,,,,,,
"(40500.0, 34390.19237886467)",,,,,,,,,,,,,,,,,291.98999710654306,303.15,288.15,,,,0.010000091585881794,inf,-inf,87.99555405127603,87.99555405127603,inf,inf,-inf,-inf
"(40500.0, 34909.80762113533)",,,,,,,,,,,,,,,,,291.98999743981256,303.15,288.15,,,,0.009999758320289077,inf,-inf,87.99555405127603,87.99555405127603,inf,inf,-inf,-inf
"(40500.0, 35100.0)",297.0,292.0,274.61454749540343,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899975401508,303.15,288.15,86.87721975559785,200.0,0.0,,,,,,,,,
"(40500.0, 35290.19237886467)",,,,,,,,,,,,,,,,,291.989996990731,303.15,288.15,,,,0.010000207396507928,inf,-inf,86.87721975559785,86.87721975559785,inf,inf,-inf,-inf
"(40500.0, 35809.80762113533)",,,,,,,,,,,,,,,,,291.9899957159081,303.15,288.15,,,,0.010001482204368306,inf,-inf,86.87721975559785,86.87721975559785,inf,inf,-inf,-inf
"(40500.0, 36000.0)",297.0,292.0,274.85334659552734,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98999533209235,303.15,288.15,85.68335914601035,200.0,0.0,,,,,,,,,
"(40500.0, 36190.19237886467)",,,,,,,,,,,,,,,,,291.9899974141941,303.15,288.15,,,,0.009999783938483746,inf,-inf,85.68335914601035,85.68335914601035,inf,inf,-inf,-inf
"(40500.0, 36709.80762113533)",,,,,,,,,,,,,,,,,291.990002245311,303.15,288.15,,,,0.00999495287861772,inf,-inf,85.68335914601035,85.68335914601035,inf,inf,-inf,-inf
"(40500.0, 36900.0)",297.0,292.0,275.1062624716406,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99000369983196,303.15,288.15,84.41826886145822,200.0,0.0,,,,,,,,,
"(40500.0, 37090.19237886467)",,,,,,,,,,,,,,,,,291.9899958145448,303.15,288.15,,,,0.010001383568873692,inf,-inf,84.41826886145822,84.41826886145822,inf,inf,-inf,-inf
"(40500.0, 37609.80762113533)",,,,,,,,,,,,,,,,,291.98997751825164,303.15,288.15,,,,0.0100196796463583,inf,-inf,84.41826886145822,84.41826886145822,inf,inf,-inf,-inf
"(40500.0, 37800.0)",297.0,292.0,275.37221209913344,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9899720097223,303.15,288.15,83.09045553358474,200.0,0.0,,,,,,,,,
"(40500.0, 37990.19237886467)",,,,,,,,,,,,,,,,,291.99000187136255,303.15,288.15,,,,0.009995326822725305,inf,-inf,83.09045553358474,83.09045553358474,inf,inf,-inf,-inf
"(40500.0, 38509.80762113533)",,,,,,,,,,,,,,,,,291.9900711595585,303.15,288.15,,,,0.00992603945173153,inf,-inf,83.09045553358474,83.09045553358474,inf,inf,-inf,-inf
"(40500.0, 38700.0)",297.0,292.0,275.65005664087147,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9900920203977,303.15,288.15,81.69390570737245,200.0,0.0,,,,,,,,,
"(40500.0, 38890.19237886467)",,,,,,,,,,,,,,,,,291.9899789345183,303.15,288.15,,,,0.010018263396287109,inf,-inf,81.69390570737245,81.69390570737245,inf,inf,-inf,-inf
"(40500.0, 39409.80762113533)",,,,,,,,,,,,,,,,,291.98971654047364,303.15,288.15,,,,0.010280654431378173,inf,-inf,81.69390570737245,81.69390570737245,inf,inf,-inf,-inf
"(40500.0, 39600.0)",297.0,292.0,275.9386063238716,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9896375405803,303.15,288.15,80.27890504468428,200.0,0.0,,,,,,,,,
"(40500.0, 39790.19237886467)",,,,,,,,,,,,,,,,,291.99006579614985,303.15,288.15,,,,0.009931402796091443,inf,-inf,80.27890504468428,80.27890504468428,inf,inf,-inf,-inf
"(40500.0, 40309.80762113533)",,,,,,,,,,,,,,,,,291.9910594808765,303.15,288.15,,,,0.008937731293916418,inf,-inf,80.27890504468428,80.27890504468428,inf,inf,-inf,-inf
"(40500.0, 40500.0)",297.0,292.0,276.2366255340922,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99135865301315,303.15,288.15,78.68372841867125,200.0,0.0,,,,,,,,,
"(40500.0, 40690.19237886467)",,,,,,,,,,,,,,,,,291.9897368516945,303.15,288.15,,,,0.010260343438045305,inf,-inf,78.68372841867125,78.68372841867125,inf,inf,-inf,-inf
"(40500.0, 41209.80762113533)",,,,,,,,,,,,,,,,,291.9859737734894,303.15,288.15,,,,0.014023390747973735,inf,-inf,78.68372841867125,78.68372841867125,inf,inf,-inf,-inf
"(40500.0, 41400.0)",297.0,292.0,276.5428381075225,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98484081036867,303.15,288.15,77.61780087337694,200.0,0.0,,,,,,,,,
"(40500.0, 41590.19237886467)",,,,,,,,,,,,,,,,,291.99219427760806,303.15,288.15,,,,0.00780295378447748,inf,-inf,77.61780087337694,77.61780087337694,inf,inf,-inf,-inf
"(40500.0, 42109.80762113533)",,,,,,,,,,,,,,,,,292.0092565847984,303.15,288.15,,,,6.883661344987426e-05,inf,-inf,77.61780087337694,77.61780087337694,inf,inf,-inf,-inf
"(40500.0, 42300.0)",297.0,292.0,276.8559327949123,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,292.0143935933163,303.15,288.15,74.48245209077575,200.0,0.0,,,,,,,,,
"(40500.0, 42490.19237886467)",,,,,,,,,,,,,,,,,291.99077355500935,303.15,288.15,,,,0.009223653063841326,inf,-inf,74.48245209077575,74.48245209077575,inf,inf,-inf,-inf
"(40500.0, 43009.80762113533)",,,,,,,,,,,,,,,,,291.9359677965392,303.15,288.15,,,,0.06402930190995398,inf,-inf,74.48245209077575,74.48245209077575,inf,inf,-inf,-inf
"(40500.0, 43200.0)",,,,,,,,,,,,,,,,,291.91946723509824,303.15,288.15,,,,,,,,,,,,
"(41400.0, 0.0)",298.8333333333333,290.1666666666667,278.8026180956053,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,290.2176355576008,55.43549682221425,0.0,290.2176355576008,303.15,288.15,55.90451815375699,200.0,0.0,,,,,,,,,
"(41400.0, 190.19237886466843)",,,,,,,,,,,,,,,,,290.19652714963144,303.15,288.15,,,,6.927518558819893e-05,inf,-inf,55.90451815375699,55.90451815375699,inf,inf,-inf,-inf
"(41400.0, 709.8076211353316)",,,,,,,,,,,,,,,,,290.1475491465554,303.15,288.15,,,,0.019114680244745448,inf,-inf,55.90451815375699,55.90451815375699,inf,inf,-inf,-inf
"(41400.0, 900.0)",298.9166666666667,290.0833333333333,278.47701045707663,900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.13280316781936,303.15,288.15,57.04836448279639,200.0,0.0,,,,,,,,,
"(41400.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,290.11061226427677,303.15,288.15,,,,6.610293640637297e-05,inf,-inf,57.04836448279639,57.04836448279639,inf,inf,-inf,-inf
"(41400.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,290.0591225383084,303.15,288.15,,,,0.02420794298917337,inf,-inf,57.04836448279639,57.04836448279639,inf,inf,-inf,-inf
"(41400.0, 1800.0)",299.0,290.0,278.15000250956723,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.04362034637387,303.15,288.15,59.31724716117696,200.0,0.0,,,,,,,,,
"(41400.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,290.04090027217717,303.15,288.15,,,,6.925847677474465e-05,inf,-inf,59.31724716117696,59.31724716117696,inf,inf,-inf,-inf
"(41400.0, 2509.807621135332)",,,,,,,,,,,,,,,,,290.03458886287683,303.15,288.15,,,,6.923562216238545e-05,inf,-inf,59.31724716117696,59.31724716117696,inf,inf,-inf,-inf
"(41400.0, 2700.0)",298.9166666666667,290.0833333333333,277.8229945513114,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03268866479794,303.15,288.15,62.38032917869676,200.0,0.0,,,,,,,,,
"(41400.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,290.05670554135304,303.15,288.15,,,,0.026624935514638348,inf,-inf,62.38032917869676,62.38032917869676,inf,inf,-inf,-inf
"(41400.0, 3409.807621135332)",,,,,,,,,,,,,,,,,290.112432086695,303.15,288.15,,,,6.926507043212324e-05,inf,-inf,62.38032917869676,62.38032917869676,inf,inf,-inf,-inf
"(41400.0, 3600.0)",298.8333333333333,290.1666666666667,277.4973868805898,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.12920987266006,303.15,288.15,64.24872069879264,200.0,0.0,,,,,,,,,
"(41400.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,290.14885829952203,303.15,288.15,,,,0.01780553182201069,inf,-inf,64.24872069879264,64.24872069879264,inf,inf,-inf,-inf
"(41400.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.1944486970871,303.15,288.15,,,,6.926875907388394e-05,inf,-inf,64.24872069879264,64.24872069879264,inf,inf,-inf,-inf
"(41400.0, 4500.0)",298.75,290.25,277.17457379943636,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.20817475757974,303.15,288.15,66.33785612698333,200.0,0.0,,,,,,,,,
"(41400.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.2292702213875,303.15,288.15,,,,0.020726933105512504,inf,-inf,66.33785612698333,66.33785612698333,inf,inf,-inf,-inf
"(41400.0, 5209.807621135332)",,,,,,,,,,,,,,,,,290.278218190025,303.15,288.15,,,,6.927151270536378e-05,inf,-inf,66.33785612698333,66.33785612698333,inf,inf,-inf,-inf
"(41400.0, 5400.0)",298.6666666666667,290.3333333333333,276.85593764302394,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2929551261868,303.15,288.15,68.32835761870776,200.0,0.0,,,,,,,,,
"(41400.0, 5590.192378864668)",,,,,,,,,,,,,,,,,290.3135712629898,303.15,288.15,,,,0.019759226794377832,inf,-inf,68.32835761870776,68.32835761870776,inf,inf,-inf,-inf
"(41400.0, 6109.807621135332)",,,,,,,,,,,,,,,,,290.36140704545255,303.15,288.15,,,,6.927213999506469e-05,inf,-inf,68.32835761870776,68.32835761870776,inf,inf,-inf,-inf
"(41400.0, 6300.0)",298.5833333333333,290.4166666666667,276.5428428602921,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3758091318317,303.15,288.15,70.3169064888747,200.0,0.0,,,,,,,,,
"(41400.0, 6490.192378864668)",,,,,,,,,,,,,,,,,290.39658404440405,303.15,288.15,,,,0.020079776925779773,inf,-inf,70.3169064888747,70.3169064888747,inf,inf,-inf,-inf
"(41400.0, 7009.807621135332)",,,,,,,,,,,,,,,,,290.44478823551856,303.15,288.15,,,,6.927197613428754e-05,inf,-inf,70.3169064888747,70.3169064888747,inf,inf,-inf,-inf
"(41400.0, 7200.0)",298.5,290.5,276.2366301711678,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.45930123997937,303.15,288.15,72.26251386413495,200.0,0.0,,,,,,,,,
"(41400.0, 7390.192378864668)",,,,,,,,,,,,,,,,,290.4800235584639,303.15,288.15,,,,0.019973595678696495,inf,-inf,72.26251386413495,72.26251386413495,inf,inf,-inf,-inf
"(41400.0, 7909.807621135332)",,,,,,,,,,,,,,,,,290.5281057151077,303.15,288.15,,,,6.927082937044338e-05,inf,-inf,72.26251386413495,72.26251386413495,inf,inf,-inf,-inf
"(41400.0, 8100.0)",298.4166666666667,290.5833333333333,275.9386108253965,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54258197822355,303.15,288.15,74.16998041253179,200.0,0.0,,,,,,,,,
"(41400.0, 8290.192378864669)",,,,,,,,,,,,,,,,,290.56332171851574,303.15,288.15,,,,0.0200087680227882,inf,-inf,74.16998041253179,74.16998041253179,inf,inf,-inf,-inf
"(41400.0, 8809.807621135331)",,,,,,,,,,,,,,,,,290.61144429911525,303.15,288.15,,,,6.926789123435826e-05,inf,-inf,74.16998041253179,74.16998041253179,inf,inf,-inf,-inf
"(41400.0, 9000.0)",298.3333333333333,290.6666666666667,275.6500609875694,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6259327328128,303.15,288.15,76.0291633206061,200.0,0.0,,,,,,,,,
"(41400.0, 9190.192378864669)",,,,,,,,,,,,,,,,,290.64666670169845,303.15,288.15,,,,0.019997117374561717,inf,-inf,76.0291633206061,76.0291633206061,inf,inf,-inf,-inf
"(41400.0, 9709.807621135331)",,,,,,,,,,,,,,,,,290.69477589085835,303.15,288.15,,,,6.926226188180639e-05,inf,-inf,76.0291633206061,76.0291633206061,inf,inf,-inf,-inf
"(41400.0, 9900.0)",298.25,290.75,275.3722162723912,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7092602927484,303.15,288.15,77.83513079391476,200.0,0.0,,,,,,,,,
"(41400.0, 10090.192378864669)",,,,,,,,,,,,,,,,,290.7299961748523,303.15,288.15,,,,0.020000976709232895,inf,-inf,77.83513079391476,77.83513079391476,inf,inf,-inf,-inf
"(41400.0, 10609.807621135331)",,,,,,,,,,,,,,,,,290.7781098032676,303.15,288.15,,,,6.925374431244301e-05,inf,-inf,77.83513079391476,77.83513079391476,inf,inf,-inf,-inf
"(41400.0, 10800.0)",298.1666666666667,290.8333333333333,275.1062664535877,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7925955416998,303.15,288.15,79.58152074460459,200.0,0.0,,,,,,,,,
"(41400.0, 10990.192378864669)",,,,,,,,,,,,,,,,,290.81333078566445,303.15,288.15,,,,0.019999698400897596,inf,-inf,79.58152074460459,79.58152074460459,inf,inf,-inf,-inf
"(41400.0, 11509.807621135331)",,,,,,,,,,,,,,,,,290.86144293340027,303.15,288.15,,,,6.924289463512543e-05,inf,-inf,79.58152074460459,79.58152074460459,inf,inf,-inf,-inf
"(41400.0, 11700.0)",298.0833333333333,290.9166666666667,274.85335036911243,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8759282260391,303.15,288.15,81.2627770461807,200.0,0.0,,,,,,,,,
"(41400.0, 11890.192378864669)",,,,,,,,,,,,,,,,,290.896663694645,303.15,288.15,,,,0.020000121919176588,inf,-inf,81.2627770461807,81.2627770461807,inf,inf,-inf,-inf
"(41400.0, 12409.807621135331)",,,,,,,,,,,,,,,,,290.9447763636175,303.15,288.15,,,,6.923063917175053e-05,inf,-inf,81.2627770461807,81.2627770461807,inf,inf,-inf,-inf
"(41400.0, 12600.0)",298.0,291.0,274.61455104446753,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9592618131869,303.15,288.15,82.87343525901173,200.0,0.0,,,,,,,,,
"(41400.0, 12790.192378864669)",,,,,,,,,,,,,,,,,290.9799971673555,303.15,288.15,,,,0.019999981709017393,inf,-inf,82.87343525901173,82.87343525901173,inf,inf,-inf,-inf
"(41400.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.0281095707984,303.15,288.15,,,,6.921787193904275e-05,inf,-inf,82.87343525901173,82.87343525901173,inf,inf,-inf,-inf
"(41400.0, 13500.0)",297.9166666666667,291.0833333333333,274.3908910550221,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0425949404239,303.15,288.15,84.40840964549639,200.0,0.0,,,,,,,,,
"(41400.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.0633304533348,303.15,288.15,,,,0.020000028229529825,inf,-inf,84.40840964549639,84.40840964549639,inf,inf,-inf,-inf
"(41400.0, 14209.807621135331)",,,,,,,,,,,,,,,,,291.1114432251086,303.15,288.15,,,,6.920528393688531e-05,inf,-inf,84.40840964549639,84.40840964549639,inf,inf,-inf,-inf
"(41400.0, 14400.0)",297.8333333333333,291.1666666666667,274.18332814718804,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1259287056288,303.15,288.15,85.86286986544268,200.0,0.0,,,,,,,,,
"(41400.0, 14590.192378864669)",,,,,,,,,,,,,,,,,291.1466638011706,303.15,288.15,,,,0.02000001289385378,inf,-inf,85.86286986544268,85.86286986544268,inf,inf,-inf,-inf
"(41400.0, 15109.807621135331)",,,,,,,,,,,,,,,,,291.19477560451975,303.15,288.15,,,,6.919333052329706e-05,inf,-inf,85.86286986544268,85.86286986544268,inf,inf,-inf,-inf
"(41400.0, 15300.0)",297.75,291.25,273.9927511372023,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2092607934728,303.15,288.15,87.23248409146707,200.0,0.0,,,,,,,,,
"(41400.0, 15490.192378864669)",,,,,,,,,,,,,,,,,291.2299971285194,303.15,288.15,,,,0.0200000180449885,inf,-inf,87.23248409146707,87.23248409146707,inf,inf,-inf,-inf
"(41400.0, 16009.807621135331)",,,,,,,,,,,,,,,,,291.278111807901,303.15,288.15,,,,6.918227530157512e-05,inf,-inf,87.23248409146707,87.23248409146707,inf,inf,-inf,-inf
"(41400.0, 16200.0)",297.6666666666667,291.3333333333333,273.81997610507943,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2925978627513,303.15,288.15,88.51283746565093,200.0,0.0,,,,,,,,,
"(41400.0, 16390.192378864667)",,,,,,,,,,,,,,,,,291.313330462654,303.15,288.15,,,,0.020000016410357147,inf,-inf,88.51283746565093,88.51283746565093,inf,inf,-inf,-inf
"(41400.0, 16909.807621135333)",,,,,,,,,,,,,,,,,291.36143647535243,303.15,288.15,,,,6.917221443386093e-05,inf,-inf,88.51283746565093,88.51283746565093,inf,inf,-inf,-inf
"(41400.0, 17100.0)",297.5833333333333,291.4166666666667,273.665742900032,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.37591992089415,303.15,288.15,89.70123896882556,200.0,0.0,,,,,,,,,
