,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(5400.0, 31690.192378864667)",,,,,,,,,,,,,,,,,290.6114429512618,303.15,288.15,,,,8.682453089895419e-05,inf,-inf,50.20403213009245,50.20403213009245,inf,inf,-inf,-inf
"(5400.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.5633301062926,303.15,288.15,,,,0.020000381549109904,inf,-inf,50.20403213009245,50.20403213009245,inf,inf,-inf,-inf
"(5400.0, 32400.0)",298.5,290.5,280.0633744659077,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.5488446037346,303.15,288.15,51.277503138637925,200.0,0.0,,,,,,,,,
"(5400.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.5281098602387,303.15,288.15,,,,8.688379565144728e-05,inf,-inf,51.277503138637925,51.277503138637925,inf,inf,-inf,-inf
"(5400.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.4799988737447,303.15,288.15,,,,0.01999828160342808,inf,-inf,51.277503138637925,51.277503138637925,inf,inf,-inf,-inf
"(5400.0, 33300.0)",298.5833333333333,290.4166666666667,279.7571618924774,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.4655139307242,303.15,288.15,52.39170152914379,200.0,0.0,,,,,,,,,
"(5400.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.444775380337,303.15,288.15,,,,8.694928979403726e-05,inf,-inf,52.39170152914379,52.39170152914379,inf,inf,-inf,-inf
"(5400.0, 34009.80762113533)",,,,,,,,,,,,,,,,,290.3966555606832,303.15,288.15,,,,0.02000826213482879,inf,-inf,52.39170152914379,52.39170152914379,inf,inf,-inf,-inf
"(5400.0, 34200.0)",298.6666666666667,290.3333333333333,279.44406720508766,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.38216795823246,303.15,288.15,53.541448499068345,200.0,0.0,,,,,,,,,
"(5400.0, 34390.19237886467)",,,,,,,,,,,,,,,,,290.3614475016759,303.15,288.15,,,,8.701988915553783e-05,inf,-inf,53.541448499068345,53.541448499068345,inf,inf,-inf,-inf
"(5400.0, 34909.80762113533)",,,,,,,,,,,,,,,,,290.3133696652783,303.15,288.15,,,,0.019960825183036143,inf,-inf,53.541448499068345,53.541448499068345,inf,inf,-inf,-inf
"(5400.0, 35100.0)",298.75,290.25,279.1254311232568,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2988947028734,303.15,288.15,54.713493580008254,200.0,0.0,,,,,,,,,
"(5400.0, 35290.19237886467)",,,,,,,,,,,,,,,,,290.27808824790964,303.15,288.15,,,,8.709407498756282e-05,inf,-inf,54.713493580008254,54.713493580008254,inf,inf,-inf,-inf
"(5400.0, 35809.80762113533)",,,,,,,,,,,,,,,,,290.22981086873926,303.15,288.15,,,,0.020186288546731174,inf,-inf,54.713493580008254,54.713493580008254,inf,inf,-inf,-inf
"(5400.0, 36000.0)",298.8333333333333,290.1666666666667,278.8026180956053,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.21527582929366,303.15,288.15,55.932131239866564,200.0,0.0,,,,,,,,,
"(5400.0, 36190.19237886467)",,,,,,,,,,,,,,,,,290.1948781173319,303.15,288.15,,,,8.717186930275403e-05,inf,-inf,55.932131239866564,55.932131239866564,inf,inf,-inf,-inf
"(5400.0, 36709.80762113533)",,,,,,,,,,,,,,,,,290.147549147726,303.15,288.15,,,,0.01911468041183579,inf,-inf,55.932131239866564,55.932131239866564,inf,inf,-inf,-inf
"(5400.0, 36900.0)",298.9166666666667,290.0833333333333,278.47701045707663,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.13329964926595,303.15,288.15,57.04255476761435,200.0,0.0,,,,,,,,,
"(5400.0, 37090.19237886467)",,,,,,,,,,,,,,,,,290.1109592171783,303.15,288.15,,,,8.723952470946951e-05,inf,-inf,57.04255476761435,57.04255476761435,inf,inf,-inf,-inf
"(5400.0, 37609.80762113533)",,,,,,,,,,,,,,,,,290.05912253896446,303.15,288.15,,,,0.024207943389225172,inf,-inf,57.04255476761435,57.04255476761435,inf,inf,-inf,-inf
"(5400.0, 37800.0)",299.0,290.0,278.15000250956723,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.0435158889036,303.15,288.15,59.32844886600292,200.0,0.0,,,,,,,,,
"(5400.0, 37990.19237886467)",,,,,,,,,,,,,,,,,290.0410072287943,303.15,288.15,,,,8.748871222715774e-05,inf,-inf,59.32844886600292,59.32844886600292,inf,inf,-inf,-inf
"(5400.0, 38509.80762113533)",,,,,,,,,,,,,,,,,290.0351863652442,303.15,288.15,,,,8.73472117914964e-05,inf,-inf,59.32844886600292,59.32844886600292,inf,inf,-inf,-inf
"(5400.0, 38700.0)",298.9166666666667,290.0833333333333,277.8229945513114,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03343385749054,303.15,288.15,62.342730461264246,200.0,0.0,,,,,,,,,
"(5400.0, 38890.19237886467)",,,,,,,,,,,,,,,,,290.05670554251304,303.15,288.15,,,,0.02662493531498205,inf,-inf,62.342730461264246,62.342730461264246,inf,inf,-inf,-inf
"(5400.0, 39409.80762113533)",,,,,,,,,,,,,,,,,290.1107030141498,303.15,288.15,,,,8.741326506406241e-05,inf,-inf,62.342730461264246,62.342730461264246,inf,inf,-inf,-inf
"(5400.0, 39600.0)",298.8333333333333,290.1666666666667,277.4973868805898,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1269602218453,303.15,288.15,64.36222720103983,200.0,0.0,,,,,,,,,
"(5400.0, 39790.19237886467)",,,,,,,,,,,,,,,,,290.1488583016035,303.15,288.15,,,,0.01780553117648871,inf,-inf,64.36222720103983,64.36222720103983,inf,inf,-inf,-inf
"(5400.0, 40309.80762113533)",,,,,,,,,,,,,,,,,290.19966858626924,303.15,288.15,,,,8.724302489457839e-05,inf,-inf,64.36222720103983,64.36222720103983,inf,inf,-inf,-inf
"(5400.0, 40500.0)",298.75,290.25,277.17457379943636,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.21496621643297,303.15,288.15,65.9951926007847,200.0,0.0,,,,,,,,,
"(5400.0, 40690.19237886467)",,,,,,,,,,,,,,,,,290.22927022679613,303.15,288.15,,,,0.020726928930450635,inf,-inf,65.9951926007847,65.9951926007847,inf,inf,-inf,-inf
"(5400.0, 41209.80762113533)",,,,,,,,,,,,,,,,,290.26245993321965,303.15,288.15,,,,7.940927950266621e-05,inf,-inf,65.9951926007847,65.9951926007847,inf,inf,-inf,-inf
"(5400.0, 41400.0)",298.6666666666667,290.3333333333333,276.85593764302394,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2724524742464,303.15,288.15,69.36282413848276,200.0,0.0,,,,,,,,,
"(5400.0, 41590.19237886467)",,,,,,,,,,,,,,,,,290.313571315149,303.15,288.15,,,,0.019759175929370584,inf,-inf,69.36282413848276,69.36282413848276,inf,inf,-inf,-inf
"(5400.0, 42109.80762113533)",,,,,,,,,,,,,,,,,290.40897968129127,303.15,288.15,,,,8.676211512350083e-05,inf,-inf,69.36282413848276,69.36282413848276,inf,inf,-inf,-inf
"(5400.0, 42300.0)",298.5833333333333,290.4166666666667,276.5428428602921,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.4377046118716,303.15,288.15,68.0320706213626,200.0,0.0,,,,,,,,,
"(5400.0, 42490.19237886467)",,,,,,,,,,,,,,,,,290.41169730524376,303.15,288.15,,,,0.004966700257416412,inf,-inf,68.0320706213626,68.0320706213626,inf,inf,-inf,-inf
"(5400.0, 43009.80762113533)",,,,,,,,,,,,,,,,,290.3513523495336,303.15,288.15,,,,0.06531143144490545,inf,-inf,68.0320706213626,68.0320706213626,inf,inf,-inf,-inf
"(5400.0, 43200.0)",,,,,,,,,,,,,,,,,290.3331840826007,303.15,288.15,,,,,,,,,,,,
"(6300.0, 0.0)",298.4166666666667,290.5833333333333,280.36138917460346,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,290.59467400039347,52.533296247570604,0.0,290.59467400039347,303.15,288.15,51.46099722475206,200.0,0.0,,,,,,,,,
"(6300.0, 190.19237886466843)",,,,,,,,,,,,,,,,,290.5999859198559,303.15,288.15,,,,8.724326638477141e-05,inf,-inf,51.46099722475206,51.46099722475206,inf,inf,-inf,-inf
"(6300.0, 709.8076211353316)",,,,,,,,,,,,,,,,,290.61231120787147,303.15,288.15,,,,8.72063195794695e-05,inf,-inf,51.46099722475206,51.46099722475206,inf,inf,-inf,-inf
"(6300.0, 900.0)",298.3333333333333,290.6666666666667,280.64993901243054,900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.616022025454,303.15,288.15,51.16227305524609,200.0,0.0,,,,,,,,,
"(6300.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,290.64003889080846,303.15,288.15,,,,0.026624914447764405,inf,-inf,51.16227305524609,51.16227305524609,inf,inf,-inf,-inf
"(6300.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,290.6957654101613,303.15,288.15,,,,8.713066999689557e-05,inf,-inf,51.16227305524609,51.16227305524609,inf,inf,-inf,-inf
"(6300.0, 1800.0)",298.25,290.75,280.92778372760876,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.71254318830177,303.15,288.15,50.013403323111824,200.0,0.0,,,,,,,,,
"(6300.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,290.7321916202346,303.15,288.15,,,,0.017805539937910984,inf,-inf,50.013403323111824,50.013403323111824,inf,inf,-inf,-inf
"(6300.0, 2509.807621135332)",,,,,,,,,,,,,,,,,290.7777820295656,303.15,288.15,,,,8.696170050157891e-05,inf,-inf,50.013403323111824,50.013403323111824,inf,inf,-inf,-inf
"(6300.0, 2700.0)",298.1666666666667,290.8333333333333,281.19373354641226,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.79150809360067,303.15,288.15,49.15872375671356,200.0,0.0,,,,,,,,,
"(6300.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,290.8126035517192,303.15,288.15,,,,0.02072693141496105,inf,-inf,49.15872375671356,49.15872375671356,inf,inf,-inf,-inf
"(6300.0, 3409.807621135332)",,,,,,,,,,,,,,,,,290.86155150715604,303.15,288.15,,,,8.673321432227978e-05,inf,-inf,49.15872375671356,49.15872375671356,inf,inf,-inf,-inf
"(6300.0, 3600.0)",298.0833333333333,290.9166666666667,281.4466496308875,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8762884393435,303.15,288.15,48.29146502326681,200.0,0.0,,,,,,,,,
"(6300.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,290.89690459017754,303.15,288.15,,,,0.01975922830382693,inf,-inf,48.29146502326681,48.29146502326681,inf,inf,-inf,-inf
"(6300.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.9447404051967,303.15,288.15,,,,8.664087724531384e-05,inf,-inf,48.29146502326681,48.29146502326681,inf,inf,-inf,-inf
"(6300.0, 4500.0)",298.0,291.0,281.6854489555324,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95914250137776,303.15,288.15,47.52054057221224,200.0,0.0,,,,,,,,,
"(6300.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.97991737268796,303.15,288.15,,,,0.02007977731984542,inf,-inf,47.52054057221224,47.52054057221224,inf,inf,-inf,-inf
"(6300.0, 5209.807621135332)",,,,,,,,,,,,,,,,,291.02812146806184,303.15,288.15,,,,8.659635163749008e-05,inf,-inf,47.52054057221224,47.52054057221224,inf,inf,-inf,-inf
"(6300.0, 5400.0)",297.9166666666667,291.0833333333333,281.90910894497785,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.04263444369775,303.15,288.15,46.81679290381168,200.0,0.0,,,,,,,,,
"(6300.0, 5590.192378864668)",,,,,,,,,,,,,,,,,291.06335688642935,303.15,288.15,,,,0.019973596397452546,inf,-inf,46.81679290381168,46.81679290381168,inf,inf,-inf,-inf
"(6300.0, 6109.807621135332)",,,,,,,,,,,,,,,,,291.1114393313645,303.15,288.15,,,,8.65628669319695e-05,inf,-inf,46.81679290381168,46.81679290381168,inf,inf,-inf,-inf
"(6300.0, 6300.0)",297.8333333333333,291.1666666666667,282.1166718528119,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.12591568127726,303.15,288.15,46.19632299836478,200.0,0.0,,,,,,,,,
"(6300.0, 6490.192378864668)",,,,,,,,,,,,,,,,,291.1466550466291,303.15,288.15,,,,0.020008768591681925,inf,-inf,46.19632299836478,46.19632299836478,inf,inf,-inf,-inf
"(6300.0, 7009.807621135332)",,,,,,,,,,,,,,,,,291.1947767572517,303.15,288.15,,,,8.653638518937393e-05,inf,-inf,46.19632299836478,46.19632299836478,inf,inf,-inf,-inf
"(6300.0, 7200.0)",297.75,291.25,282.3072488627977,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2092649290223,303.15,288.15,45.6599476947996,200.0,0.0,,,,,,,,,
"(6300.0, 7390.192378864668)",,,,,,,,,,,,,,,,,291.2300000298015,303.15,288.15,,,,0.01999711795434956,inf,-inf,45.6599476947996,45.6599476947996,inf,inf,-inf,-inf
"(6300.0, 7909.807621135332)",,,,,,,,,,,,,,,,,291.2781118453029,303.15,288.15,,,,8.651241034717992e-05,inf,-inf,45.6599476947996,45.6599476947996,inf,inf,-inf,-inf
"(6300.0, 8100.0)",297.6666666666667,291.3333333333333,282.4800238949205,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29259703791473,303.15,288.15,45.21258691545863,200.0,0.0,,,,,,,,,
"(6300.0, 8290.192378864669)",,,,,,,,,,,,,,,,,291.3133295029912,303.15,288.15,,,,0.020000977252989747,inf,-inf,45.21258691545863,45.21258691545863,inf,inf,-inf,-inf
"(6300.0, 8809.807621135331)",,,,,,,,,,,,,,,,,291.3614352028513,303.15,288.15,,,,8.649035416517411e-05,inf,-inf,45.21258691545863,45.21258691545863,inf,inf,-inf,-inf
"(6300.0, 9000.0)",297.5833333333333,291.4166666666667,282.63425709996795,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3759185542056,303.15,288.15,44.85875463124882,200.0,0.0,,,,,,,,,
"(6300.0, 9190.192378864669)",,,,,,,,,,,,,,,,,291.3966641138288,303.15,288.15,,,,0.019999698919262062,inf,-inf,44.85875463124882,44.85875463124882,inf,inf,-inf,-inf
"(6300.0, 9709.807621135331)",,,,,,,,,,,,,,,,,291.4448001970675,303.15,288.15,,,,8.64701446009503e-05,inf,-inf,44.85875463124882,44.85875463124882,inf,inf,-inf,-inf
"(6300.0, 9900.0)",297.5,291.5,282.7692880276776,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.45929269605193,303.15,288.15,44.59818412865824,200.0,0.0,,,,,,,,,
"(6300.0, 10090.192378864669)",,,,,,,,,,,,,,,,,291.4799970228089,303.15,288.15,,,,0.02000012243797787,inf,-inf,44.59818412865824,44.59818412865824,inf,inf,-inf,-inf
"(6300.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.5280374331074,303.15,288.15,,,,8.644925118117747e-05,inf,-inf,44.59818412865824,44.59818412865824,inf,inf,-inf,-inf
"(6300.0, 10800.0)",297.4166666666667,291.5833333333333,282.8845384548868,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54250112750503,303.15,288.15,44.44490833161082,200.0,0.0,,,,,,,,,
"(6300.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.5633304956029,303.15,288.15,,,,0.019999982144334155,inf,-inf,44.44490833161082,44.44490833161082,inf,inf,-inf,-inf
"(6300.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.61166104029667,303.15,288.15,,,,8.643462282006435e-05,inf,-inf,44.44490833161082,44.44490833161082,inf,inf,-inf,-inf
"(6300.0, 11700.0)",297.3333333333333,291.6666666666667,282.9795148615725,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6262120864717,303.15,288.15,44.367637184868336,200.0,0.0,,,,,,,,,
"(6300.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.646663781405,303.15,288.15,,,,0.020000028842129362,inf,-inf,44.367637184868336,44.367637184868336,inf,inf,-inf,-inf
"(6300.0, 12409.807621135331)",,,,,,,,,,,,,,,,,291.6941180081194,303.15,288.15,,,,8.640145576113459e-05,inf,-inf,44.367637184868336,44.367637184868336,inf,inf,-inf,-inf
"(6300.0, 12600.0)",297.25,291.75,283.0538105441804,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7084052181746,303.15,288.15,44.47035528261936,200.0,0.0,,,,,,,,,
"(6300.0, 12790.192378864669)",,,,,,,,,,,,,,,,,291.72999712991526,303.15,288.15,,,,0.02000001283186536,inf,-inf,44.47035528261936,44.47035528261936,inf,inf,-inf,-inf
"(6300.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.78009701055015,303.15,288.15,,,,8.642717723324282e-05,inf,-inf,44.47035528261936,44.47035528261936,inf,inf,-inf,-inf
"(6300.0, 13500.0)",297.1666666666667,291.8333333333333,283.10710735719147,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.795180756887,303.15,288.15,44.4468606282009,200.0,0.0,,,,,,,,,
"(6300.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.81333045615247,303.15,288.15,,,,0.02000001909463842,inf,-inf,44.4468606282009,44.4468606282009,inf,inf,-inf,-inf
"(6300.0, 14209.807621135331)",,,,,,,,,,,,,,,,,291.8554433444266,303.15,288.15,,,,8.625123164182619e-05,inf,-inf,44.4468606282009,44.4468606282009,inf,inf,-inf,-inf
"(6300.0, 14400.0)",297.0833333333333,291.9166666666667,283.13917707547006,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8681224190309,303.15,288.15,45.227492230992574,200.0,0.0,,,,,,,,,
"(6300.0, 14590.192378864669)",,,,,,,,,,,,,,,,,291.89666379994355,303.15,288.15,,,,0.020000007803638472,inf,-inf,45.227492230992574,45.227492230992574,inf,inf,-inf,-inf
"(6300.0, 15109.807621135331)",,,,,,,,,,,,,,,,,291.96288858791297,303.15,288.15,,,,8.663521930877695e-05,inf,-inf,45.227492230992574,45.227492230992574,inf,inf,-inf,-inf
"(6300.0, 15300.0)",297.0,292.0,283.14988237155904,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98282711651404,303.15,288.15,44.20057372671221,200.0,0.0,,,,,,,,,
"(6300.0, 15490.192378864669)",,,,,,,,,,,,,,,,,291.98347358533874,303.15,288.15,,,,0.016523567584133533,inf,-inf,44.20057372671221,44.20057372671221,inf,inf,-inf,-inf
"(6300.0, 16009.807621135331)",,,,,,,,,,,,,,,,,291.9849735919774,303.15,288.15,,,,0.015023568226372326,inf,-inf,44.20057372671221,44.20057372671221,inf,inf,-inf,-inf
"(6300.0, 16200.0)",297.0833333333333,291.9166666666667,283.13917740373716,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9854252042235,303.15,288.15,42.748763705090894,200.0,0.0,,,,,,,,,
"(6300.0, 16390.192378864667)",,,,,,,,,,,,,,,,,291.9586923168803,303.15,288.15,,,,8.647077421581577e-05,inf,-inf,42.748763705090894,42.748763705090894,inf,inf,-inf,-inf
"(6300.0, 16909.807621135333)",,,,,,,,,,,,,,,,,291.89666379059656,303.15,288.15,,,,0.020000017150594483,inf,-inf,42.748763705090894,42.748763705090894,inf,inf,-inf,-inf
"(6300.0, 17100.0)",297.1666666666667,291.8333333333333,283.10710801231994,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8779886451811,303.15,288.15,42.774495124356946,200.0,0.0,,,,,,,,,
"(6300.0, 17290.192378864667)",,,,,,,,,,,,,,,,,291.85851509305866,303.15,288.15,,,,8.632211004411579e-05,inf,-inf,42.774495124356946,42.774495124356946,inf,inf,-inf,-inf
"(6300.0, 17809.807621135333)",,,,,,,,,,,,,,,,,291.81333045871094,303.15,288.15,,,,0.020000016536188478,inf,-inf,42.774495124356946,42.774495124356946,inf,inf,-inf,-inf
"(6300.0, 18000.0)",297.25,291.75,283.05381152336497,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.799726562769,303.15,288.15,42.56496814476747,200.0,0.0,,,,,,,,,
"(6300.0, 18190.192378864667)",,,,,,,,,,,,,,,,,291.778725667049,303.15,288.15,,,,8.64277130622629e-05,inf,-inf,42.56496814476747,42.56496814476747,inf,inf,-inf,-inf
"(6300.0, 18709.807621135333)",,,,,,,,,,,,,,,,,291.72999712548045,303.15,288.15,,,,0.02000001726661548,inf,-inf,42.56496814476747,42.56496814476747,inf,inf,-inf,-inf
"(6300.0, 18900.0)",297.3333333333333,291.6666666666667,282.9795161606201,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.71532625299324,303.15,288.15,42.532263852561194,200.0,0.0,,,,,,,,,
"(6300.0, 19090.192378864667)",,,,,,,,,,,,,,,,,291.69464670623233,303.15,288.15,,,,8.642587053642088e-05,inf,-inf,42.532263852561194,42.532263852561194,inf,inf,-inf,-inf
"(6300.0, 19609.807621135333)",,,,,,,,,,,,,,,,,291.6466637931514,303.15,288.15,,,,0.020000017095769627,inf,-inf,42.532263852561194,42.532263852561194,inf,inf,-inf,-inf
"(6300.0, 19800.0)",297.4166666666667,291.5833333333333,282.8845400682346,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6322174096415,303.15,288.15,42.587850725401694,200.0,0.0,,,,,,,,,
"(6300.0, 19990.192378864667)",,,,,,,,,,,,,,,,,291.61147025194083,303.15,288.15,,,,8.645167987533889e-05,inf,-inf,42.587850725401694,42.587850725401694,inf,inf,-inf,-inf
"(6300.0, 20509.807621135333)",,,,,,,,,,,,,,,,,291.5633304606707,303.15,288.15,,,,0.020000017076422367,inf,-inf,42.587850725401694,42.587850725401694,inf,inf,-inf,-inf
"(6300.0, 20700.0)",297.5,291.5,282.7692899484172,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54883684529557,303.15,288.15,42.74798736042238,200.0,0.0,,,,,,,,,
"(6300.0, 20890.192378864667)",,,,,,,,,,,,,,,,,291.5281039127513,303.15,288.15,,,,8.647063587196664e-05,inf,-inf,42.74798736042238,42.74798736042238,inf,inf,-inf,-inf
"(6300.0, 21409.807621135333)",,,,,,,,,,,,,,,,,291.4799971282224,303.15,288.15,,,,0.0200000170247551,inf,-inf,42.74798736042238,42.74798736042238,inf,inf,-inf,-inf
"(6300.0, 21600.0)",297.5833333333333,291.4166666666667,282.63425931987433,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4655134503023,303.15,288.15,43.00635755466414,200.0,0.0,,,,,,,,,
"(6300.0, 21790.192378864667)",,,,,,,,,,,,,,,,,291.44477752482385,303.15,288.15,,,,8.649171065426522e-05,inf,-inf,43.00635755466414,43.00635755466414,inf,inf,-inf,-inf
"(6300.0, 22309.807621135333)",,,,,,,,,,,,,,,,,291.39666379576636,303.15,288.15,,,,0.020000016980825014,inf,-inf,43.00635755466414,43.00635755466414,inf,inf,-inf,-inf
"(6300.0, 22500.0)",297.6666666666667,291.3333333333333,282.4800264044878,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.38217802703275,303.15,288.15,43.36087993561836,200.0,0.0,,,,,,,,,
"(6300.0, 22690.192378864667)",,,,,,,,,,,,,,,,,291.36144273125944,303.15,288.15,,,,8.651235583879626e-05,inf,-inf,43.36087993561836,43.36087993561836,inf,inf,-inf,-inf
"(6300.0, 23209.807621135333)",,,,,,,,,,,,,,,,,291.3133304633116,303.15,288.15,,,,0.020000016935515397,inf,-inf,43.36087993561836,43.36087993561836,inf,inf,-inf,-inf
"(6300.0, 23400.0)",297.75,291.25,282.3072516512794,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29884513447934,303.15,288.15,43.808081891706074,200.0,0.0,,,,,,,,,
"(6300.0, 23590.192378864667)",,,,,,,,,,,,,,,,,291.2781097062171,303.15,288.15,,,,8.653357464592104e-05,inf,-inf,43.808081891706074,43.808081891706074,inf,inf,-inf,-inf
"(6300.0, 24109.807621135333)",,,,,,,,,,,,,,,,,291.2299971308543,303.15,288.15,,,,0.020000016892838035,inf,-inf,43.808081891706074,43.808081891706074,inf,inf,-inf,-inf
"(6300.0, 24300.0)",297.8333333333333,291.1666666666667,282.1166749082674,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2155117094676,303.15,288.15,44.34430002769747,200.0,0.0,,,,,,,,,
"(6300.0, 24490.192378864667)",,,,,,,,,,,,,,,,,291.1947763090836,303.15,288.15,,,,8.655547803016412e-05,inf,-inf,44.34430002769747,44.34430002769747,inf,inf,-inf,-inf
"(6300.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.1466637984068,303.15,288.15,,,,0.020000016840345712,inf,-inf,44.34430002769747,44.34430002769747,inf,inf,-inf,-inf
"(6300.0, 25200.0)",297.9166666666667,291.0833333333333,281.90911225432313,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1321783964954,303.15,288.15,44.96544640651218,200.0,0.0,,,,,,,,,
"(6300.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.1114429902319,303.15,288.15,,,,8.657853830063723e-05,inf,-inf,44.96544640651218,44.96544640651218,inf,inf,-inf,-inf
"(6300.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.0633304659131,303.15,288.15,,,,0.020000016833979468,inf,-inf,44.96544640651218,44.96544640651218,inf,inf,-inf,-inf
"(6300.0, 26100.0)",298.0,291.0,281.6854525045965,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0488450598944,303.15,288.15,45.667078544434354,200.0,0.0,,,,,,,,,
"(6300.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.02810965493455,303.15,288.15,,,,8.660319971182111e-05,inf,-inf,45.667078544434354,45.667078544434354,inf,inf,-inf,-inf
"(6300.0, 26809.807621135333)",,,,,,,,,,,,,,,,,290.9799971336406,303.15,288.15,,,,0.020000016606550194,inf,-inf,45.667078544434354,45.667078544434354,inf,inf,-inf,-inf
"(6300.0, 27000.0)",298.0833333333333,290.9166666666667,281.4466534044726,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9655117285326,303.15,288.15,46.44440735554824,200.0,0.0,,,,,,,,,
"(6300.0, 27190.192378864667)",,,,,,,,,,,,,,,,,290.94477632298316,303.15,288.15,,,,8.662995794986056e-05,inf,-inf,46.44440735554824,46.44440735554824,inf,inf,-inf,-inf
"(6300.0, 27709.807621135333)",,,,,,,,,,,,,,,,,290.89666380032105,303.15,288.15,,,,0.020000017426122313,inf,-inf,46.44440735554824,46.44440735554824,inf,inf,-inf,-inf
"(6300.0, 27900.0)",298.1666666666667,290.8333333333333,281.19373752835935,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8821783948011,303.15,288.15,47.29232015754272,200.0,0.0,,,,,,,,,
