,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(9900.0, 37800.0)",150.0,294.15,292.15,280.15,37800.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,294.14998775111326,303.15,288.15,0.010714302924425392,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,294.1499875446347,303.15,288.15,,,,0.0,1.3648566597717826e-05,inf,inf,-inf,-inf,294.1499875446347,0.1500001074974444,0.010714302924425392,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,294.1499870011891,303.15,288.15,,,,0.0,1.3634377351826527e-05,inf,inf,-inf,-inf,294.1499870011891,0.15000010167493688,0.010714302924425392,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,294.14998680983757,303.15,288.15,0.010714267351118507,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.14998755966207,303.15,288.15,,,,0.0,1.3648958126362065e-05,inf,inf,-inf,-inf,294.14998755966207,0.1499996096245291,0.010714267351118507,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.1499895331766,303.15,288.15,,,,0.0,1.3705202843566703e-05,inf,inf,-inf,-inf,294.1499895331766,0.14999963076945277,0.010714267351118507,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,294.14999022806467,303.15,288.15,0.010714410764294226,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.1499871301638,303.15,288.15,,,,0.0,1.3637621310309379e-05,inf,inf,-inf,-inf,294.1499871301638,0.1500016128386044,0.010714410764294226,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.14997897655337,303.15,288.15,,,,0.0,1.3471789091821919e-05,inf,inf,-inf,-inf,294.14997897655337,0.1500015254876211,0.010714410764294226,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,294.1499761055967,303.15,288.15,0.010714001903119748,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.1499840655959,303.15,288.15,,,,0.0,1.3563741439655666e-05,inf,inf,-inf,-inf,294.1499840655959,0.1499958558528675,0.010714001903119748,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.15000501591845,303.15,288.15,,,,0.0,1.4713020336396888e-05,inf,inf,-inf,-inf,294.15000501591845,0.14999608036430695,0.010714001903119748,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,294.15001239261943,303.15,288.15,0.019945168366517326,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.90909343777713,303.15,288.15,,,,0.0,1.2866855553636254e-05,inf,inf,-inf,-inf,293.90909343777713,0.2744274351882901,0.019945168366517326,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.2944022434293,303.15,288.15,,,,0.0,1.286677227343519e-05,inf,inf,-inf,-inf,293.2944022434293,0.2621673158286271,0.019945168366517326,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,-1.3104009705111608e-07,1.0,900.0,8100.0,,,,,,,,,293.0853360130434,303.15,288.15,7.147253767919605e-08,0.05,0.0,,,,,,,,,,,,,,,
"(9900.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.37062280359277,303.15,288.15,,,,0.0,1.2866771896628003e-05,inf,inf,-inf,-inf,293.37062280359277,9.449060808842881e-07,7.1472537679196e-08,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.1500406123813,303.15,288.15,,,,0.0,3.8900772461926154e-05,inf,inf,-inf,-inf,294.1500406123813,1.0006172067501308e-06,7.1472537679196e-08,inf,inf,inf,-inf,-inf,-inf
"(9900.0, 43200.0)",,,,,,,,,,,,,,,,,,294.43532725818864,303.15,288.15,,,,,,,,,,,,,,,,,,
"(10800.0, 0.0)",150.0,294.15,292.15,280.15,0.0,-1.1830909316112859e-07,1.0,0.0,7200.0,1000.0,100000.0,250.0,1.0,100.0,291.7390172897404,0.03329023673371198,0.0,291.7390172897404,303.15,288.15,3.753789049497708e-05,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,292.023468313909,303.15,288.15,,,,0.0,99842.38524686906,inf,inf,-inf,-inf,292.023468313909,0.0004457049533635681,3.753789049497708e-05,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,292.8004994454705,303.15,288.15,,,,0.0,99842.38632742068,inf,inf,-inf,-inf,292.8004994454705,0.000474873062892659,3.753789049497708e-05,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 900.0)",150.0,294.15,292.15,280.15,900.0,0.15000016495044832,1.0,0.0,7200.0,,,,,,,,,293.08487468866736,303.15,288.15,0.011634053163231382,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,293.0839627078159,303.15,288.15,,,,0.0,99999.3333328262,inf,inf,-inf,-inf,293.0839627078159,0.1504744097539827,0.011634053163231382,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,293.0815699269919,303.15,288.15,,,,0.0,99999.33333280006,inf,inf,-inf,-inf,293.0815699269919,0.15044657201466857,0.011634053163231382,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,0.14999995611027517,1.0,0.0,7200.0,,,,,,,,,293.08073027070844,303.15,288.15,0.011637765603816087,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,293.07981869155344,303.15,288.15,,,,0.0,99999.3333328009,inf,inf,-inf,-inf,293.07981869155344,0.15047419923213926,0.011637765603816087,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,293.0774269949302,303.15,288.15,,,,0.0,99999.33333280218,inf,inf,-inf,-inf,293.0774269949302,0.15044636522744237,0.011637765603816087,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,0.15000001174544345,1.0,0.0,7200.0,,,,,,,,,293.0765877306403,303.15,288.15,0.011641500267271598,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,293.0756760298124,303.15,288.15,,,,0.0,99999.33333280322,inf,inf,-inf,-inf,293.0756760298124,0.1504742609557279,0.011641500267271598,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,293.07328404440494,303.15,288.15,,,,0.0,99999.33333280482,inf,inf,-inf,-inf,293.07328404440494,0.15044641465696726,0.011641500267271598,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,0.14999999685486715,1.0,0.0,7200.0,,,,,,,,,293.0724446903832,303.15,288.15,0.011645232032312769,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,293.07153300743744,303.15,288.15,,,,0.0,99999.33333280613,inf,inf,-inf,-inf,293.07153300743744,0.15047425008479767,0.011645232032312769,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,293.0691410993684,303.15,288.15,,,,0.0,99999.3333328081,inf,inf,-inf,-inf,293.0691410993684,0.15044639576033322,0.011645232032312769,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,0.15000000084214715,1.0,0.0,7200.0,,,,,,,,,293.0683017840801,303.15,288.15,0.011648967608655383,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,293.06739008165107,303.15,288.15,,,,0.0,99999.3333328097,inf,inf,-inf,-inf,293.06739008165107,0.15047425864951983,0.011648967608655383,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,293.064998152918,303.15,288.15,,,,0.0,99999.33333281215,inf,inf,-inf,-inf,293.064998152918,0.1504463951491866,0.011648967608655383,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,0.16371665521546314,1.0,0.0,7200.0,,,,,,,,,293.0641588419861,303.15,288.15,0.012775918939102897,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,293.036005419517,303.15,288.15,,,,0.0,99999.33333285095,inf,inf,-inf,-inf,293.036005419517,0.16463056068859033,0.012775918939102897,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,292.96242513270846,303.15,288.15,,,,0.0,99999.33333299994,inf,inf,-inf,-inf,292.96242513270846,0.16369050490880838,0.012775918939102897,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,292.9367140467978,303.15,288.15,3.4214110436523934e-05,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,293.2211612939868,303.15,288.15,,,,0.0,99999.33333279658,inf,inf,-inf,-inf,293.2211612939868,0.0004472181560484407,3.4214110436523934e-05,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,293.99819127281995,303.15,288.15,,,,0.0,99999.3333375482,inf,inf,-inf,-inf,293.99819127281995,0.00047380354555797354,3.4214110436523934e-05,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.28256944914057,303.15,288.15,0.015621998599875174,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,294.1500257187315,303.15,288.15,,,,0.0,2.5897070747125842e-05,inf,inf,-inf,-inf,294.1500257187315,0.21870838218704536,0.015621998599875174,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,293.8069316981485,303.15,288.15,,,,0.0,1.783107902339073e-05,inf,inf,-inf,-inf,293.8069316981485,0.21334856790698886,0.015621998599875174,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,293.6883131737174,303.15,288.15,0.007166854213668947,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,293.78836475437606,303.15,288.15,,,,0.0,1.7645363287029763e-05,inf,inf,-inf,-inf,293.78836475437606,0.09774417188146574,0.007166854213668947,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,294.0549305384092,303.15,288.15,,,,0.0,1.76436254357527e-05,inf,inf,-inf,-inf,294.0549305384092,0.09965461000645338,0.007166854213668947,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 9000.0)",150.0,294.15,292.15,280.15,9000.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.15001865522186,303.15,288.15,0.010714595944271647,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,294.1500101049022,303.15,288.15,,,,0.0,1.951012401379682e-05,inf,inf,-inf,-inf,294.1500101049022,0.15000445148793604,0.010714595944271647,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,294.1499876007465,303.15,288.15,,,,0.0,1.831336590466172e-05,inf,inf,-inf,-inf,294.1499876007465,0.15000421036572562,0.010714595944271647,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 9900.0)",150.0,294.15,292.15,280.15,9900.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14997967688043,303.15,288.15,0.010714171667804409,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,294.14998309165543,303.15,288.15,,,,0.0,1.8235737841606593e-05,inf,inf,-inf,-inf,294.14998309165543,0.14999822219110373,0.010714171667804409,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,294.1499920792403,303.15,288.15,,,,0.0,1.841555672180907e-05,inf,inf,-inf,-inf,294.1499920792403,0.14999831848594744,0.010714171667804409,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 10800.0)",150.0,294.15,292.15,280.15,10800.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999524383364,303.15,288.15,0.010714320420578719,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,294.1499944252776,303.15,288.15,,,,0.0,1.848173281266929e-05,inf,inf,-inf,-inf,294.1499944252776,0.15000042615872078,0.010714320420578719,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,294.1499922708638,303.15,288.15,,,,0.0,1.8420600458017767e-05,inf,inf,-inf,-inf,294.1499922708638,0.1500004030756419,0.010714320420578719,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 11700.0)",150.0,294.15,292.15,280.15,11700.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999151227903,303.15,288.15,0.010714283630599218,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,294.1499917383339,303.15,288.15,,,,0.0,1.840681925737208e-05,inf,inf,-inf,-inf,294.1499917383339,0.1499998823107871,0.010714283630599218,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,294.14999233330326,303.15,288.15,,,,0.0,1.8422249344864872e-05,inf,inf,-inf,-inf,294.14999233330326,0.14999988868546218,0.010714283630599218,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 12600.0)",150.0,294.15,292.15,280.15,12600.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499925427958,303.15,288.15,0.01071429369985634,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,294.14999248275956,303.15,288.15,,,,0.0,1.842622256381882e-05,inf,inf,-inf,-inf,294.14999248275956,0.15000003125623318,0.01071429369985634,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,294.1499923247462,303.15,288.15,,,,0.0,1.8422023563773485e-05,inf,inf,-inf,-inf,294.1499923247462,0.15000002956323127,0.01071429369985634,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 13500.0)",150.0,294.15,292.15,280.15,13500.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499922691083,303.15,288.15,0.010714291019309891,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,294.1499922852196,303.15,288.15,,,,0.0,1.842098010111835e-05,inf,inf,-inf,-inf,294.1499922852196,0.14999999161212005,0.010714291019309891,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,294.14999232762415,303.15,288.15,,,,0.0,1.8422099571242145e-05,inf,inf,-inf,-inf,294.14999232762415,0.14999999206645528,0.010714291019309891,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 14400.0)",150.0,294.15,292.15,280.15,14400.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999234255475,303.15,288.15,0.010714291738201301,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,294.14999233824324,303.15,288.15,,,,0.0,1.8422380416048378e-05,inf,inf,-inf,-inf,294.14999233824324,0.1500000022447006,0.010714291738201301,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,294.1499923268956,303.15,288.15,,,,0.0,1.8422080331342226e-05,inf,inf,-inf,-inf,294.1499923268956,0.1500000021231181,0.010714291738201301,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 15300.0)",150.0,294.15,292.15,280.15,15300.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923228996,303.15,288.15,0.01071429154578408,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,294.1499923240544,303.15,288.15,,,,0.0,1.842200523041811e-05,inf,inf,-inf,-inf,294.1499923240544,0.14999999939883815,0.01071429154578408,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,294.1499923270937,303.15,288.15,,,,0.0,1.8422085563042638e-05,inf,inf,-inf,-inf,294.1499923270937,0.14999999943140252,0.01071429154578408,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 16200.0)",150.0,294.15,292.15,280.15,16200.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232816353,303.15,288.15,0.010714291597313227,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,294.1499923278544,303.15,288.15,,,,0.0,1.8422105672518086e-05,inf,inf,-inf,-inf,294.1499923278544,0.15000000016096046,0.010714291597313227,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270409,303.15,288.15,,,,0.0,1.8422084168084666e-05,inf,inf,-inf,-inf,294.1499923270409,0.15000000015224393,0.010714291597313227,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 17100.0)",150.0,294.15,292.15,280.15,17100.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232675405,303.15,288.15,0.010714291583517067,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,294.14999232683687,303.15,288.15,,,,0.0,1.842207877638632e-05,inf,inf,-inf,-inf,294.14999232683687,0.14999999995691235,0.010714291583517067,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705503,303.15,288.15,,,,0.0,1.8422084542054907e-05,inf,inf,-inf,-inf,294.14999232705503,0.14999999995924929,0.010714291583517067,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 18000.0)",150.0,294.15,292.15,280.15,18000.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923271315,303.15,288.15,0.010714291587209967,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,294.1499923271094,303.15,288.15,,,,0.0,1.8422085978305646e-05,inf,inf,-inf,-inf,294.1499923271094,0.1500000000115322,0.010714291587209967,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270512,303.15,288.15,,,,0.0,1.8422084441599828e-05,inf,inf,-inf,-inf,294.1499923270512,0.15000000001090957,0.010714291587209967,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 18900.0)",150.0,294.15,292.15,280.15,18900.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270304,303.15,288.15,0.010714291586221189,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270364,303.15,288.15,,,,0.0,1.842208405003349e-05,inf,inf,-inf,-inf,294.1499923270364,0.1499999999969076,0.010714291586221189,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705225,303.15,288.15,,,,0.0,1.8422084468968526e-05,inf,inf,-inf,-inf,294.14999232705225,0.1499999999970775,0.010714291586221189,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 19800.0)",150.0,294.15,292.15,280.15,19800.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270575,303.15,288.15,0.010714291586486227,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705594,303.15,288.15,,,,0.0,1.8422084565928696e-05,inf,inf,-inf,-inf,294.14999232705594,0.15000000000082736,0.010714291586486227,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,294.14999232705196,303.15,288.15,,,,0.0,1.8422084461312253e-05,inf,inf,-inf,-inf,294.14999232705196,0.15000000000078498,0.010714291586486227,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 20700.0)",150.0,294.15,292.15,280.15,20700.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270502,303.15,288.15,0.010714291586415984,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270507,303.15,288.15,,,,0.0,1.8422084428452294e-05,inf,inf,-inf,-inf,294.1499923270507,0.14999999999978786,0.010714291586415984,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,294.149992327052,303.15,288.15,,,,0.0,1.8422084462558744e-05,inf,inf,-inf,-inf,294.149992327052,0.14999999999980207,0.010714291586415984,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 21600.0)",150.0,294.15,292.15,280.15,21600.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270522,303.15,288.15,0.010714291586433746,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705213,303.15,288.15,,,,0.0,1.842208446559998e-05,inf,inf,-inf,-inf,294.14999232705213,0.15000000000005184,0.010714291586433746,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270521,303.15,288.15,,,,0.0,1.8422084463370567e-05,inf,inf,-inf,-inf,294.1499923270521,0.15000000000005112,0.010714291586433746,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 22500.0)",150.0,294.15,292.15,280.15,22500.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270516,303.15,288.15,0.010714291586429657,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705173,303.15,288.15,,,,0.0,1.8422084454545368e-05,inf,inf,-inf,-inf,294.14999232705173,0.14999999999999017,0.010714291586429657,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,294.149992327052,303.15,288.15,,,,0.0,1.8422084462553485e-05,inf,inf,-inf,-inf,294.149992327052,0.1499999999999935,0.010714291586429657,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 23400.0)",150.0,294.15,292.15,280.15,23400.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.1499923270518,303.15,288.15,0.010714291586430636,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705185,303.15,288.15,,,,0.0,1.8422084458356776e-05,inf,inf,-inf,-inf,294.14999232705185,0.1500000000000054,0.010714291586430636,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,294.149992327052,303.15,288.15,,,,0.0,1.8422084463049176e-05,inf,inf,-inf,-inf,294.149992327052,0.1500000000000074,0.010714291586430636,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 24300.0)",150.0,294.15,292.15,280.15,24300.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705173,303.15,288.15,0.010714291586430103,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270518,303.15,288.15,,,,0.0,1.8422084456881207e-05,inf,inf,-inf,-inf,294.1499923270518,0.14999999999999736,0.010714291586430103,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,294.149992327052,303.15,288.15,,,,0.0,1.842208446265944e-05,inf,inf,-inf,-inf,294.149992327052,0.14999999999999977,0.010714291586430103,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 25200.0)",150.0,294.15,292.15,280.15,25200.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705173,303.15,288.15,0.010714291586429813,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,294.14999232705185,303.15,288.15,,,,0.0,1.8422084457557055e-05,inf,inf,-inf,-inf,294.14999232705185,0.1499999999999936,0.010714291586429813,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,294.149992327052,303.15,288.15,,,,0.0,1.8422084463183823e-05,inf,inf,-inf,-inf,294.149992327052,0.14999999999999597,0.010714291586429813,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 26100.0)",150.0,294.15,292.15,280.15,26100.0,-1.3104009705111608e-07,1.0,0.0,7200.0,,,,,,,,,294.14999232705173,303.15,288.15,0.010714291586429801,0.05,0.0,,,,,,,,,,,,,,,
"(10800.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,294.1499923270518,303.15,288.15,,,,0.0,1.842208445675287e-05,inf,inf,-inf,-inf,294.1499923270518,0.14999999999999308,0.010714291586429801,inf,inf,inf,-inf,-inf,-inf
"(10800.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,294.1499923270521,303.15,288.15,,,,0.0,1.8422084463487244e-05,inf,inf,-inf,-inf,294.1499923270521,0.1499999999999959,0.010714291586429801,inf,inf,inf,-inf,-inf,-inf
