,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(18900.0, 19800.0)",150.0,294.15,292.15,280.15,19800.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075088964,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.909023753396873e-05,inf,inf,-inf,-inf,294.14999299520224,0.15000000000000085,0.010714291075088964,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237539278065e-05,inf,inf,-inf,-inf,294.14999299520247,0.15000000000000308,0.010714291075088964,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 20700.0)",150.0,294.15,292.15,280.15,20700.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088653,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.909023753338316e-05,inf,inf,-inf,-inf,294.1499929952022,0.14999999999999625,0.010714291075088653,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.909023753928259e-05,inf,inf,-inf,-inf,294.14999299520247,0.14999999999999872,0.010714291075088653,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 21600.0)",150.0,294.15,292.15,280.15,21600.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088728,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533540385e-05,inf,inf,-inf,-inf,294.14999299520224,0.14999999999999739,0.010714291075088728,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237539292864e-05,inf,inf,-inf,-inf,294.14999299520247,0.1499999999999998,0.010714291075088728,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 22500.0)",150.0,294.15,292.15,280.15,22500.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088731,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533497705e-05,inf,inf,-inf,-inf,294.14999299520224,0.1499999999999974,0.010714291075088731,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237539246924e-05,inf,inf,-inf,-inf,294.1499929952024,0.14999999999999983,0.010714291075088731,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 23400.0)",150.0,294.15,292.15,280.15,23400.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075088643,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533511505e-05,inf,inf,-inf,-inf,294.14999299520224,0.14999999999999614,0.010714291075088643,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.9090237539420007e-05,inf,inf,-inf,-inf,294.14999299520247,0.14999999999999866,0.010714291075088643,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 24300.0)",150.0,294.15,292.15,280.15,24300.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075089465,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.909023753346036e-05,inf,inf,-inf,-inf,294.1499929952022,0.15000000000000765,0.010714291075089465,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538923398e-05,inf,inf,-inf,-inf,294.1499929952024,0.15000000000001,0.010714291075089465,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 25200.0)",150.0,294.15,292.15,280.15,25200.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075089494,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237533978894e-05,inf,inf,-inf,-inf,294.14999299520224,0.1500000000000083,0.010714291075089494,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952024,303.15,288.15,,,,0.0,1.9090237538934105e-05,inf,inf,-inf,-inf,294.1499929952024,0.1500000000000104,0.010714291075089494,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 26100.0)",150.0,294.15,292.15,280.15,26100.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952021,303.15,288.15,0.010714291075087833,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237533436627e-05,inf,inf,-inf,-inf,294.1499929952022,0.1499999999999848,0.010714291075087833,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520247,303.15,288.15,,,,0.0,1.909023754041436e-05,inf,inf,-inf,-inf,294.14999299520247,0.14999999999998773,0.010714291075087833,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 27000.0)",150.0,294.15,292.15,280.15,27000.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952022,303.15,288.15,0.010714291075090317,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237532919554e-05,inf,inf,-inf,-inf,294.1499929952022,0.1500000000000194,0.010714291075090317,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520235,303.15,288.15,,,,0.0,1.909023753718351e-05,inf,inf,-inf,-inf,294.14999299520235,0.15000000000002123,0.010714291075090317,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 27900.0)",150.0,294.15,292.15,280.15,27900.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299520207,303.15,288.15,0.010714291075085532,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,294.14999299520224,303.15,288.15,,,,0.0,1.9090237534004637e-05,inf,inf,-inf,-inf,294.14999299520224,0.1499999999999528,0.010714291075085532,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,294.1499929952027,303.15,288.15,,,,0.0,1.909023754623798e-05,inf,inf,-inf,-inf,294.1499929952027,0.1499999999999578,0.010714291075085532,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 28800.0)",150.0,294.15,292.15,280.15,28800.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952025,303.15,288.15,0.010714291075102753,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952022,303.15,288.15,,,,0.0,1.9090237533447676e-05,inf,inf,-inf,-inf,294.1499929952022,0.1500000000001937,0.010714291075102753,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520144,303.15,288.15,,,,0.0,1.909023751171694e-05,inf,inf,-inf,-inf,294.14999299520144,0.1500000000001852,0.010714291075102753,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 29700.0)",150.0,294.15,292.15,280.15,29700.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299520076,303.15,288.15,0.010714291075034884,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,294.1499929952023,303.15,288.15,,,,0.0,1.909023753510662e-05,inf,inf,-inf,-inf,294.1499929952023,0.14999999999924418,0.010714291075034884,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,294.14999299520633,303.15,288.15,,,,0.0,1.9090237641254367e-05,inf,inf,-inf,-inf,294.14999299520633,0.14999999999928765,0.010714291075034884,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 30600.0)",150.0,294.15,292.15,280.15,30600.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929952074,303.15,288.15,0.01071429107529119,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,294.149992995202,303.15,288.15,,,,0.0,1.9090237528306596e-05,inf,inf,-inf,-inf,294.149992995202,0.15000000000282976,0.01071429107529119,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,294.149992995188,303.15,288.15,,,,0.0,1.9090237157833128e-05,inf,inf,-inf,-inf,294.149992995188,0.1500000000026792,0.01071429107529119,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 31500.0)",150.0,294.15,292.15,280.15,31500.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929951827,303.15,288.15,0.010714291074335223,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,294.149992995203,303.15,288.15,,,,0.0,1.9090237554067344e-05,inf,inf,-inf,-inf,294.149992995203,0.14999999998945646,0.010714291074335223,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,294.14999299525647,303.15,288.15,,,,0.0,1.909023896115826e-05,inf,inf,-inf,-inf,294.14999299525647,0.1499999999900296,0.010714291074335223,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 32400.0)",150.0,294.15,292.15,280.15,32400.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999299527494,303.15,288.15,0.01071429107790274,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,294.1499929951994,303.15,288.15,,,,0.0,1.9090237458842627e-05,inf,inf,-inf,-inf,294.1499929951994,0.15000000003936334,0.01071429107790274,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,294.1499929950007,303.15,288.15,,,,0.0,1.909023223014428e-05,inf,inf,-inf,-inf,294.1499929950007,0.15000000003723388,0.01071429107790274,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 33300.0)",150.0,294.15,292.15,280.15,33300.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929949303,303.15,288.15,0.010714291064581511,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,294.1499929952127,303.15,288.15,,,,0.0,1.9090237810115633e-05,inf,inf,-inf,-inf,294.1499929952127,0.14999999985300894,0.010714291064581511,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,294.14999299595604,303.15,288.15,,,,0.0,1.9090257369893462e-05,inf,inf,-inf,-inf,294.14999299595604,0.14999999986097345,0.010714291064581511,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 34200.0)",150.0,294.15,292.15,280.15,34200.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929962175,303.15,288.15,0.010714291114334766,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,294.149992995163,303.15,288.15,,,,0.0,1.9090236499649778e-05,inf,inf,-inf,-inf,294.149992995163,0.1500000005490216,0.010714291114334766,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,294.1499929923877,303.15,288.15,,,,0.0,1.9090163470890645e-05,inf,inf,-inf,-inf,294.1499929923877,0.15000000051928614,0.010714291114334766,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 35100.0)",150.0,294.15,292.15,280.15,35100.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499929914101,303.15,288.15,0.010714290928545037,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,294.1499929953479,303.15,288.15,,,,0.0,1.9090241379748595e-05,inf,inf,-inf,-inf,294.1499929953479,0.14999999794994778,0.010714290928545037,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,294.149993005712,303.15,288.15,,,,0.0,1.9090514259985418e-05,inf,inf,-inf,-inf,294.149993005712,0.14999999806099235,0.010714290928545037,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 36000.0)",150.0,294.15,292.15,280.15,36000.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999300936097,303.15,288.15,0.010714291622669354,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,294.1499929946475,303.15,288.15,,,,0.0,1.909022288385654e-05,inf,inf,-inf,-inf,294.1499929946475,0.1500000076601774,0.010714291622669354,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,294.1499929559223,303.15,288.15,,,,0.0,1.9089204796308695e-05,inf,inf,-inf,-inf,294.1499929559223,0.15000000724526386,0.010714291622669354,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 36900.0)",150.0,294.15,292.15,280.15,36900.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999294228653,303.15,288.15,0.010714289034305371,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,294.1499929971254,303.15,288.15,,,,0.0,1.9090288396690737e-05,inf,inf,-inf,-inf,294.1499929971254,0.14999997144965727,0.010714289034305371,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,294.14999314145984,303.15,288.15,,,,0.0,1.9094107302475286e-05,inf,inf,-inf,-inf,294.14999314145984,0.14999997299609838,0.010714289034305371,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 37800.0)",150.0,294.15,292.15,280.15,37800.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499931922807,303.15,288.15,0.010714298755096394,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,294.14999298594915,303.15,288.15,,,,0.0,1.908999337578016e-05,inf,inf,-inf,-inf,294.14999298594915,0.15000010742088576,0.010714298755096394,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,294.149992442891,303.15,288.15,,,,0.0,1.907595301991957e-05,inf,inf,-inf,-inf,294.149992442891,0.150000101602397,0.010714298755096394,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.149992251676,303.15,288.15,0.01071426320792963,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.1499930009301,303.15,288.15,,,,0.0,1.9090393183048702e-05,inf,inf,-inf,-inf,294.1499930009301,0.14999960992142486,0.01071426320792963,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.1499949729442,303.15,288.15,,,,0.0,1.9145976666961163e-05,inf,inf,-inf,-inf,294.1499949729442,0.14999963105011016,0.01071426320792963,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.14999566730415,303.15,288.15,0.010714406533313852,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.1499925712572,303.15,288.15,,,,0.0,1.9079222260141174e-05,inf,inf,-inf,-inf,294.1499925712572,0.15000161187162175,0.010714406533313852,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.14998442256075,303.15,288.15,,,,0.0,1.8914615903121044e-05,inf,inf,-inf,-inf,294.14998442256075,0.150001524563198,0.010714406533313852,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1499815533474,303.15,288.15,0.010713998038458556,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.14998950517634,303.15,288.15,,,,0.0,1.9007160791308083e-05,inf,inf,-inf,-inf,294.14998950517634,0.1499958600977431,0.010713998038458556,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.15001043416447,303.15,288.15,,,,0.0,2.0130703738676313e-05,inf,inf,-inf,-inf,294.15001043416447,0.14999608433107042,0.010713998038458556,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,294.1500178034177,303.15,288.15,0.019945180008072192,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.90909834650347,303.15,288.15,,,,0.0,1.8313649711017045e-05,inf,inf,-inf,-inf,293.90909834650347,0.2744276932695484,0.019945180008072192,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.29440589488155,303.15,288.15,,,,0.0,1.8314054565436836e-05,inf,inf,-inf,-inf,293.29440589488155,0.26216754167238016,0.019945180008072192,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,-1.3104009705111608e-07,1.0,-8100.0,-900.0,,,,,,,,,293.08533924617916,303.15,288.15,7.147236998748877e-08,0.05,0.0,,,,,,,,,,,,,,,
"(18900.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.3706260367207,303.15,288.15,,,,0.0,1.8314103415081336e-05,inf,inf,-inf,-inf,293.3706260367207,9.449094498285691e-07,7.147236998748887e-08,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.15004384550275,303.15,288.15,,,,0.0,4.213389642437546e-05,inf,inf,-inf,-inf,294.15004384550275,1.000616288050419e-06,7.147236998748887e-08,inf,inf,inf,-inf,-inf,-inf
"(18900.0, 43200.0)",,,,,,,,,,,,,,,,,,294.43533049131327,303.15,288.15,,,,,,,,,,,,,,,,,,
"(19800.0, 0.0)",150.0,294.15,292.15,280.15,0.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,1000.0,100000.0,250.0,1.0,100.0,294.1420653609097,0.009543089084831445,0.0,294.1420653609097,303.15,288.15,0.01065414052506816,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,294.14380931235286,303.15,288.15,,,,0.0,1.4141421666609895e-05,inf,inf,-inf,-inf,294.14380931235286,0.1490920109274624,0.01065414052506816,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,294.148400282461,303.15,288.15,,,,0.0,1.4125654646386794e-05,inf,inf,-inf,-inf,294.148400282461,0.14914092385409664,0.01065414052506816,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 900.0)",150.0,294.15,292.15,280.15,900.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.15001715439274,303.15,288.15,0.010714722497425343,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,294.1500053003965,303.15,288.15,,,,0.0,1.6004487410719656e-05,inf,inf,-inf,-inf,294.1500053003965,0.15000617164642102,0.010714722497425343,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,294.14997409738066,303.15,288.15,,,,0.0,1.4792410955966307e-05,inf,inf,-inf,-inf,294.14997409738066,0.15000583840005335,0.010714722497425343,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.1499631091836,303.15,288.15,0.010714055237410642,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,294.14996992658223,303.15,288.15,,,,0.0,1.473935846956408e-05,inf,inf,-inf,-inf,294.14996992658223,0.14999645073114282,0.010714055237410642,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.1499878693304,303.15,288.15,,,,0.0,1.4909328768385828e-05,inf,inf,-inf,-inf,294.1499878693304,0.14999664310195357,0.010714055237410642,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.14999418693463,303.15,288.15,0.010714347783541349,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,294.14999266855176,303.15,288.15,,,,0.0,1.4967919281051915e-05,inf,inf,-inf,-inf,294.14999266855176,0.150000790506659,0.010714347783541349,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,294.1499886721705,303.15,288.15,,,,0.0,1.4912538013512561e-05,inf,inf,-inf,-inf,294.1499886721705,0.1500007477013078,0.010714347783541349,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.14998726499886,303.15,288.15,0.010714279124580388,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,294.14998769540387,303.15,288.15,,,,0.0,1.4899843816530978e-05,inf,inf,-inf,-inf,294.14998769540387,0.14999977592140815,0.010714279124580388,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,294.14998882821806,303.15,288.15,,,,0.0,1.4913951080134883e-05,inf,inf,-inf,-inf,294.14998882821806,0.14999978805827818,0.010714279124580388,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.1499892270902,303.15,288.15,0.010714298266688732,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,294.1499891135178,303.15,288.15,,,,0.0,1.4917566857150088e-05,inf,inf,-inf,-inf,294.1499891135178,0.1500000591284456,0.010714298266688732,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,294.14998881459763,303.15,288.15,,,,0.0,1.4913737947564249e-05,inf,inf,-inf,-inf,294.14998881459763,0.15000005592606838,0.010714298266688732,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.14998870934494,303.15,288.15,0.010714293194205958,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,294.14998873987696,303.15,288.15,,,,0.0,1.4912785299124916e-05,inf,inf,-inf,-inf,294.14998873987696,0.14999998410434276,0.010714293194205958,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,294.14998882023673,303.15,288.15,,,,0.0,1.4913806840623392e-05,inf,inf,-inf,-inf,294.14998882023673,0.14999998496526512,0.010714293194205958,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.1499888485317,303.15,288.15,0.010714294556292882,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,294.14998884036487,303.15,288.15,,,,0.0,1.4914063034942595e-05,inf,inf,-inf,-inf,294.14998884036487,0.15000000425185195,0.010714294556292882,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,294.14998881887016,303.15,288.15,,,,0.0,1.4913789239923476e-05,inf,inf,-inf,-inf,294.14998881887016,0.15000000402157215,0.010714294556292882,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.1499888113013,303.15,288.15,0.010714294191844264,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,294.1499888134888,303.15,288.15,,,,0.0,1.491372071865757e-05,inf,inf,-inf,-inf,294.1499888134888,0.1499999988611759,0.010714294191844264,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,294.1499888192463,303.15,288.15,,,,0.0,1.4913794013708943e-05,inf,inf,-inf,-inf,294.1499888192463,0.14999999892285815,0.010714294191844264,inf,inf,inf,-inf,-inf,-inf
"(19800.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,-1.3104009705111608e-07,1.0,-9000.0,-1800.0,,,,,,,,,294.14998882127327,303.15,288.15,0.01071429428945183,0.05,0.0,,,,,,,,,,,,,,,
"(19800.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,294.1499888206876,303.15,288.15,,,,0.0,1.4913812365627778e-05,inf,inf,-inf,-inf,294.1499888206876,0.15000000030492955,0.01071429428945183,inf,inf,inf,-inf,-inf,-inf
