,P_el,_P_in_full
"(8100.0, 36300)",62.38169607167892,62.38169607167892
"(8100.0, 36400)",62.38169607167892,62.38169607167892
"(8100.0, 36500)",62.38169607167892,62.38169607167892
"(8100.0, 36600)",62.38169607167892,62.38169607167892
"(8100.0, 36700)",62.38169607167892,62.38169607167892
"(8100.0, 36800)",62.38169607167892,62.38169607167892
"(8100.0, 36900)",62.38169607167892,62.38169607167892
"(8100.0, 37000)",64.24459419322682,64.24459419322682
"(8100.0, 37100)",64.24459419322682,64.24459419322682
"(8100.0, 37200)",64.24459419322682,64.24459419322682
"(8100.0, 37300)",64.24459419322682,64.24459419322682
"(8100.0, 37400)",64.24459419322682,64.24459419322682
"(8100.0, 37500)",64.24459419322682,64.24459419322682
"(8100.0, 37600)",64.24459419322682,64.24459419322682
"(8100.0, 37700)",64.24459419322682,64.24459419322682
"(8100.0, 37800)",64.24459419322682,64.24459419322682
"(8100.0, 37900)",66.35031363145107,66.35031363145107
"(8100.0, 38000)",66.35031363145107,66.35031363145107
"(8100.0, 38100)",66.35031363145107,66.35031363145107
"(8100.0, 38200)",66.35031363145107,66.35031363145107
"(8100.0, 38300)",66.35031363145107,66.35031363145107
"(8100.0, 38400)",66.35031363145107,66.35031363145107
"(8100.0, 38500)",66.35031363145107,66.35031363145107
"(8100.0, 38600)",66.35031363145107,66.35031363145107
"(8100.0, 38700)",66.35031363145107,66.35031363145107
"(8100.0, 38800)",68.29074976181711,68.29074976181711
"(8100.0, 38900)",68.29074976181711,68.29074976181711
"(8100.0, 39000)",68.29074976181711,68.29074976181711
"(8100.0, 39100)",68.29074976181711,68.29074976181711
"(8100.0, 39200)",68.29074976181711,68.29074976181711
"(8100.0, 39300)",68.29074976181711,68.29074976181711
"(8100.0, 39400)",68.29074976181711,68.29074976181711
"(8100.0, 39500)",68.29074976181711,68.29074976181711
"(8100.0, 39600)",68.29074976181711,68.29074976181711
"(8100.0, 39700)",70.43044062901244,70.43044062901244
"(8100.0, 39800)",70.43044062901244,70.43044062901244
"(8100.0, 39900)",70.43044062901244,70.43044062901244
"(8100.0, 40000)",70.43044062901244,70.43044062901244
"(8100.0, 40100)",70.43044062901244,70.43044062901244
"(8100.0, 40200)",70.43044062901244,70.43044062901244
"(8100.0, 40300)",70.43044062901244,70.43044062901244
"(8100.0, 40400)",70.43044062901244,70.43044062901244
"(8100.0, 40500)",70.43044062901244,70.43044062901244
"(8100.0, 40600)",71.91976689209713,71.91976689209713
"(8100.0, 40700)",71.91976689209713,71.91976689209713
"(8100.0, 40800)",71.91976689209713,71.91976689209713
"(8100.0, 40900)",71.91976689209713,71.91976689209713
"(8100.0, 41000)",71.91976689209713,71.91976689209713
"(8100.0, 41100)",71.91976689209713,71.91976689209713
"(8100.0, 41200)",71.91976689209713,71.91976689209713
"(8100.0, 41300)",71.91976689209713,71.91976689209713
"(8100.0, 41400)",71.91976689209713,71.91976689209713
"(8100.0, 41500)",75.20469887588214,75.20469887588214
"(8100.0, 41600)",75.20469887588214,75.20469887588214
"(8100.0, 41700)",75.20469887588214,75.20469887588214
"(8100.0, 41800)",75.20469887588214,75.20469887588214
"(8100.0, 41900)",75.20469887588214,75.20469887588214
"(8100.0, 42000)",75.20469887588214,75.20469887588214
"(8100.0, 42100)",75.20469887588214,75.20469887588214
"(8100.0, 42200)",75.20469887588214,75.20469887588214
"(8100.0, 42300)",75.20469887588214,75.20469887588214
"(8100.0, 42400)",73.74391023685972,73.74391023685972
"(8100.0, 42500)",73.74391023685972,73.74391023685972
"(8100.0, 42600)",73.74391023685972,73.74391023685972
"(8100.0, 42700)",73.74391023685972,73.74391023685972
"(8100.0, 42800)",73.74391023685972,73.74391023685972
"(8100.0, 42900)",73.74391023685972,73.74391023685972
"(8100.0, 43000)",73.74391023685972,73.74391023685972
"(8100.0, 43100)",73.74391023685972,73.74391023685972
"(8100.0, 43200)",73.74391023685972,73.74391023685972
"(9000.0, 0)",,
"(9000.0, 100)",48.48833172758958,48.48833172758958
"(9000.0, 200)",48.48833172758958,48.48833172758958
"(9000.0, 300)",48.48833172758958,48.48833172758958
"(9000.0, 400)",48.48833172758958,48.48833172758958
"(9000.0, 500)",48.48833172758958,48.48833172758958
"(9000.0, 600)",48.48833172758958,48.48833172758958
"(9000.0, 700)",48.48833172758958,48.48833172758958
"(9000.0, 800)",48.48833172758958,48.48833172758958
"(9000.0, 900)",48.48833172758958,48.48833172758958
"(9000.0, 1000)",48.428720812044986,48.428720812044986
"(9000.0, 1100)",48.428720812044986,48.428720812044986
"(9000.0, 1200)",48.428720812044986,48.428720812044986
"(9000.0, 1300)",48.428720812044986,48.428720812044986
"(9000.0, 1400)",48.428720812044986,48.428720812044986
"(9000.0, 1500)",48.428720812044986,48.428720812044986
"(9000.0, 1600)",48.428720812044986,48.428720812044986
"(9000.0, 1700)",48.428720812044986,48.428720812044986
"(9000.0, 1800)",48.428720812044986,48.428720812044986
"(9000.0, 1900)",47.47507497048261,47.47507497048261
"(9000.0, 2000)",47.47507497048261,47.47507497048261
"(9000.0, 2100)",47.47507497048261,47.47507497048261
"(9000.0, 2200)",47.47507497048261,47.47507497048261
"(9000.0, 2300)",47.47507497048261,47.47507497048261
"(9000.0, 2400)",47.47507497048261,47.47507497048261
"(9000.0, 2500)",47.47507497048261,47.47507497048261
"(9000.0, 2600)",47.47507497048261,47.47507497048261
"(9000.0, 2700)",47.47507497048261,47.47507497048261
"(9000.0, 2800)",46.83185325900624,46.83185325900624
"(9000.0, 2900)",46.83185325900624,46.83185325900624
"(9000.0, 3000)",46.83185325900624,46.83185325900624
"(9000.0, 3100)",46.83185325900624,46.83185325900624
"(9000.0, 3200)",46.83185325900624,46.83185325900624
"(9000.0, 3300)",46.83185325900624,46.83185325900624
"(9000.0, 3400)",46.83185325900624,46.83185325900624
"(9000.0, 3500)",46.83185325900624,46.83185325900624
"(9000.0, 3600)",46.83185325900624,46.83185325900624
"(9000.0, 3700)",46.191334297383484,46.191334297383484
"(9000.0, 3800)",46.191334297383484,46.191334297383484
"(9000.0, 3900)",46.191334297383484,46.191334297383484
"(9000.0, 4000)",46.191334297383484,46.191334297383484
"(9000.0, 4100)",46.191334297383484,46.191334297383484
"(9000.0, 4200)",46.191334297383484,46.191334297383484
"(9000.0, 4300)",46.191334297383484,46.191334297383484
"(9000.0, 4400)",46.191334297383484,46.191334297383484
"(9000.0, 4500)",46.191334297383484,46.191334297383484
"(9000.0, 4600)",45.66160018836476,45.66160018836476
"(9000.0, 4700)",45.66160018836476,45.66160018836476
"(9000.0, 4800)",45.66160018836476,45.66160018836476
"(9000.0, 4900)",45.66160018836476,45.66160018836476
"(9000.0, 5000)",45.66160018836476,45.66160018836476
"(9000.0, 5100)",45.66160018836476,45.66160018836476
"(9000.0, 5200)",45.66160018836476,45.66160018836476
"(9000.0, 5300)",45.66160018836476,45.66160018836476
"(9000.0, 5400)",45.66160018836476,45.66160018836476
"(9000.0, 5500)",45.21203953164667,45.21203953164667
"(9000.0, 5600)",45.21203953164667,45.21203953164667
"(9000.0, 5700)",45.21203953164667,45.21203953164667
"(9000.0, 5800)",45.21203953164667,45.21203953164667
"(9000.0, 5900)",45.21203953164667,45.21203953164667
"(9000.0, 6000)",45.21203953164667,45.21203953164667
"(9000.0, 6100)",45.21203953164667,45.21203953164667
"(9000.0, 6200)",45.21203953164667,45.21203953164667
"(9000.0, 6300)",45.21203953164667,45.21203953164667
"(9000.0, 6400)",44.85893595076711,44.85893595076711
"(9000.0, 6500)",44.85893595076711,44.85893595076711
"(9000.0, 6600)",44.85893595076711,44.85893595076711
"(9000.0, 6700)",44.85893595076711,44.85893595076711
"(9000.0, 6800)",44.85893595076711,44.85893595076711
"(9000.0, 6900)",44.85893595076711,44.85893595076711
"(9000.0, 7000)",44.85893595076711,44.85893595076711
"(9000.0, 7100)",44.85893595076711,44.85893595076711
"(9000.0, 7200)",44.85893595076711,44.85893595076711
"(9000.0, 7300)",44.598124067157386,44.598124067157386
"(9000.0, 7400)",44.598124067157386,44.598124067157386
"(9000.0, 7500)",44.598124067157386,44.598124067157386
"(9000.0, 7600)",44.598124067157386,44.598124067157386
"(9000.0, 7700)",44.598124067157386,44.598124067157386
"(9000.0, 7800)",44.598124067157386,44.598124067157386
"(9000.0, 7900)",44.598124067157386,44.598124067157386
"(9000.0, 8000)",44.598124067157386,44.598124067157386
"(9000.0, 8100)",44.598124067157386,44.598124067157386
"(9000.0, 8200)",44.444928227064416,44.444928227064416
"(9000.0, 8300)",44.444928227064416,44.444928227064416
"(9000.0, 8400)",44.444928227064416,44.444928227064416
"(9000.0, 8500)",44.444928227064416,44.444928227064416
"(9000.0, 8600)",44.444928227064416,44.444928227064416
"(9000.0, 8700)",44.444928227064416,44.444928227064416
"(9000.0, 8800)",44.444928227064416,44.444928227064416
"(9000.0, 8900)",44.444928227064416,44.444928227064416
"(9000.0, 9000)",44.444928227064416,44.444928227064416
"(9000.0, 9100)",44.36763059431619,44.36763059431619
"(9000.0, 9200)",44.36763059431619,44.36763059431619
"(9000.0, 9300)",44.36763059431619,44.36763059431619
"(9000.0, 9400)",44.36763059431619,44.36763059431619
"(9000.0, 9500)",44.36763059431619,44.36763059431619
"(9000.0, 9600)",44.36763059431619,44.36763059431619
"(9000.0, 9700)",44.36763059431619,44.36763059431619
"(9000.0, 9800)",44.36763059431619,44.36763059431619
"(9000.0, 9900)",44.36763059431619,44.36763059431619
"(9000.0, 10000)",44.470357466970476,44.470357466970476
"(9000.0, 10100)",44.470357466970476,44.470357466970476
"(9000.0, 10200)",44.470357466970476,44.470357466970476
"(9000.0, 10300)",44.470357466970476,44.470357466970476
"(9000.0, 10400)",44.470357466970476,44.470357466970476
"(9000.0, 10500)",44.470357466970476,44.470357466970476
"(9000.0, 10600)",44.470357466970476,44.470357466970476
"(9000.0, 10700)",44.470357466970476,44.470357466970476
"(9000.0, 10800)",44.470357466970476,44.470357466970476
"(9000.0, 10900)",44.44685990136639,44.44685990136639
"(9000.0, 11000)",44.44685990136639,44.44685990136639
"(9000.0, 11100)",44.44685990136639,44.44685990136639
"(9000.0, 11200)",44.44685990136639,44.44685990136639
"(9000.0, 11300)",44.44685990136639,44.44685990136639
"(9000.0, 11400)",44.44685990136639,44.44685990136639
"(9000.0, 11500)",44.44685990136639,44.44685990136639
"(9000.0, 11600)",44.44685990136639,44.44685990136639
"(9000.0, 11700)",44.44685990136639,44.44685990136639
"(9000.0, 11800)",45.227492482381045,45.227492482381045
"(9000.0, 11900)",45.227492482381045,45.227492482381045
"(9000.0, 12000)",45.227492482381045,45.227492482381045
"(9000.0, 12100)",45.227492482381045,45.227492482381045
"(9000.0, 12200)",45.227492482381045,45.227492482381045
"(9000.0, 12300)",45.227492482381045,45.227492482381045
"(9000.0, 12400)",45.227492482381045,45.227492482381045
"(9000.0, 12500)",45.227492482381045,45.227492482381045
"(9000.0, 12600)",45.227492482381045,45.227492482381045
"(9000.0, 12700)",44.200573627416766,44.200573627416766
"(9000.0, 12800)",44.200573627416766,44.200573627416766
"(9000.0, 12900)",44.200573627416766,44.200573627416766
"(9000.0, 13000)",44.200573627416766,44.200573627416766
"(9000.0, 13100)",44.200573627416766,44.200573627416766
"(9000.0, 13200)",44.200573627416766,44.200573627416766
"(9000.0, 13300)",44.200573627416766,44.200573627416766
"(9000.0, 13400)",44.200573627416766,44.200573627416766
"(9000.0, 13500)",44.200573627416766,44.200573627416766
"(9000.0, 13600)",42.74876373991731,42.74876373991731
"(9000.0, 13700)",42.74876373991731,42.74876373991731
"(9000.0, 13800)",42.74876373991731,42.74876373991731
"(9000.0, 13900)",42.74876373991731,42.74876373991731
"(9000.0, 14000)",42.74876373991731,42.74876373991731
"(9000.0, 14100)",42.74876373991731,42.74876373991731
"(9000.0, 14200)",42.74876373991731,42.74876373991731
"(9000.0, 14300)",42.74876373991731,42.74876373991731
"(9000.0, 14400)",42.74876373991731,42.74876373991731
"(9000.0, 14500)",42.77449511714987,42.77449511714987
"(9000.0, 14600)",42.77449511714987,42.77449511714987
"(9000.0, 14700)",42.77449511714987,42.77449511714987
"(9000.0, 14800)",42.77449511714987,42.77449511714987
"(9000.0, 14900)",42.77449511714987,42.77449511714987
"(9000.0, 15000)",42.77449511714987,42.77449511714987
"(9000.0, 15100)",42.77449511714987,42.77449511714987
"(9000.0, 15200)",42.77449511714987,42.77449511714987
"(9000.0, 15300)",42.77449511714987,42.77449511714987
"(9000.0, 15400)",42.56496814639628,42.56496814639628
"(9000.0, 15500)",42.56496814639628,42.56496814639628
"(9000.0, 15600)",42.56496814639628,42.56496814639628
"(9000.0, 15700)",42.56496814639628,42.56496814639628
"(9000.0, 15800)",42.56496814639628,42.56496814639628
"(9000.0, 15900)",42.56496814639628,42.56496814639628
"(9000.0, 16000)",42.56496814639628,42.56496814639628
"(9000.0, 16100)",42.56496814639628,42.56496814639628
"(9000.0, 16200)",42.56496814639628,42.56496814639628
"(9000.0, 16300)",42.532263852336456,42.532263852336456
"(9000.0, 16400)",42.532263852336456,42.532263852336456
"(9000.0, 16500)",42.532263852336456,42.532263852336456
"(9000.0, 16600)",42.532263852336456,42.532263852336456
"(9000.0, 16700)",42.532263852336456,42.532263852336456
"(9000.0, 16800)",42.532263852336456,42.532263852336456
"(9000.0, 16900)",42.532263852336456,42.532263852336456
"(9000.0, 17000)",42.532263852336456,42.532263852336456
"(9000.0, 17100)",42.532263852336456,42.532263852336456
"(9000.0, 17200)",42.58785072556605,42.58785072556605
"(9000.0, 17300)",42.58785072556605,42.58785072556605
"(9000.0, 17400)",42.58785072556605,42.58785072556605
"(9000.0, 17500)",42.58785072556605,42.58785072556605
"(9000.0, 17600)",42.58785072556605,42.58785072556605
"(9000.0, 17700)",42.58785072556605,42.58785072556605
"(9000.0, 17800)",42.58785072556605,42.58785072556605
"(9000.0, 17900)",42.58785072556605,42.58785072556605
"(9000.0, 18000)",42.58785072556605,42.58785072556605
"(9000.0, 18100)",42.74798736050504,42.74798736050504
"(9000.0, 18200)",42.74798736050504,42.74798736050504
"(9000.0, 18300)",42.74798736050504,42.74798736050504
"(9000.0, 18400)",42.74798736050504,42.74798736050504
"(9000.0, 18500)",42.74798736050504,42.74798736050504
"(9000.0, 18600)",42.74798736050504,42.74798736050504
"(9000.0, 18700)",42.74798736050504,42.74798736050504
"(9000.0, 18800)",42.74798736050504,42.74798736050504
"(9000.0, 18900)",42.74798736050504,42.74798736050504
"(9000.0, 19000)",43.00635755476307,43.00635755476307
"(9000.0, 19100)",43.00635755476307,43.00635755476307
"(9000.0, 19200)",43.00635755476307,43.00635755476307
"(9000.0, 19300)",43.00635755476307,43.00635755476307
"(9000.0, 19400)",43.00635755476307,43.00635755476307
"(9000.0, 19500)",43.00635755476307,43.00635755476307
"(9000.0, 19600)",43.00635755476307,43.00635755476307
"(9000.0, 19700)",43.00635755476307,43.00635755476307
"(9000.0, 19800)",43.00635755476307,43.00635755476307
"(9000.0, 19900)",43.360879935715,43.360879935715
"(9000.0, 20000)",43.360879935715,43.360879935715
"(9000.0, 20100)",43.360879935715,43.360879935715
"(9000.0, 20200)",43.360879935715,43.360879935715
"(9000.0, 20300)",43.360879935715,43.360879935715
"(9000.0, 20400)",43.360879935715,43.360879935715
"(9000.0, 20500)",43.360879935715,43.360879935715
"(9000.0, 20600)",43.360879935715,43.360879935715
"(9000.0, 20700)",43.360879935715,43.360879935715
"(9000.0, 20800)",43.808081891803745,43.808081891803745
"(9000.0, 20900)",43.808081891803745,43.808081891803745
"(9000.0, 21000)",43.808081891803745,43.808081891803745
"(9000.0, 21100)",43.808081891803745,43.808081891803745
"(9000.0, 21200)",43.808081891803745,43.808081891803745
"(9000.0, 21300)",43.808081891803745,43.808081891803745
"(9000.0, 21400)",43.808081891803745,43.808081891803745
"(9000.0, 21500)",43.808081891803745,43.808081891803745
"(9000.0, 21600)",43.808081891803745,43.808081891803745
"(9000.0, 21700)",44.34430002779619,44.34430002779619
"(9000.0, 21800)",44.34430002779619,44.34430002779619
"(9000.0, 21900)",44.34430002779619,44.34430002779619
"(9000.0, 22000)",44.34430002779619,44.34430002779619
"(9000.0, 22100)",44.34430002779619,44.34430002779619
"(9000.0, 22200)",44.34430002779619,44.34430002779619
"(9000.0, 22300)",44.34430002779619,44.34430002779619
"(9000.0, 22400)",44.34430002779619,44.34430002779619
"(9000.0, 22500)",44.34430002779619,44.34430002779619
"(9000.0, 22600)",44.96544640661222,44.96544640661222
"(9000.0, 22700)",44.96544640661222,44.96544640661222
"(9000.0, 22800)",44.96544640661222,44.96544640661222
"(9000.0, 22900)",44.96544640661222,44.96544640661222
"(9000.0, 23000)",44.96544640661222,44.96544640661222
"(9000.0, 23100)",44.96544640661222,44.96544640661222
"(9000.0, 23200)",44.96544640661222,44.96544640661222
"(9000.0, 23300)",44.96544640661222,44.96544640661222
"(9000.0, 23400)",44.96544640661222,44.96544640661222
"(9000.0, 23500)",45.66707854453332,45.66707854453332
"(9000.0, 23600)",45.66707854453332,45.66707854453332
"(9000.0, 23700)",45.66707854453332,45.66707854453332
"(9000.0, 23800)",45.66707854453332,45.66707854453332
"(9000.0, 23900)",45.66707854453332,45.66707854453332
"(9000.0, 24000)",45.66707854453332,45.66707854453332
"(9000.0, 24100)",45.66707854453332,45.66707854453332
"(9000.0, 24200)",45.66707854453332,45.66707854453332
"(9000.0, 24300)",45.66707854453332,45.66707854453332
"(9000.0, 24400)",46.44440735564667,46.44440735564667
"(9000.0, 24500)",46.44440735564667,46.44440735564667
"(9000.0, 24600)",46.44440735564667,46.44440735564667
"(9000.0, 24700)",46.44440735564667,46.44440735564667
"(9000.0, 24800)",46.44440735564667,46.44440735564667
"(9000.0, 24900)",46.44440735564667,46.44440735564667
"(9000.0, 25000)",46.44440735564667,46.44440735564667
"(9000.0, 25100)",46.44440735564667,46.44440735564667
"(9000.0, 25200)",46.44440735564667,46.44440735564667
"(9000.0, 25300)",47.29232015764301,47.29232015764301
"(9000.0, 25400)",47.29232015764301,47.29232015764301
"(9000.0, 25500)",47.29232015764301,47.29232015764301
"(9000.0, 25600)",47.29232015764301,47.29232015764301
"(9000.0, 25700)",47.29232015764301,47.29232015764301
"(9000.0, 25800)",47.29232015764301,47.29232015764301
"(9000.0, 25900)",47.29232015764301,47.29232015764301
"(9000.0, 26000)",47.29232015764301,47.29232015764301
"(9000.0, 26100)",47.29232015764301,47.29232015764301
"(9000.0, 26200)",48.20540124479155,48.20540124479155
"(9000.0, 26300)",48.20540124479155,48.20540124479155
"(9000.0, 26400)",48.20540124479155,48.20540124479155
"(9000.0, 26500)",48.20540124479155,48.20540124479155
"(9000.0, 26600)",48.20540124479155,48.20540124479155
"(9000.0, 26700)",48.20540124479155,48.20540124479155
"(9000.0, 26800)",48.20540124479155,48.20540124479155
"(9000.0, 26900)",48.20540124479155,48.20540124479155
"(9000.0, 27000)",48.20540124479155,48.20540124479155
"(9000.0, 27100)",49.17795913372788,49.17795913372788
"(9000.0, 27200)",49.17795913372788,49.17795913372788
"(9000.0, 27300)",49.17795913372788,49.17795913372788
"(9000.0, 27400)",49.17795913372788,49.17795913372788
"(9000.0, 27500)",49.17795913372788,49.17795913372788
"(9000.0, 27600)",49.17795913372788,49.17795913372788
"(9000.0, 27700)",49.17795913372788,49.17795913372788
"(9000.0, 27800)",49.17795913372788,49.17795913372788
"(9000.0, 27900)",49.17795913372788,49.17795913372788
"(9000.0, 28000)",50.20403212984549,50.20403212984549
"(9000.0, 28100)",50.20403212984549,50.20403212984549
"(9000.0, 28200)",50.20403212984549,50.20403212984549
"(9000.0, 28300)",50.20403212984549,50.20403212984549
"(9000.0, 28400)",50.20403212984549,50.20403212984549
"(9000.0, 28500)",50.20403212984549,50.20403212984549
"(9000.0, 28600)",50.20403212984549,50.20403212984549
"(9000.0, 28700)",50.20403212984549,50.20403212984549
"(9000.0, 28800)",50.20403212984549,50.20403212984549
"(9000.0, 28900)",51.27750313838909,51.27750313838909
"(9000.0, 29000)",51.27750313838909,51.27750313838909
"(9000.0, 29100)",51.27750313838909,51.27750313838909
"(9000.0, 29200)",51.27750313838909,51.27750313838909
"(9000.0, 29300)",51.27750313838909,51.27750313838909
"(9000.0, 29400)",51.27750313838909,51.27750313838909
"(9000.0, 29500)",51.27750313838909,51.27750313838909
"(9000.0, 29600)",51.27750313838909,51.27750313838909
"(9000.0, 29700)",51.27750313838909,51.27750313838909
"(9000.0, 29800)",52.391701528906964,52.391701528906964
"(9000.0, 29900)",52.391701528906964,52.391701528906964
"(9000.0, 30000)",52.391701528906964,52.391701528906964
"(9000.0, 30100)",52.391701528906964,52.391701528906964
"(9000.0, 30200)",52.391701528906964,52.391701528906964
"(9000.0, 30300)",52.391701528906964,52.391701528906964
"(9000.0, 30400)",52.391701528906964,52.391701528906964
"(9000.0, 30500)",52.391701528906964,52.391701528906964
"(9000.0, 30600)",52.391701528906964,52.391701528906964
"(9000.0, 30700)",53.541448498775615,53.541448498775615
"(9000.0, 30800)",53.541448498775615,53.541448498775615
"(9000.0, 30900)",53.541448498775615,53.541448498775615
"(9000.0, 31000)",53.541448498775615,53.541448498775615
"(9000.0, 31100)",53.541448498775615,53.541448498775615
"(9000.0, 31200)",53.541448498775615,53.541448498775615
"(9000.0, 31300)",53.541448498775615,53.541448498775615
"(9000.0, 31400)",53.541448498775615,53.541448498775615
"(9000.0, 31500)",53.541448498775615,53.541448498775615
"(9000.0, 31600)",54.7134935799793,54.7134935799793
"(9000.0, 31700)",54.7134935799793,54.7134935799793
"(9000.0, 31800)",54.7134935799793,54.7134935799793
"(9000.0, 31900)",54.7134935799793,54.7134935799793
"(9000.0, 32000)",54.7134935799793,54.7134935799793
"(9000.0, 32100)",54.7134935799793,54.7134935799793
"(9000.0, 32200)",54.7134935799793,54.7134935799793
"(9000.0, 32300)",54.7134935799793,54.7134935799793
"(9000.0, 32400)",54.7134935799793,54.7134935799793
"(9000.0, 32500)",55.93213123860241,55.93213123860241
"(9000.0, 32600)",55.93213123860241,55.93213123860241
"(9000.0, 32700)",55.93213123860241,55.93213123860241
"(9000.0, 32800)",55.93213123860241,55.93213123860241
"(9000.0, 32900)",55.93213123860241,55.93213123860241
"(9000.0, 33000)",55.93213123860241,55.93213123860241
"(9000.0, 33100)",55.93213123860241,55.93213123860241
"(9000.0, 33200)",55.93213123860241,55.93213123860241
"(9000.0, 33300)",55.93213123860241,55.93213123860241
"(9000.0, 33400)",57.042554772133926,57.042554772133926
"(9000.0, 33500)",57.042554772133926,57.042554772133926
"(9000.0, 33600)",57.042554772133926,57.042554772133926
"(9000.0, 33700)",57.042554772133926,57.042554772133926
"(9000.0, 33800)",57.042554772133926,57.042554772133926
"(9000.0, 33900)",57.042554772133926,57.042554772133926
"(9000.0, 34000)",57.042554772133926,57.042554772133926
"(9000.0, 34100)",57.042554772133926,57.042554772133926
"(9000.0, 34200)",57.042554772133926,57.042554772133926
"(9000.0, 34300)",59.31829008511401,59.31829008511401
"(9000.0, 34400)",59.31829008511401,59.31829008511401
"(9000.0, 34500)",59.31829008511401,59.31829008511401
"(9000.0, 34600)",59.31829008511401,59.31829008511401
"(9000.0, 34700)",59.31829008511401,59.31829008511401
"(9000.0, 34800)",59.31829008511401,59.31829008511401
"(9000.0, 34900)",59.31829008511401,59.31829008511401
"(9000.0, 35000)",59.31829008511401,59.31829008511401
"(9000.0, 35100)",59.31829008511401,59.31829008511401
"(9000.0, 35200)",62.379876399810854,62.379876399810854
"(9000.0, 35300)",62.379876399810854,62.379876399810854
"(9000.0, 35400)",62.379876399810854,62.379876399810854
"(9000.0, 35500)",62.379876399810854,62.379876399810854
"(9000.0, 35600)",62.379876399810854,62.379876399810854
"(9000.0, 35700)",62.379876399810854,62.379876399810854
"(9000.0, 35800)",62.379876399810854,62.379876399810854
"(9000.0, 35900)",62.379876399810854,62.379876399810854
"(9000.0, 36000)",62.379876399810854,62.379876399810854
"(9000.0, 36100)",64.25008758670106,64.25008758670106
"(9000.0, 36200)",64.25008758670106,64.25008758670106
"(9000.0, 36300)",64.25008758670106,64.25008758670106
"(9000.0, 36400)",64.25008758670106,64.25008758670106
"(9000.0, 36500)",64.25008758670106,64.25008758670106
"(9000.0, 36600)",64.25008758670106,64.25008758670106
"(9000.0, 36700)",64.25008758670106,64.25008758670106
"(9000.0, 36800)",64.25008758670106,64.25008758670106
"(9000.0, 36900)",64.25008758670106,64.25008758670106
"(9000.0, 37000)",66.33372966393425,66.33372966393425
"(9000.0, 37100)",66.33372966393425,66.33372966393425
"(9000.0, 37200)",66.33372966393425,66.33372966393425
"(9000.0, 37300)",66.33372966393425,66.33372966393425
"(9000.0, 37400)",66.33372966393425,66.33372966393425
"(9000.0, 37500)",66.33372966393425,66.33372966393425
"(9000.0, 37600)",66.33372966393425,66.33372966393425
"(9000.0, 37700)",66.33372966393425,66.33372966393425
"(9000.0, 37800)",66.33372966393425,66.33372966393425
"(9000.0, 37900)",68.3408149835291,68.3408149835291
"(9000.0, 38000)",68.3408149835291,68.3408149835291
"(9000.0, 38100)",68.3408149835291,68.3408149835291
"(9000.0, 38200)",68.3408149835291,68.3408149835291
"(9000.0, 38300)",68.3408149835291,68.3408149835291
"(9000.0, 38400)",68.3408149835291,68.3408149835291
"(9000.0, 38500)",68.3408149835291,68.3408149835291
"(9000.0, 38600)",68.3408149835291,68.3408149835291
"(9000.0, 38700)",68.3408149835291,68.3408149835291
"(9000.0, 38800)",70.27929905780475,70.27929905780475
"(9000.0, 38900)",70.27929905780475,70.27929905780475
"(9000.0, 39000)",70.27929905780475,70.27929905780475
"(9000.0, 39100)",70.27929905780475,70.27929905780475
"(9000.0, 39200)",70.27929905780475,70.27929905780475
"(9000.0, 39300)",70.27929905780475,70.27929905780475
"(9000.0, 39400)",70.27929905780475,70.27929905780475
"(9000.0, 39500)",70.27929905780475,70.27929905780475
"(9000.0, 39600)",70.27929905780475,70.27929905780475
"(9000.0, 39700)",72.37604671688968,72.37604671688968
"(9000.0, 39800)",72.37604671688968,72.37604671688968
"(9000.0, 39900)",72.37604671688968,72.37604671688968
"(9000.0, 40000)",72.37604671688968,72.37604671688968
"(9000.0, 40100)",72.37604671688968,72.37604671688968
"(9000.0, 40200)",72.37604671688968,72.37604671688968
"(9000.0, 40300)",72.37604671688968,72.37604671688968
"(9000.0, 40400)",72.37604671688968,72.37604671688968
"(9000.0, 40500)",72.37604671688968,72.37604671688968
"(9000.0, 40600)",73.82723732732971,73.82723732732971
"(9000.0, 40700)",73.82723732732971,73.82723732732971
"(9000.0, 40800)",73.82723732732971,73.82723732732971
"(9000.0, 40900)",73.82723732732971,73.82723732732971
"(9000.0, 41000)",73.82723732732971,73.82723732732971
"(9000.0, 41100)",73.82723732732971,73.82723732732971
"(9000.0, 41200)",73.82723732732971,73.82723732732971
"(9000.0, 41300)",73.82723732732971,73.82723732732971
"(9000.0, 41400)",73.82723732732971,73.82723732732971
"(9000.0, 41500)",77.06387004849806,77.06387004849806
"(9000.0, 41600)",77.06387004849806,77.06387004849806
"(9000.0, 41700)",77.06387004849806,77.06387004849806
"(9000.0, 41800)",77.06387004849806,77.06387004849806
"(9000.0, 41900)",77.06387004849806,77.06387004849806
"(9000.0, 42000)",77.06387004849806,77.06387004849806
"(9000.0, 42100)",77.06387004849806,77.06387004849806
"(9000.0, 42200)",77.06387004849806,77.06387004849806
"(9000.0, 42300)",77.06387004849806,77.06387004849806
"(9000.0, 42400)",75.54989710771129,75.54989710771129
"(9000.0, 42500)",75.54989710771129,75.54989710771129
"(9000.0, 42600)",75.54989710771129,75.54989710771129
"(9000.0, 42700)",75.54989710771129,75.54989710771129
"(9000.0, 42800)",75.54989710771129,75.54989710771129
"(9000.0, 42900)",75.54989710771129,75.54989710771129
"(9000.0, 43000)",75.54989710771129,75.54989710771129
