,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(3600.0, 1800.0)",298.5,290.5,280.06336982883215,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.46254318992175,303.15,288.15,53.08547279590634,200.0,0.0,,,,,,,,,
"(3600.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,290.48219162132824,303.15,288.15,,,,0.01780554210711659,inf,-inf,53.08547279590634,53.08547279590634,inf,inf,-inf,-inf
"(3600.0, 2509.807621135332)",,,,,,,,,,,,,,,,,290.527782029438,303.15,288.15,,,,8.572006208785439e-05,inf,-inf,53.08547279590634,53.08547279590634,inf,inf,-inf,-inf
"(3600.0, 2700.0)",298.4166666666667,290.5833333333333,280.36138917460346,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.5415080931054,303.15,288.15,52.07044585350693,200.0,0.0,,,,,,,,,
"(3600.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,290.56260355555577,303.15,288.15,,,,0.020726930733709802,inf,-inf,52.07044585350693,52.07044585350693,inf,inf,-inf,-inf
"(3600.0, 3409.807621135332)",,,,,,,,,,,,,,,,,290.61155152104396,303.15,288.15,,,,8.572236795814173e-05,inf,-inf,52.07044585350693,52.07044585350693,inf,inf,-inf,-inf
"(3600.0, 3600.0)",298.3333333333333,290.6666666666667,280.64993901243054,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.62628845625756,303.15,288.15,51.02501742347681,200.0,0.0,,,,,,,,,
"(3600.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,290.6469045930866,303.15,288.15,,,,0.019759228582150297,inf,-inf,51.02501742347681,51.02501742347681,inf,inf,-inf,-inf
"(3600.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.69474037560997,303.15,288.15,,,,8.572172499711592e-05,inf,-inf,51.02501742347681,51.02501742347681,inf,inf,-inf,-inf
"(3600.0, 4500.0)",298.25,290.75,280.92778372760876,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7091424620075,303.15,288.15,50.05886887624086,200.0,0.0,,,,,,,,,
"(3600.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.72991737589746,303.15,288.15,,,,0.020079777286880894,inf,-inf,50.05886887624086,50.05886887624086,inf,inf,-inf,-inf
"(3600.0, 5209.807621135332)",,,,,,,,,,,,,,,,,290.7781215700693,303.15,288.15,,,,8.572201621725655e-05,inf,-inf,50.05886887624086,50.05886887624086,inf,inf,-inf,-inf
"(3600.0, 5400.0)",298.1666666666667,290.8333333333333,281.19373354641226,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7926345754507,303.15,288.15,49.14366342100817,200.0,0.0,,,,,,,,,
"(3600.0, 5590.192378864668)",,,,,,,,,,,,,,,,,290.8133568895305,303.15,288.15,,,,0.019973596476383186,inf,-inf,49.14366342100817,49.14366342100817,inf,inf,-inf,-inf
"(3600.0, 6109.807621135332)",,,,,,,,,,,,,,,,,290.8614390359541,303.15,288.15,,,,8.572198789677487e-05,inf,-inf,49.14366342100817,49.14366342100817,inf,inf,-inf,-inf
"(3600.0, 6300.0)",298.0833333333333,290.9166666666667,281.4466496308875,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8759152959929,303.15,288.15,48.29645372118438,200.0,0.0,,,,,,,,,
"(3600.0, 6490.192378864668)",,,,,,,,,,,,,,,,,290.89665504976017,303.15,288.15,,,,0.020008768639545555,inf,-inf,48.29645372118438,48.29645372118438,inf,inf,-inf,-inf
"(3600.0, 7009.807621135332)",,,,,,,,,,,,,,,,,290.944777661626,303.15,288.15,,,,8.572206302327032e-05,inf,-inf,48.29645372118438,48.29645372118438,inf,inf,-inf,-inf
"(3600.0, 7200.0)",298.0,291.0,281.6854489555324,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95926610473714,303.15,288.15,47.518888083052175,200.0,0.0,,,,,,,,,
"(3600.0, 7390.192378864668)",,,,,,,,,,,,,,,,,290.9800000329166,303.15,288.15,,,,0.019997118018528062,inf,-inf,47.518888083052175,47.518888083052175,inf,inf,-inf,-inf
"(3600.0, 7909.807621135332)",,,,,,,,,,,,,,,,,291.02810912762595,303.15,288.15,,,,8.572210095353587e-05,inf,-inf,47.518888083052175,47.518888083052175,inf,inf,-inf,-inf
"(3600.0, 8100.0)",297.9166666666667,291.0833333333333,281.90910894497785,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0425935010794,303.15,288.15,46.817340289543225,200.0,0.0,,,,,,,,,
"(3600.0, 8290.192378864669)",,,,,,,,,,,,,,,,,291.0633295061099,303.15,288.15,,,,0.020000977313463623,inf,-inf,46.817340289543225,46.817340289543225,inf,inf,-inf,-inf
"(3600.0, 8809.807621135331)",,,,,,,,,,,,,,,,,291.1114434197526,303.15,288.15,,,,8.572215229499376e-05,inf,-inf,46.817340289543225,46.817340289543225,inf,inf,-inf,-inf
"(3600.0, 9000.0)",297.8333333333333,291.1666666666667,282.1166718528119,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.12592924405925,303.15,288.15,46.19614168160825,200.0,0.0,,,,,,,,,
"(3600.0, 9190.192378864669)",,,,,,,,,,,,,,,,,291.14666411693685,303.15,288.15,,,,0.019999698990390252,inf,-inf,46.19614168160825,46.19614168160825,inf,inf,-inf,-inf
"(3600.0, 9709.807621135331)",,,,,,,,,,,,,,,,,291.19477540363664,303.15,288.15,,,,8.572219084636568e-05,inf,-inf,46.19614168160825,46.19614168160825,inf,inf,-inf,-inf
"(3600.0, 9900.0)",297.75,291.25,282.3072488627977,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2092604370403,303.15,288.15,45.66000775872069,200.0,0.0,,,,,,,,,
"(3600.0, 10090.192378864669)",,,,,,,,,,,,,,,,,291.2299970259389,303.15,288.15,,,,0.020000122487056272,inf,-inf,45.66000775872069,45.66000775872069,inf,inf,-inf,-inf
"(3600.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.27811229433536,303.15,288.15,,,,8.572225534709063e-05,inf,-inf,45.66000775872069,45.66000775872069,inf,inf,-inf,-inf
"(3600.0, 10800.0)",297.6666666666667,291.3333333333333,282.4800238949205,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2925985265224,303.15,288.15,45.212567022710246,200.0,0.0,,,,,,,,,
"(3600.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.31333049866356,303.15,288.15,,,,0.019999982262820615,inf,-inf,45.212567022710246,45.212567022710246,inf,inf,-inf,-inf
"(3600.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.36143505476184,303.15,288.15,,,,8.57222446330864e-05,inf,-inf,45.212567022710246,45.212567022710246,inf,inf,-inf,-inf
"(3600.0, 11700.0)",297.5833333333333,291.4166666666667,282.63425709996795,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3759180617598,303.15,288.15,44.85876122387544,200.0,0.0,,,,,,,,,
"(3600.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.3966637846657,303.15,288.15,,,,0.020000028760598847,inf,-inf,44.85876122387544,44.85876122387544,inf,inf,-inf,-inf
"(3600.0, 12409.807621135331)",,,,,,,,,,,,,,,,,291.4448002467703,303.15,288.15,,,,8.572245804238008e-05,inf,-inf,44.85876122387544,44.85876122387544,inf,inf,-inf,-inf
"(3600.0, 12600.0)",297.5,291.5,282.7692880276776,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4592928598213,303.15,288.15,44.598181948199645,200.0,0.0,,,,,,,,,
"(3600.0, 12790.192378864669)",,,,,,,,,,,,,,,,,291.47999713249294,303.15,288.15,,,,0.02000001343341254,inf,-inf,44.598181948199645,44.598181948199645,inf,inf,-inf,-inf
"(3600.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.5280374172969,303.15,288.15,,,,8.572200249534661e-05,inf,-inf,44.598181948199645,44.598181948199645,inf,inf,-inf,-inf
"(3600.0, 13500.0)",297.4166666666667,291.5833333333333,282.8845384548868,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5425010739114,303.15,288.15,44.44490905688733,200.0,0.0,,,,,,,,,
"(3600.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.56333045992005,303.15,288.15,,,,0.020000018506251927,inf,-inf,44.44490905688733,44.44490905688733,inf,inf,-inf,-inf
"(3600.0, 14209.807621135331)",,,,,,,,,,,,,,,,,291.61166104617234,303.15,288.15,,,,8.572353418950202e-05,inf,-inf,44.44490905688733,44.44490905688733,inf,inf,-inf,-inf
"(3600.0, 14400.0)",297.3333333333333,291.6666666666667,282.9795148615725,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6262121048596,303.15,288.15,44.36763694846214,200.0,0.0,,,,,,,,,
"(3600.0, 14590.192378864669)",,,,,,,,,,,,,,,,,291.6466637938719,303.15,288.15,,,,0.020000017054393263,inf,-inf,44.36763694846214,44.36763694846214,inf,inf,-inf,-inf
"(3600.0, 15109.807621135331)",,,,,,,,,,,,,,,,,291.6941180068479,303.15,288.15,,,,8.571904439730404e-05,inf,-inf,44.36763694846214,44.36763694846214,inf,inf,-inf,-inf
"(3600.0, 15300.0)",297.25,291.75,283.0538105441804,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7084052127668,303.15,288.15,44.47035536268748,200.0,0.0,,,,,,,,,
"(3600.0, 15490.192378864669)",,,,,,,,,,,,,,,,,291.72999712643883,303.15,288.15,,,,0.02000001698747567,inf,-inf,44.47035536268748,44.47035536268748,inf,inf,-inf,-inf
"(3600.0, 16009.807621135331)",,,,,,,,,,,,,,,,,291.7800970115551,303.15,288.15,,,,8.573156729037609e-05,inf,-inf,44.47035536268748,44.47035536268748,inf,inf,-inf,-inf
"(3600.0, 16200.0)",297.1666666666667,291.8333333333333,283.10710735719147,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7951807592412,303.15,288.15,44.44686060890024,200.0,0.0,,,,,,,,,
"(3600.0, 16390.192378864667)",,,,,,,,,,,,,,,,,291.81333045794634,303.15,288.15,,,,0.020000017979948957,inf,-inf,44.44686060890024,44.44686060890024,inf,inf,-inf,-inf
"(3600.0, 16909.807621135333)",,,,,,,,,,,,,,,,,291.85544334492045,303.15,288.15,,,,8.568316068767481e-05,inf,-inf,44.44686060890024,44.44686060890024,inf,inf,-inf,-inf
"(3600.0, 17100.0)",297.0833333333333,291.9166666666667,283.13917707547006,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.86812241913333,303.15,288.15,45.227492234270294,200.0,0.0,,,,,,,,,
"(3600.0, 17290.192378864667)",,,,,,,,,,,,,,,,,291.89666380009584,303.15,288.15,,,,0.020000008330536674,inf,-inf,45.227492234270294,45.227492234270294,inf,inf,-inf,-inf
"(3600.0, 17809.807621135333)",,,,,,,,,,,,,,,,,291.962888588181,303.15,288.15,,,,8.57625879341963e-05,inf,-inf,45.227492234270294,45.227492234270294,inf,inf,-inf,-inf
"(3600.0, 18000.0)",297.0,292.0,283.14988237155904,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98282711681696,303.15,288.15,44.20057372514317,200.0,0.0,,,,,,,,,
"(3600.0, 18190.192378864667)",,,,,,,,,,,,,,,,,291.98347358558607,303.15,288.15,,,,0.016523568158861385,inf,-inf,44.20057372514317,44.20057372514317,inf,inf,-inf,-inf
"(3600.0, 18709.807621135333)",,,,,,,,,,,,,,,,,291.9849735920958,303.15,288.15,,,,0.015023569012136412,inf,-inf,44.20057372514317,44.20057372514317,inf,inf,-inf,-inf
"(3600.0, 18900.0)",297.0833333333333,291.9166666666667,283.13917740373716,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98542520430317,303.15,288.15,42.748763712289225,200.0,0.0,,,,,,,,,
"(3600.0, 19090.192378864667)",,,,,,,,,,,,,,,,,291.9586923170825,303.15,288.15,,,,8.575544792070146e-05,inf,-inf,42.748763712289225,42.748763712289225,inf,inf,-inf,-inf
"(3600.0, 19609.807621135333)",,,,,,,,,,,,,,,,,291.89666379108337,303.15,288.15,,,,0.020000017342962816,inf,-inf,42.748763712289225,42.748763712289225,inf,inf,-inf,-inf
"(3600.0, 19800.0)",297.1666666666667,291.8333333333333,283.10710801231994,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8779886457536,303.15,288.15,42.77449512590448,200.0,0.0,,,,,,,,,
"(3600.0, 19990.192378864667)",,,,,,,,,,,,,,,,,291.8585150936075,303.15,288.15,,,,8.57079094153637e-05,inf,-inf,42.77449512590448,42.77449512590448,inf,inf,-inf,-inf
"(3600.0, 20509.807621135333)",,,,,,,,,,,,,,,,,291.81333045920474,303.15,288.15,,,,0.020000016721552098,inf,-inf,42.77449512590448,42.77449512590448,inf,inf,-inf,-inf
"(3600.0, 20700.0)",297.25,291.75,283.05381152336497,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7997265632462,303.15,288.15,42.564968147293655,200.0,0.0,,,,,,,,,
"(3600.0, 20890.192378864667)",,,,,,,,,,,,,,,,,291.7787256675287,303.15,288.15,,,,8.572500926979734e-05,inf,-inf,42.564968147293655,42.564968147293655,inf,inf,-inf,-inf
"(3600.0, 21409.807621135333)",,,,,,,,,,,,,,,,,291.72999712596607,303.15,288.15,,,,0.020000017460209615,inf,-inf,42.564968147293655,42.564968147293655,inf,inf,-inf,-inf
"(3600.0, 21600.0)",297.3333333333333,291.6666666666667,282.9795161606201,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.71532625348067,303.15,288.15,42.53226385499995,200.0,0.0,,,,,,,,,
"(3600.0, 21790.192378864667)",,,,,,,,,,,,,,,,,291.69464670671977,303.15,288.15,,,,8.572192663807762e-05,inf,-inf,42.53226385499995,42.53226385499995,inf,inf,-inf,-inf
"(3600.0, 22309.807621135333)",,,,,,,,,,,,,,,,,291.64666379363894,303.15,288.15,,,,0.020000017287403183,inf,-inf,42.53226385499995,42.53226385499995,inf,inf,-inf,-inf
"(3600.0, 22500.0)",297.4166666666667,291.5833333333333,282.8845400682346,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.63221741012904,303.15,288.15,42.58785072784291,200.0,0.0,,,,,,,,,
"(3600.0, 22690.192378864667)",,,,,,,,,,,,,,,,,291.61147025242843,303.15,288.15,,,,8.57225101425871e-05,inf,-inf,42.58785072784291,42.58785072784291,inf,inf,-inf,-inf
"(3600.0, 23209.807621135333)",,,,,,,,,,,,,,,,,291.56333046115856,303.15,288.15,,,,0.020000017267807726,inf,-inf,42.58785072784291,42.58785072784291,inf,inf,-inf,-inf
"(3600.0, 23400.0)",297.5,291.5,282.7692899484172,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54883684578346,303.15,288.15,42.74798736287093,200.0,0.0,,,,,,,,,
"(3600.0, 23590.192378864667)",,,,,,,,,,,,,,,,,291.52810391323936,303.15,288.15,,,,8.572232992076785e-05,inf,-inf,42.74798736287093,42.74798736287093,inf,inf,-inf,-inf
"(3600.0, 24109.807621135333)",,,,,,,,,,,,,,,,,291.4799971287108,303.15,288.15,,,,0.020000017215526692,inf,-inf,42.74798736287093,42.74798736287093,inf,inf,-inf,-inf
"(3600.0, 24300.0)",297.5833333333333,291.4166666666667,282.63425931987433,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4655134507908,303.15,288.15,43.0063575571138,200.0,0.0,,,,,,,,,
"(3600.0, 24490.192378864667)",,,,,,,,,,,,,,,,,291.4447775253124,303.15,288.15,,,,8.572230540109633e-05,inf,-inf,43.0063575571138,43.0063575571138,inf,inf,-inf,-inf
"(3600.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.39666379625527,303.15,288.15,,,,0.020000017171069067,inf,-inf,43.0063575571138,43.0063575571138,inf,inf,-inf,-inf
"(3600.0, 25200.0)",297.6666666666667,291.3333333333333,282.4800264044878,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3821780275218,303.15,288.15,43.36087993807034,200.0,0.0,,,,,,,,,
"(3600.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.3614427317486,303.15,288.15,,,,8.572225061215951e-05,inf,-inf,43.36087993807034,43.36087993807034,inf,inf,-inf,-inf
"(3600.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.3133304638011,303.15,288.15,,,,0.020000017125220735,inf,-inf,43.36087993807034,43.36087993807034,inf,inf,-inf,-inf
"(3600.0, 26100.0)",297.75,291.25,282.3072516512794,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.298845134969,303.15,288.15,43.80808189416045,200.0,0.0,,,,,,,,,
"(3600.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.27810970670686,303.15,288.15,,,,8.572220291206163e-05,inf,-inf,43.80808189416045,43.80808189416045,inf,inf,-inf,-inf
"(3600.0, 26809.807621135333)",,,,,,,,,,,,,,,,,291.2299971313443,303.15,288.15,,,,0.020000017082010366,inf,-inf,43.80808189416045,43.80808189416045,inf,inf,-inf,-inf
"(3600.0, 27000.0)",297.8333333333333,291.1666666666667,282.1166749082674,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.21551170995764,303.15,288.15,44.34430003015469,200.0,0.0,,,,,,,,,
"(3600.0, 27190.192378864667)",,,,,,,,,,,,,,,,,291.19477630957374,303.15,288.15,,,,8.572215447464287e-05,inf,-inf,44.34430003015469,44.34430003015469,inf,inf,-inf,-inf
"(3600.0, 27709.807621135333)",,,,,,,,,,,,,,,,,291.14666379889735,303.15,288.15,,,,0.020000017028982974,inf,-inf,44.34430003015469,44.34430003015469,inf,inf,-inf,-inf
"(3600.0, 27900.0)",297.9166666666667,291.0833333333333,281.90911225432313,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.132178396986,303.15,288.15,44.96544640897521,200.0,0.0,,,,,,,,,
"(3600.0, 28090.192378864667)",,,,,,,,,,,,,,,,,291.1114429907227,303.15,288.15,,,,8.572210652848223e-05,inf,-inf,44.96544640897521,44.96544640897521,inf,inf,-inf,-inf
"(3600.0, 28609.807621135333)",,,,,,,,,,,,,,,,,291.0633304664042,303.15,288.15,,,,0.0200000170220765,inf,-inf,44.96544640897521,44.96544640897521,inf,inf,-inf,-inf
"(3600.0, 28800.0)",298.0,291.0,281.6854525045965,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.04884506038553,303.15,288.15,45.66707854689802,200.0,0.0,,,,,,,,,
"(3600.0, 28990.192378864667)",,,,,,,,,,,,,,,,,291.02810965542585,303.15,288.15,,,,8.572205846580411e-05,inf,-inf,45.66707854689802,45.66707854689802,inf,inf,-inf,-inf
"(3600.0, 29509.807621135333)",,,,,,,,,,,,,,,,,290.9799971341322,303.15,288.15,,,,0.02000001679409752,inf,-inf,45.66707854689802,45.66707854689802,inf,inf,-inf,-inf
"(3600.0, 29700.0)",298.0833333333333,290.9166666666667,281.4466534044726,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9655117290243,303.15,288.15,46.44440735801339,200.0,0.0,,,,,,,,,
"(3600.0, 29890.192378864667)",,,,,,,,,,,,,,,,,290.944776323475,303.15,288.15,,,,8.57220100277236e-05,inf,-inf,46.44440735801339,46.44440735801339,inf,inf,-inf,-inf
"(3600.0, 30409.807621135333)",,,,,,,,,,,,,,,,,290.8966638008132,303.15,288.15,,,,0.02000001761310652,inf,-inf,46.44440735801339,46.44440735801339,inf,inf,-inf,-inf
"(3600.0, 30600.0)",298.1666666666667,290.8333333333333,281.19373752835935,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8821783952934,303.15,288.15,47.29232016001207,200.0,0.0,,,,,,,,,
"(3600.0, 30790.192378864667)",,,,,,,,,,,,,,,,,290.86144299136856,303.15,288.15,,,,8.572196088028916e-05,inf,-inf,47.29232016001207,47.29232016001207,inf,inf,-inf,-inf
"(3600.0, 31309.807621135333)",,,,,,,,,,,,,,,,,290.81333047247614,303.15,288.15,,,,0.02000001345019898,inf,-inf,47.29232016001207,47.29232016001207,inf,inf,-inf,-inf
"(3600.0, 31500.0)",298.25,290.75,280.9277879008665,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.79884506809105,303.15,288.15,48.20540124716427,200.0,0.0,,,,,,,,,
"(3600.0, 31690.192378864667)",,,,,,,,,,,,,,,,,290.7781096566954,303.15,288.15,,,,8.572191069965759e-05,inf,-inf,48.20540124716427,48.20540124716427,inf,inf,-inf,-inf
"(3600.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.72999712046806,303.15,288.15,,,,0.020000032958166932,inf,-inf,48.20540124716427,48.20540124716427,inf,inf,-inf,-inf
"(3600.0, 32400.0)",298.3333333333333,290.6666666666667,280.6499433591285,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.715511710864,303.15,288.15,49.17795913610476,200.0,0.0,,,,,,,,,
"(3600.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.6947763349274,303.15,288.15,,,,8.572185921376763e-05,inf,-inf,49.17795913610476,49.17795913610476,inf,inf,-inf,-inf
"(3600.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.64666388097595,303.15,288.15,,,,0.019999939950565097,inf,-inf,49.17795913610476,49.17795913610476,inf,inf,-inf,-inf
"(3600.0, 33300.0)",298.4166666666667,290.5833333333333,280.36139367612833,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.63217849614296,303.15,288.15,50.20403213222203,200.0,0.0,,,,,,,,,
"(3600.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.6114429516866,303.15,288.15,,,,8.572180595823655e-05,inf,-inf,50.20403213222203,50.20403213222203,inf,inf,-inf,-inf
"(3600.0, 34009.80762113533)",,,,,,,,,,,,,,,,,290.56333010671773,303.15,288.15,,,,0.02000038170743362,inf,-inf,50.20403213222203,50.20403213222203,inf,inf,-inf,-inf
"(3600.0, 34200.0)",298.5,290.5,280.0633744659077,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54884460415974,303.15,288.15,51.277503140791026,200.0,0.0,,,,,,,,,
"(3600.0, 34390.19237886467)",,,,,,,,,,,,,,,,,290.52810986066436,303.15,288.15,,,,8.572175159363572e-05,inf,-inf,51.277503140791026,51.277503140791026,inf,inf,-inf,-inf
"(3600.0, 34909.80762113533)",,,,,,,,,,,,,,,,,290.47999887417143,303.15,288.15,,,,0.01999828176019495,inf,-inf,51.277503140791026,51.277503140791026,inf,inf,-inf,-inf
"(3600.0, 35100.0)",298.5833333333333,290.4166666666667,279.7571618924774,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.46551393115135,303.15,288.15,52.391701531208504,200.0,0.0,,,,,,,,,
"(3600.0, 35290.19237886467)",,,,,,,,,,,,,,,,,290.4447753807628,303.15,288.15,,,,8.572169116244055e-05,inf,-inf,52.391701531208504,52.391701531208504,inf,inf,-inf,-inf
"(3600.0, 35809.80762113533)",,,,,,,,,,,,,,,,,290.39665556110606,303.15,288.15,,,,0.020008262295188834,inf,-inf,52.391701531208504,52.391701531208504,inf,inf,-inf,-inf
"(3600.0, 36000.0)",298.6666666666667,290.3333333333333,279.44406720508766,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.38216795865446,303.15,288.15,53.54144850156245,200.0,0.0,,,,,,,,,
"(3600.0, 36190.19237886467)",,,,,,,,,,,,,,,,,290.36144750210485,303.15,288.15,,,,8.572164796721056e-05,inf,-inf,53.54144850156245,53.54144850156245,inf,inf,-inf,-inf
"(3600.0, 36709.80762113533)",,,,,,,,,,,,,,,,,290.31336966572326,303.15,288.15,,,,0.019960825322662558,inf,-inf,53.54144850156245,53.54144850156245,inf,inf,-inf,-inf
"(3600.0, 36900.0)",298.75,290.25,279.1254311232568,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2988947033232,303.15,288.15,54.713493580516534,200.0,0.0,,,,,,,,,
"(3600.0, 37090.19237886467)",,,,,,,,,,,,,,,,,290.27808824832806,303.15,288.15,,,,8.572150106933244e-05,inf,-inf,54.713493580516534,54.713493580516534,inf,inf,-inf,-inf
"(3600.0, 37609.80762113533)",,,,,,,,,,,,,,,,,290.22981086908493,303.15,288.15,,,,0.02018628877917499,inf,-inf,54.713493580516534,54.713493580516534,inf,inf,-inf,-inf
"(3600.0, 37800.0)",298.8333333333333,290.1666666666667,278.8026180956053,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.21527582961744,303.15,288.15,55.93213124968963,200.0,0.0,,,,,,,,,
"(3600.0, 37990.19237886467)",,,,,,,,,,,,,,,,,290.1948781178036,303.15,288.15,,,,8.572180001951448e-05,inf,-inf,55.93213124968963,55.93213124968963,inf,inf,-inf,-inf
"(3600.0, 38509.80762113533)",,,,,,,,,,,,,,,,,290.147549148541,303.15,288.15,,,,0.019114680207262386,inf,-inf,55.93213124968963,55.93213124968963,inf,inf,-inf,-inf
"(3600.0, 38700.0)",298.9166666666667,290.0833333333333,278.47701045707663,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1332996501843,303.15,288.15,57.042554733886725,200.0,0.0,,,,,,,,,
"(3600.0, 38890.19237886467)",,,,,,,,,,,,,,,,,290.11095921740565,303.15,288.15,,,,8.57189207313188e-05,inf,-inf,57.042554733886725,57.042554733886725,inf,inf,-inf,-inf
"(3600.0, 39409.80762113533)",,,,,,,,,,,,,,,,,290.05912253758856,303.15,288.15,,,,0.02420794524719492,inf,-inf,57.042554733886725,57.042554733886725,inf,inf,-inf,-inf
"(3600.0, 39600.0)",299.0,290.0,278.15000250956723,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.04351588704503,303.15,288.15,59.411700328580785,200.0,0.0,,,,,,,,,
"(3600.0, 39790.19237886467)",,,,,,,,,,,,,,,,,290.0425084676125,303.15,288.15,,,,8.575458865227867e-05,inf,-inf,59.411700328580785,59.411700328580785,inf,inf,-inf,-inf
"(3600.0, 40309.80762113533)",,,,,,,,,,,,,,,,,290.04017094447306,303.15,288.15,,,,8.574469124004038e-05,inf,-inf,59.411700328580785,59.411700328580785,inf,inf,-inf,-inf
"(3600.0, 40500.0)",298.9166666666667,290.0833333333333,277.8229945513114,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03946717820327,303.15,288.15,62.038318924774686,200.0,0.0,,,,,,,,,
"(3600.0, 40690.19237886467)",,,,,,,,,,,,,,,,,290.05670554871347,303.15,288.15,,,,0.026624929552828542,inf,-inf,62.038318924774686,62.038318924774686,inf,inf,-inf,-inf
"(3600.0, 41209.80762113533)",,,,,,,,,,,,,,,,,290.0967038737935,303.15,288.15,,,,8.621031385559228e-05,inf,-inf,62.038318924774686,62.038318924774686,inf,inf,-inf,-inf
