,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(2700.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.6114070427229,303.15,288.15,,,,0.0001259603055314116,inf,-inf,52.05109997371866,52.05109997371866,inf,inf,-inf,-inf
"(2700.0, 4500.0)",298.3333333333333,290.6666666666667,280.64993901243054,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6258091295796,303.15,288.15,51.031425679743194,200.0,0.0,,,,,,,,,
"(2700.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.64658404148145,303.15,288.15,,,,0.020079776579547123,inf,-inf,51.031425679743194,51.031425679743194,inf,inf,-inf,-inf
"(2700.0, 5209.807621135332)",,,,,,,,,,,,,,,,,290.6947882310403,303.15,288.15,,,,0.00012592174532644596,inf,-inf,51.031425679743194,51.031425679743194,inf,inf,-inf,-inf
"(2700.0, 5400.0)",298.25,290.75,280.92778372760876,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7093012350329,303.15,288.15,50.056746146004684,200.0,0.0,,,,,,,,,
"(2700.0, 5590.192378864668)",,,,,,,,,,,,,,,,,290.7300235551188,303.15,288.15,,,,0.01997359575077466,inf,-inf,50.056746146004684,50.056746146004684,inf,inf,-inf,-inf
"(2700.0, 6109.807621135332)",,,,,,,,,,,,,,,,,290.7781057154784,303.15,288.15,,,,0.00012589264098443684,inf,-inf,50.056746146004684,50.056746146004684,inf,inf,-inf,-inf
"(2700.0, 6300.0)",298.1666666666667,290.8333333333333,281.19373354641226,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7925819797129,303.15,288.15,49.14436655652612,200.0,0.0,,,,,,,,,
"(2700.0, 6490.192378864668)",,,,,,,,,,,,,,,,,290.8133217153459,303.15,288.15,,,,0.02000876792110228,inf,-inf,49.14436655652612,49.14436655652612,inf,inf,-inf,-inf
"(2700.0, 7009.807621135332)",,,,,,,,,,,,,,,,,290.8614442851348,303.15,288.15,,,,0.00012587126990877708,inf,-inf,49.14436655652612,49.14436655652612,inf,inf,-inf,-inf
"(2700.0, 7200.0)",298.0833333333333,290.9166666666667,281.4466496308875,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.87593271557756,303.15,288.15,48.296220796482054,200.0,0.0,,,,,,,,,
"(2700.0, 7390.192378864668)",,,,,,,,,,,,,,,,,290.89666669850413,303.15,288.15,,,,0.019997117296905807,inf,-inf,48.296220796482054,48.296220796482054,inf,inf,-inf,-inf
"(2700.0, 7909.807621135332)",,,,,,,,,,,,,,,,,290.9447759202434,303.15,288.15,,,,0.0001258536232948004,inf,-inf,48.296220796482054,48.296220796482054,inf,inf,-inf,-inf
"(2700.0, 8100.0)",298.0,291.0,281.6854489555324,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9592603319422,303.15,288.15,47.51896522572396,200.0,0.0,,,,,,,,,
"(2700.0, 8290.192378864669)",,,,,,,,,,,,,,,,,290.97999617169734,303.15,288.15,,,,0.020000976592389162,inf,-inf,47.51896522572396,47.51896522572396,inf,inf,-inf,-inf
"(2700.0, 8809.807621135331)",,,,,,,,,,,,,,,,,291.0281097018506,303.15,288.15,,,,0.0001258390784623699,inf,-inf,47.51896522572396,47.51896522572396,inf,inf,-inf,-inf
"(2700.0, 9000.0)",297.9166666666667,291.0833333333333,281.90910894497785,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.04259541069877,303.15,288.15,46.81731472326693,200.0,0.0,,,,,,,,,
"(2700.0, 9190.192378864669)",,,,,,,,,,,,,,,,,291.0633307825257,303.15,288.15,,,,0.01999969826770585,inf,-inf,46.81731472326693,46.81731472326693,inf,inf,-inf,-inf
"(2700.0, 9709.807621135331)",,,,,,,,,,,,,,,,,291.11144322694145,303.15,288.15,,,,0.00012582671174290945,inf,-inf,46.81731472326693,46.81731472326693,inf,inf,-inf,-inf
"(2700.0, 9900.0)",297.8333333333333,291.1666666666667,282.1166718528119,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.12592860890277,303.15,288.15,46.19615013738964,200.0,0.0,,,,,,,,,
"(2700.0, 10090.192378864669)",,,,,,,,,,,,,,,,,291.1466636915278,303.15,288.15,,,,0.020000121764438366,inf,-inf,46.19615013738964,46.19615013738964,inf,inf,-inf,-inf
"(2700.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.194775464906,303.15,288.15,,,,0.00012581606394646518,inf,-inf,46.19615013738964,46.19615013738964,inf,inf,-inf,-inf
"(2700.0, 10800.0)",297.75,291.25,282.3072488627977,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2092606448357,303.15,288.15,45.66000494482714,200.0,0.0,,,,,,,,,
"(2700.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.22999716425704,303.15,288.15,,,,0.019999981535563913,inf,-inf,45.66000494482714,45.66000494482714,inf,inf,-inf,-inf
"(2700.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.27811227144485,303.15,288.15,,,,0.00012580669012458132,inf,-inf,45.66000494482714,45.66000494482714,inf,inf,-inf,-inf
"(2700.0, 11700.0)",297.6666666666667,291.3333333333333,282.4800238949205,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29259845509625,303.15,288.15,45.21256794180648,200.0,0.0,,,,,,,,,
"(2700.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.3133304502511,303.15,288.15,,,,0.020000028041333637,inf,-inf,45.21256794180648,45.21256794180648,inf,inf,-inf,-inf
"(2700.0, 12409.807621135331)",,,,,,,,,,,,,,,,,291.3614350597483,303.15,288.15,,,,0.00012579829860693355,inf,-inf,45.21256794180648,45.21256794180648,inf,inf,-inf,-inf
"(2700.0, 12600.0)",297.5833333333333,291.4166666666667,282.63425709996795,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3759180828233,303.15,288.15,44.858760906632234,200.0,0.0,,,,,,,,,
"(2700.0, 12790.192378864669)",,,,,,,,,,,,,,,,,291.39666379810933,303.15,288.15,,,,0.020000012683199876,inf,-inf,44.858760906632234,44.858760906632234,inf,inf,-inf,-inf
"(2700.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.4448002425334,303.15,288.15,,,,0.00012579057245910407,inf,-inf,44.858760906632234,44.858760906632234,inf,inf,-inf,-inf
"(2700.0, 13500.0)",297.5,291.5,282.7692880276776,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4592928502612,303.15,288.15,44.59818203999936,200.0,0.0,,,,,,,,,
"(2700.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.4799971254502,303.15,288.15,,,,0.020000017842304683,inf,-inf,44.59818203999936,44.59818203999936,inf,inf,-inf,-inf
"(2700.0, 14209.807621135331)",,,,,,,,,,,,,,,,,291.5280374160952,303.15,288.15,,,,0.00012578321438555995,inf,-inf,44.59818203999936,44.59818203999936,inf,inf,-inf,-inf
"(2700.0, 14400.0)",297.4166666666667,291.5833333333333,282.8845384548868,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5425010744683,303.15,288.15,44.444909014536805,200.0,0.0,,,,,,,,,
"(2700.0, 14590.192378864669)",,,,,,,,,,,,,,,,,291.56333045966306,303.15,288.15,,,,0.02000001612943806,inf,-inf,44.444909014536805,44.444909014536805,inf,inf,-inf,-inf
"(2700.0, 15109.807621135331)",,,,,,,,,,,,,,,,,291.61166104402685,303.15,288.15,,,,0.00012577686272760477,inf,-inf,44.444909014536805,44.444909014536805,inf,inf,-inf,-inf
"(2700.0, 15300.0)",297.3333333333333,291.6666666666667,282.9795148615725,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6262121021455,303.15,288.15,44.36763694707507,200.0,0.0,,,,,,,,,
"(2700.0, 15490.192378864669)",,,,,,,,,,,,,,,,,291.6466637913775,303.15,288.15,,,,0.02000001691501097,inf,-inf,44.36763694707507,44.36763694707507,inf,inf,-inf,-inf
"(2700.0, 16009.807621135331)",,,,,,,,,,,,,,,,,291.6941180048633,303.15,288.15,,,,0.0001257669412787945,inf,-inf,44.36763694707507,44.36763694707507,inf,inf,-inf,-inf
"(2700.0, 16200.0)",297.25,291.75,283.0538105441804,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7084052109357,303.15,288.15,44.47035535644754,200.0,0.0,,,,,,,,,
"(2700.0, 16390.192378864667)",,,,,,,,,,,,,,,,,291.7299971246603,303.15,288.15,,,,0.02000001613219882,inf,-inf,44.47035535644754,44.47035535644754,inf,inf,-inf,-inf
"(2700.0, 16909.807621135333)",,,,,,,,,,,,,,,,,291.7800970098986,303.15,288.15,,,,0.0001257724324341971,inf,-inf,44.47035535644754,44.47035535644754,inf,inf,-inf,-inf
"(2700.0, 17100.0)",297.1666666666667,291.8333333333333,283.10710735719147,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.79518075762144,303.15,288.15,44.446860581255585,200.0,0.0,,,,,,,,,
"(2700.0, 17290.192378864667)",,,,,,,,,,,,,,,,,291.81333045597415,303.15,288.15,,,,0.020000017318323085,inf,-inf,44.446860581255585,44.446860581255585,inf,inf,-inf,-inf
"(2700.0, 17809.807621135333)",,,,,,,,,,,,,,,,,291.85544334213046,303.15,288.15,,,,0.00012571964415754414,inf,-inf,44.446860581255585,44.446860581255585,inf,inf,-inf,-inf
"(2700.0, 18000.0)",297.0833333333333,291.9166666666667,283.13917707547006,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8681224160971,303.15,288.15,45.22749225779207,200.0,0.0,,,,,,,,,
"(2700.0, 18190.192378864667)",,,,,,,,,,,,,,,,,291.8966637977575,303.15,288.15,,,,0.020000008035007497,inf,-inf,45.22749225779207,45.22749225779207,inf,inf,-inf,-inf
"(2700.0, 18709.807621135333)",,,,,,,,,,,,,,,,,291.9628885874621,303.15,288.15,,,,0.00012588355505474102,inf,-inf,45.22749225779207,45.22749225779207,inf,inf,-inf,-inf
"(2700.0, 18900.0)",297.0,292.0,283.14988237155904,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98282711658555,303.15,288.15,44.20057371698586,200.0,0.0,,,,,,,,,
"(2700.0, 19090.192378864667)",,,,,,,,,,,,,,,,,291.9834735852284,303.15,288.15,,,,0.01652356532858966,inf,-inf,44.20057371698586,44.20057371698586,inf,inf,-inf,-inf
"(2700.0, 19609.807621135333)",,,,,,,,,,,,,,,,,291.9849735914452,303.15,288.15,,,,0.015023566156511181,inf,-inf,44.20057371698586,44.20057371698586,inf,inf,-inf,-inf
"(2700.0, 19800.0)",297.0833333333333,291.9166666666667,283.13917740373716,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98542520356426,303.15,288.15,42.74876368847721,200.0,0.0,,,,,,,,,
"(2700.0, 19990.192378864667)",,,,,,,,,,,,,,,,,291.9586923159809,303.15,288.15,,,,0.00012584274844220378,inf,-inf,42.74876368847721,42.74876368847721,inf,inf,-inf,-inf
"(2700.0, 20509.807621135333)",,,,,,,,,,,,,,,,,291.89666378914006,303.15,288.15,,,,0.02000001665248458,inf,-inf,42.74876368847721,42.74876368847721,inf,inf,-inf,-inf
"(2700.0, 20700.0)",297.1666666666667,291.8333333333333,283.10710801231994,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.87798864355693,303.15,288.15,42.774495118710476,200.0,0.0,,,,,,,,,
"(2700.0, 20890.192378864667)",,,,,,,,,,,,,,,,,291.8585150914791,303.15,288.15,,,,0.0001257513594736561,inf,-inf,42.774495118710476,42.774495118710476,inf,inf,-inf,-inf
"(2700.0, 21409.807621135333)",,,,,,,,,,,,,,,,,291.8133304572349,303.15,288.15,,,,0.020000016057597925,inf,-inf,42.774495118710476,42.774495118710476,inf,inf,-inf,-inf
"(2700.0, 21600.0)",297.25,291.75,283.05381152336497,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7997265613241,303.15,288.15,42.56496813745567,200.0,0.0,,,,,,,,,
"(2700.0, 21790.192378864667)",,,,,,,,,,,,,,,,,291.7787256656025,303.15,288.15,,,,0.00012578523139089397,inf,-inf,42.56496813745567,42.56496813745567,inf,inf,-inf,-inf
"(2700.0, 22309.807621135333)",,,,,,,,,,,,,,,,,291.7299971240303,303.15,288.15,,,,0.02000001676216672,inf,-inf,42.56496813745567,42.56496813745567,inf,inf,-inf,-inf
"(2700.0, 22500.0)",297.3333333333333,291.6666666666667,282.9795161606201,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.715326251542,303.15,288.15,42.53226384522534,200.0,0.0,,,,,,,,,
"(2700.0, 22690.192378864667)",,,,,,,,,,,,,,,,,291.69464670477964,303.15,288.15,,,,0.0001257849099059265,inf,-inf,42.53226384522534,42.53226384522534,inf,inf,-inf,-inf
"(2700.0, 23209.807621135333)",,,,,,,,,,,,,,,,,291.64666379169535,303.15,288.15,,,,0.02000001659715026,inf,-inf,42.53226384522534,42.53226384522534,inf,inf,-inf,-inf
"(2700.0, 23400.0)",297.4166666666667,291.5833333333333,282.8845400682346,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6322174081845,303.15,288.15,42.58785071812353,200.0,0.0,,,,,,,,,
"(2700.0, 23590.192378864667)",,,,,,,,,,,,,,,,,291.61147025048393,303.15,288.15,,,,0.00012579503256198636,inf,-inf,42.58785071812353,42.58785071812353,inf,inf,-inf,-inf
"(2700.0, 24109.807621135333)",,,,,,,,,,,,,,,,,291.56333045921417,303.15,288.15,,,,0.020000016578342997,inf,-inf,42.58785071812353,42.58785071812353,inf,inf,-inf,-inf
"(2700.0, 24300.0)",297.5,291.5,282.7692899484172,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5488368438391,303.15,288.15,42.74798735311014,200.0,0.0,,,,,,,,,
"(2700.0, 24490.192378864667)",,,,,,,,,,,,,,,,,291.52810391129435,303.15,288.15,,,,0.00012580264648723733,inf,-inf,42.74798735311014,42.74798735311014,inf,inf,-inf,-inf
"(2700.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.47999712676415,303.15,288.15,,,,0.020000016528348014,inf,-inf,42.74798735311014,42.74798735311014,inf,inf,-inf,-inf
"(2700.0, 25200.0)",297.5833333333333,291.4166666666667,282.63425931987433,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.46551344884364,303.15,288.15,43.006357547353936,200.0,0.0,,,,,,,,,
"(2700.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.4447775233649,303.15,288.15,,,,0.0001258112232221856,inf,-inf,43.006357547353936,43.006357547353936,inf,inf,-inf,-inf
"(2700.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.3966637943067,303.15,288.15,,,,0.020000016485824727,inf,-inf,43.006357547353936,43.006357547353936,inf,inf,-inf,-inf
"(2700.0, 26100.0)",297.6666666666667,291.3333333333333,282.4800264044878,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3821780255729,303.15,288.15,43.36087992829764,200.0,0.0,,,,,,,,,
"(2700.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.3614427297992,303.15,288.15,,,,0.00012581984027621267,inf,-inf,43.36087992829764,43.36087992829764,inf,inf,-inf,-inf
"(2700.0, 26809.807621135333)",,,,,,,,,,,,,,,,,291.3133304618505,303.15,288.15,,,,0.02000001644195642,inf,-inf,43.36087992829764,43.36087992829764,inf,inf,-inf,-inf
"(2700.0, 27000.0)",297.75,291.25,282.3072516512794,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2988451330181,303.15,288.15,43.808081884379966,200.0,0.0,,,,,,,,,
"(2700.0, 27190.192378864667)",,,,,,,,,,,,,,,,,291.2781097047555,303.15,288.15,,,,0.00012582893038871803,inf,-inf,43.808081884379966,43.808081884379966,inf,inf,-inf,-inf
"(2700.0, 27709.807621135333)",,,,,,,,,,,,,,,,,291.22999712939185,303.15,288.15,,,,0.020000016400700715,inf,-inf,43.808081884379966,43.808081884379966,inf,inf,-inf,-inf
"(2700.0, 27900.0)",297.8333333333333,291.1666666666667,282.1166749082674,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.21551170800484,303.15,288.15,44.34430002036367,200.0,0.0,,,,,,,,,
"(2700.0, 28090.192378864667)",,,,,,,,,,,,,,,,,291.1947763076205,303.15,288.15,,,,0.00012583861668904773,inf,-inf,44.34430002036367,44.34430002036367,inf,inf,-inf,-inf
"(2700.0, 28609.807621135333)",,,,,,,,,,,,,,,,,291.1466637969429,303.15,288.15,,,,0.020000016349631715,inf,-inf,44.34430002036367,44.34430002036367,inf,inf,-inf,-inf
"(2700.0, 28800.0)",297.9166666666667,291.0833333333333,281.90911225432313,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1321783950312,303.15,288.15,44.965446399174205,200.0,0.0,,,,,,,,,
"(2700.0, 28990.192378864667)",,,,,,,,,,,,,,,,,291.1114429887674,303.15,288.15,,,,0.00012584919025027217,inf,-inf,44.965446399174205,44.965446399174205,inf,inf,-inf,-inf
"(2700.0, 29509.807621135333)",,,,,,,,,,,,,,,,,291.0633304644478,303.15,288.15,,,,0.020000016344696548,inf,-inf,44.965446399174205,44.965446399174205,inf,inf,-inf,-inf
"(2700.0, 29700.0)",298.0,291.0,281.6854525045965,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.04884505842887,303.15,288.15,45.66707853708633,200.0,0.0,,,,,,,,,
"(2700.0, 29890.192378864667)",,,,,,,,,,,,,,,,,291.0281096534687,303.15,288.15,,,,0.0001258609771096941,inf,-inf,45.66707853708633,45.66707853708633,inf,inf,-inf,-inf
"(2700.0, 30409.807621135333)",,,,,,,,,,,,,,,,,290.9799971321738,303.15,288.15,,,,0.020000016118717275,inf,-inf,45.66707853708633,45.66707853708633,inf,inf,-inf,-inf
"(2700.0, 30600.0)",298.0833333333333,290.9166666666667,281.4466534044726,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9655117270656,303.15,288.15,46.444407348191746,200.0,0.0,,,,,,,,,
"(2700.0, 30790.192378864667)",,,,,,,,,,,,,,,,,290.9447763215158,303.15,288.15,,,,0.00012587438449335837,inf,-inf,46.444407348191746,46.444407348191746,inf,inf,-inf,-inf
"(2700.0, 31309.807621135333)",,,,,,,,,,,,,,,,,290.8966637988528,303.15,288.15,,,,0.02000001693976539,inf,-inf,46.444407348191746,46.444407348191746,inf,inf,-inf,-inf
"(2700.0, 31500.0)",298.1666666666667,290.8333333333333,281.19373752835935,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.88217839333265,303.15,288.15,47.29232015017728,200.0,0.0,,,,,,,,,
"(2700.0, 31690.192378864667)",,,,,,,,,,,,,,,,,290.8614429894073,303.15,288.15,,,,0.0001258898997259015,inf,-inf,47.29232015017728,47.29232015017728,inf,inf,-inf,-inf
"(2700.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.81333047051356,303.15,288.15,,,,0.020000012778971336,inf,-inf,47.29232015017728,47.29232015017728,inf,inf,-inf,-inf
"(2700.0, 32400.0)",298.25,290.75,280.9277879008665,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7988450661282,303.15,288.15,48.20540123731935,200.0,0.0,,,,,,,,,
"(2700.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.77810965473196,303.15,288.15,,,,0.000125908103649998,inf,-inf,48.20540123731935,48.20540123731935,inf,inf,-inf,-inf
"(2700.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.7299971185034,303.15,288.15,,,,0.02000003228905542,inf,-inf,48.20540123731935,48.20540123731935,inf,inf,-inf,-inf
"(2700.0, 33300.0)",298.3333333333333,290.6666666666667,280.6499433591285,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.71551170889893,303.15,288.15,49.17795912624348,200.0,0.0,,,,,,,,,
"(2700.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.6947763329616,303.15,288.15,,,,0.00012592967526990273,inf,-inf,49.17795912624348,49.17795912624348,inf,inf,-inf,-inf
"(2700.0, 34009.80762113533)",,,,,,,,,,,,,,,,,290.6466638790087,303.15,288.15,,,,0.019999939284009217,inf,-inf,49.17795912624348,49.17795912624348,inf,inf,-inf,-inf
"(2700.0, 34200.0)",298.4166666666667,290.5833333333333,280.36139367612833,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6321784941753,303.15,288.15,50.204032122373896,200.0,0.0,,,,,,,,,
"(2700.0, 34390.19237886467)",,,,,,,,,,,,,,,,,290.6114429497188,303.15,288.15,,,,0.00012595538395681314,inf,-inf,50.204032122373896,50.204032122373896,inf,inf,-inf,-inf
"(2700.0, 34909.80762113533)",,,,,,,,,,,,,,,,,290.56333010474947,303.15,288.15,,,,0.02000038104192591,inf,-inf,50.204032122373896,50.204032122373896,inf,inf,-inf,-inf
"(2700.0, 35100.0)",298.5,290.5,280.0633744659077,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.5488446021914,303.15,288.15,51.277503130798415,200.0,0.0,,,,,,,,,
"(2700.0, 35290.19237886467)",,,,,,,,,,,,,,,,,290.5281098586933,303.15,288.15,,,,0.00012598602069463464,inf,-inf,51.277503130798415,51.277503130798415,inf,inf,-inf,-inf
"(2700.0, 35809.80762113533)",,,,,,,,,,,,,,,,,290.4799988721941,303.15,288.15,,,,0.019998281103497578,inf,-inf,51.277503130798415,51.277503130798415,inf,inf,-inf,-inf
"(2700.0, 36000.0)",298.5833333333333,290.4166666666667,279.7571618924774,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.4655139291721,303.15,288.15,52.39170152181438,200.0,0.0,,,,,,,,,
"(2700.0, 36190.19237886467)",,,,,,,,,,,,,,,,,290.44477537879266,303.15,288.15,,,,0.00012602232275099422,inf,-inf,52.39170152181438,52.39170152181438,inf,inf,-inf,-inf
"(2700.0, 36709.80762113533)",,,,,,,,,,,,,,,,,290.39665555915695,303.15,288.15,,,,0.02000826161160271,inf,-inf,52.39170152181438,52.39170152181438,inf,inf,-inf,-inf
"(2700.0, 36900.0)",298.6666666666667,290.3333333333333,279.44406720508766,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3821679567116,303.15,288.15,53.54144848926875,200.0,0.0,,,,,,,,,
"(2700.0, 37090.19237886467)",,,,,,,,,,,,,,,,,290.3614475001155,303.15,288.15,,,,0.00012606429490229313,inf,-inf,53.54144848926875,53.54144848926875,inf,inf,-inf,-inf
"(2700.0, 37609.80762113533)",,,,,,,,,,,,,,,,,290.313369663626,303.15,288.15,,,,0.01996082478093015,inf,-inf,53.54144848926875,53.54144848926875,inf,inf,-inf,-inf
"(2700.0, 37800.0)",298.75,290.25,279.1254311232568,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2988947011934,303.15,288.15,54.713493581769356,200.0,0.0,,,,,,,,,
"(2700.0, 37990.19237886467)",,,,,,,,,,,,,,,,,290.2780882464129,303.15,288.15,,,,0.00012611190799776708,inf,-inf,54.713493581769356,54.713493581769356,inf,inf,-inf,-inf
"(2700.0, 38509.80762113533)",,,,,,,,,,,,,,,,,290.2298108676677,303.15,288.15,,,,0.02018628758693096,inf,-inf,54.713493581769356,54.713493581769356,inf,inf,-inf,-inf
"(2700.0, 38700.0)",298.8333333333333,290.1666666666667,278.8026180956053,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2152758283501,303.15,288.15,55.932131187147526,200.0,0.0,,,,,,,,,
"(2700.0, 38890.19237886467)",,,,,,,,,,,,,,,,,290.1948781155228,303.15,288.15,,,,0.00012615926177570656,inf,-inf,55.932131187147526,55.932131187147526,inf,inf,-inf,-inf
"(2700.0, 39409.80762113533)",,,,,,,,,,,,,,,,,290.14754914390846,303.15,288.15,,,,0.019114682083981815,inf,-inf,55.932131187147526,55.932131187147526,inf,inf,-inf,-inf
"(2700.0, 39600.0)",298.9166666666667,290.0833333333333,278.47701045707663,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.13329964484376,303.15,288.15,57.04255497113108,200.0,0.0,,,,,,,,,
"(2700.0, 39790.19237886467)",,,,,,,,,,,,,,,,,290.1109592168247,303.15,288.15,,,,0.00012620931258176766,inf,-inf,57.04255497113108,57.04255497113108,inf,inf,-inf,-inf
"(2700.0, 40309.80762113533)",,,,,,,,,,,,,,,,,290.05912254805145,303.15,288.15,,,,0.024207932608360527,inf,-inf,57.04255497113108,57.04255497113108,inf,inf,-inf,-inf
"(2700.0, 40500.0)",299.0,290.0,278.15000250956723,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.0435159008329,303.15,288.15,59.03336169714265,200.0,0.0,,,,,,,,,
"(2700.0, 40690.19237886467)",,,,,,,,,,,,,,,,,290.03568605011066,303.15,288.15,,,,0.0001262725397647409,inf,-inf,59.03336169714265,59.03336169714265,inf,inf,-inf,-inf
"(2700.0, 41209.80762113533)",,,,,,,,,,,,,,,,,290.0175183866224,303.15,288.15,,,,0.0001212779407228982,inf,-inf,59.03336169714265,59.03336169714265,inf,inf,-inf,-inf
"(2700.0, 41400.0)",298.9166666666667,290.0833333333333,277.8229945513114,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.012048584616,303.15,288.15,63.42172846053585,200.0,0.0,,,,,,,,,
"(2700.0, 41590.19237886467)",,,,,,,,,,,,,,,,,290.05670557195543,303.15,288.15,,,,0.026624904332447526,inf,-inf,63.42172846053585,63.42172846053585,inf,inf,-inf,-inf
"(2700.0, 42109.80762113533)",,,,,,,,,,,,,,,,,290.16032352677524,303.15,288.15,,,,0.00012643106375793246,inf,-inf,63.42172846053585,63.42172846053585,inf,inf,-inf,-inf
"(2700.0, 42300.0)",298.8333333333333,290.1666666666667,277.4973868805898,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1915201469399,303.15,288.15,61.95240494542506,200.0,0.0,,,,,,,,,
"(2700.0, 42490.19237886467)",,,,,,,,,,,,,,,,,290.1641419432889,303.15,288.15,,,,0.0025222840149575023,inf,-inf,61.95240494542506,61.95240494542506,inf,inf,-inf,-inf
"(2700.0, 43009.80762113533)",,,,,,,,,,,,,,,,,290.10061608456044,303.15,288.15,,,,0.0660476980911949,inf,-inf,61.95240494542506,61.95240494542506,inf,inf,-inf,-inf
"(2700.0, 43200.0)",,,,,,,,,,,,,,,,,290.08149013202745,303.15,288.15,,,,,,,,,,,,
"(3600.0, 0.0)",298.6666666666667,290.3333333333333,279.444062356976,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,290.3410491452625,56.0180221511487,0.0,290.3410491452625,303.15,288.15,54.829525167786436,200.0,0.0,,,,,,,,,
"(3600.0, 190.19237886466843)",,,,,,,,,,,,,,,,,290.34726302177717,303.15,288.15,,,,8.562162830187767e-05,inf,-inf,54.829525167786436,54.829525167786436,inf,inf,-inf,-inf
"(3600.0, 709.8076211353316)",,,,,,,,,,,,,,,,,290.36168112775147,303.15,288.15,,,,8.572546815315239e-05,inf,-inf,54.829525167786436,54.829525167786436,inf,inf,-inf,-inf
"(3600.0, 900.0)",298.5833333333333,290.4166666666667,279.75715713970783,900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3660220373585,303.15,288.15,54.37618233646989,200.0,0.0,,,,,,,,,
"(3600.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,290.3900389001539,303.15,288.15,,,,0.026624908112502167,inf,-inf,54.37618233646989,54.37618233646989,inf,inf,-inf,-inf
"(3600.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,290.44576541356895,303.15,288.15,,,,8.572530849258948e-05,inf,-inf,54.37618233646989,54.37618233646989,inf,inf,-inf,-inf
