,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,upper,upper,lower,lower
"(0, 4500.0)",150.0,294.15,292.15,280.15,0.010716244633326452,4500.0,0.0,,,,,,,,,,,,293.2091575668281,303.15,288.15,0.011485972015289208,0.05,0.0,,,,,,,,,,,,
"(0, 4690.192378864668)",,,,,,,,,,,,,,,,,,,293.2091629859852,303.15,288.15,,,,0.0,0.000137677581546348,inf,inf,-inf,-inf,293.2091629859852,0.1499971806001929,inf,inf,-inf,-inf
"(0, 5209.807621135332)",,,,,,,,,,,,,,,,,,,293.20917721150647,303.15,288.15,,,,0.0,0.00013767758370407537,inf,inf,-inf,-inf,293.20917721150647,0.14999734399413017,inf,inf,-inf,-inf
"(0, 5400.0)",150.0,294.15,292.15,280.15,0.010714882509496532,5400.0,0.0,,,,,,,,,,,,293.2091822061534,303.15,288.15,0.011489221759364506,0.05,0.0,,,,,,,,,,,,
"(0, 5590.192378864668)",,,,,,,,,,,,,,,,,,,293.20910728347945,303.15,288.15,,,,0.0,0.00013767759059688157,inf,inf,-inf,-inf,293.20910728347945,0.1500389795608189,inf,inf,-inf,-inf
"(0, 6109.807621135332)",,,,,,,,,,,,,,,,,,,293.20891061040516,303.15,288.15,,,,0.0,0.00013767760957038202,inf,inf,-inf,-inf,293.20891061040516,0.15003671994077944,inf,inf,-inf,-inf
"(0, 6300.0)",150.0,294.15,292.15,280.15,0.010715254549092243,6300.0,0.0,,,,,,,,,,,,293.2088415583959,303.15,288.15,0.011347922969593029,0.05,0.0,,,,,,,,,,,,
"(0, 6490.192378864668)",,,,,,,,,,,,,,,,,,,293.21224451091695,303.15,288.15,,,,0.0,0.00013767753493305586,inf,inf,-inf,-inf,293.21224451091695,0.14822934490663453,inf,inf,-inf,-inf
"(0, 7009.807621135332)",,,,,,,,,,,,,,,,,,,293.2211816108545,303.15,288.15,,,,0.0,0.000137677051431001,inf,inf,-inf,-inf,293.2211816108545,0.14833076372356604,inf,inf,-inf,-inf
"(0, 7200.0)",150.0,294.15,292.15,280.15,0.010715155465966953,7200.0,0.0,,,,,,,,,,,,293.22432106955966,303.15,288.15,0.0067513985300638995,0.05,0.0,,,,,,,,,,,,
"(0, 7390.192378864668)",,,,,,,,,,,,,,,,,,,293.340960383748,303.15,288.15,,,,0.0,0.00013767727219145503,inf,inf,-inf,-inf,293.340960383748,0.08905755277480931,inf,inf,-inf,-inf
"(0, 7909.807621135332)",,,,,,,,,,,,,,,,,,,293.6521672049427,303.15,288.15,,,,0.0,0.0001376716929526244,inf,inf,-inf,-inf,293.6521672049427,0.09115888589808563,inf,inf,-inf,-inf
"(0, 8100.0)",150.0,294.15,292.15,280.15,0.010715182035582646,8100.0,0.0,,,,,,,,,,,,293.7633470955306,303.15,288.15,0.028639567392034933,0.05,0.0,,,,,,,,,,,,
"(0, 8290.192378864669)",,,,,,,,,,,,,,,,,,,293.32029358261946,303.15,288.15,,,,0.0,0.00013767220154014385,inf,inf,-inf,-inf,293.32029358261946,0.3771911728946931,inf,inf,-inf,-inf
"(0, 8809.807621135331)",,,,,,,,,,,,,,,,,,,292.2215295409604,303.15,288.15,,,,0.0,0.00013771369544008687,inf,inf,-inf,-inf,292.2215295409604,0.3457233039239797,inf,inf,-inf,-inf
"(0, 9000.0)",150.0,294.15,292.15,280.15,0.010715174923841478,9000.0,0.0,,,,,,,,,,,,291.860231949847,303.15,288.15,8.998806737756372e-09,0.05,0.0,,,,,,,,,,,,
"(0, 9190.192378864669)",,,,,,,,,,,,,,,,,,,292.14552031528774,303.15,288.15,,,,0.0,0.004477193184887783,inf,inf,-inf,-inf,292.14552031528774,1.079453690576477e-07,inf,inf,-inf,-inf
"(0, 9709.807621135331)",,,,,,,,,,,,,,,,,,,292.9249425995952,303.15,288.15,,,,0.0,0.00013769965875783658,inf,inf,-inf,-inf,292.9249425995952,1.1495923956883485e-07,inf,inf,-inf,-inf
"(0, 9900.0)",150.0,294.15,292.15,280.15,0.010715176828334571,9900.0,0.0,,,,,,,,,,,,293.2102309468186,303.15,288.15,0.0033686230691281757,0.05,0.0,,,,,,,,,,,,
"(0, 10090.192378864669)",,,,,,,,,,,,,,,,,,,293.41119300224545,303.15,288.15,,,,0.0,0.0001376807055120978,inf,inf,-inf,-inf,293.41119300224545,0.044671972103641634,inf,inf,-inf,-inf
"(0, 10609.807621135331)",,,,,,,,,,,,,,,,,,,293.9537450254087,303.15,288.15,,,,0.0,0.00013767713437803057,inf,inf,-inf,-inf,293.9537450254087,0.04649965685370595,inf,inf,-inf,-inf
"(0, 10800.0)",150.0,294.15,292.15,280.15,0.01071517631838754,10800.0,0.0,,,,,,,,,,,,294.1499586166863,303.15,288.15,0.010727563604514366,0.05,0.0,,,,,,,,,,,,
"(0, 10990.192378864669)",,,,,,,,,,,,,,,,,,,294.1496098169798,303.15,288.15,,,,0.0,0.00013949651394639545,inf,inf,-inf,-inf,294.1496098169798,0.15018170993085683,inf,inf,-inf,-inf
"(0, 11509.807621135331)",,,,,,,,,,,,,,,,,,,294.1486895195994,303.15,288.15,,,,0.0,0.00013832699464348298,inf,inf,-inf,-inf,294.1486895195994,0.15017251271836232,inf,inf,-inf,-inf
"(0, 11700.0)",150.0,294.15,292.15,280.15,0.01071517645493635,11700.0,0.0,,,,,,,,,,,,294.1483646148649,303.15,288.15,0.01071027671650568,0.05,0.0,,,,,,,,,,,,
"(0, 11890.192378864669)",,,,,,,,,,,,,,,,,,,294.1485045480507,303.15,288.15,,,,0.0,0.00013827281163017344,inf,inf,-inf,-inf,294.1485045480507,0.1499272480194178,inf,inf,-inf,-inf
"(0, 12409.807621135331)",,,,,,,,,,,,,,,,,,,294.1488709016337,303.15,288.15,,,,0.0,0.00013843764564419443,inf,inf,-inf,-inf,294.1488709016337,0.14993174245014687,inf,inf,-inf,-inf
"(0, 12600.0)",150.0,294.15,292.15,280.15,0.01071517641837281,12600.0,0.0,,,,,,,,,,,,294.1489991578837,303.15,288.15,0.010716280956568208,0.05,0.0,,,,,,,,,,,,
"(0, 12790.192378864669)",,,,,,,,,,,,,,,,,,,294.14896683192137,303.15,288.15,,,,0.0,0.00013850117411312035,inf,inf,-inf,-inf,294.14896683192137,0.15001683525163234,inf,inf,-inf,-inf
"(0, 13309.807621135331)",,,,,,,,,,,,,,,,,,,294.1488816417188,303.15,288.15,,,,0.0,0.00013844312914585943,inf,inf,-inf,-inf,294.1488816417188,0.15001595446677976,inf,inf,-inf,-inf
"(0, 13500.0)",150.0,294.15,292.15,280.15,0.010715176428164256,13500.0,0.0,,,,,,,,,,,,294.14885160412416,303.15,288.15,0.010714815486341362,0.05,0.0,,,,,,,,,,,,
"(0, 13690.192378864669)",,,,,,,,,,,,,,,,,,,294.1488608119969,303.15,288.15,,,,0.0,0.00013843082498825004,inf,inf,-inf,-inf,294.1488608119969,0.14999520666937063,inf,inf,-inf,-inf
"(0, 14209.807621135331)",,,,,,,,,,,,,,,,,,,294.1488850372615,303.15,288.15,,,,0.0,0.00013844504058453135,inf,inf,-inf,-inf,294.1488850372615,0.1499954690237956,inf,inf,-inf,-inf
"(0, 14400.0)",150.0,294.15,292.15,280.15,0.010715176425541149,14400.0,0.0,,,,,,,,,,,,294.1488935635129,303.15,288.15,0.010715224989734482,0.05,0.0,,,,,,,,,,,,
"(0, 14590.192378864669)",,,,,,,,,,,,,,,,,,,294.1488911277033,303.15,288.15,,,,0.0,0.0001384487288148978,inf,inf,-inf,-inf,294.1488911277033,0.15000126817379125,inf,inf,-inf,-inf
"(0, 15109.807621135331)",,,,,,,,,,,,,,,,,,,294.1488847160112,303.15,288.15,,,,0.0,0.00013844483650801416,inf,inf,-inf,-inf,294.1488847160112,0.15000119968717993,inf,inf,-inf,-inf
"(0, 15300.0)",150.0,294.15,292.15,280.15,0.010715176426243441,15300.0,0.0,,,,,,,,,,,,294.14888245813603,303.15,288.15,0.010715116195691144,0.05,0.0,,,,,,,,,,,,
"(0, 15490.192378864669)",,,,,,,,,,,,,,,,,,,294.14888311301894,303.15,288.15,,,,0.0,0.00013844387266116789,inf,inf,-inf,-inf,294.14888311301894,0.14999965905647852,inf,inf,-inf,-inf
"(0, 16009.807621135331)",,,,,,,,,,,,,,,,,,,294.1488848365892,303.15,288.15,,,,0.0,0.00013844491052189463,inf,inf,-inf,-inf,294.1488848365892,0.1499996775412106,inf,inf,-inf,-inf
"(0, 16200.0)",150.0,294.15,292.15,280.15,0.010715176426055172,16200.0,0.0,,,,,,,,,,,,294.1488854434469,303.15,288.15,0.010715145409343558,0.05,0.0,,,,,,,,,,,,
"(0, 16390.192378864667)",,,,,,,,,,,,,,,,,,,294.1488852681855,303.15,288.15,,,,0.0,0.00013844517089557057,inf,inf,-inf,-inf,294.1488852681855,0.15000009124513375,inf,inf,-inf,-inf
"(0, 16909.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848068998,303.15,288.15,,,,0.0,0.0001384448920660201,inf,inf,-inf,-inf,294.1488848068998,0.15000008630382725,inf,inf,-inf,-inf
"(0, 17100.0)",150.0,294.15,292.15,280.15,0.01071517642610555,17100.0,0.0,,,,,,,,,,,,294.14888464447614,303.15,288.15,0.01071513758850941,0.05,0.0,,,,,,,,,,,,
"(0, 17290.192378864667)",,,,,,,,,,,,,,,,,,,294.1488846914403,303.15,288.15,,,,0.0,0.000138444822360724,inf,inf,-inf,-inf,294.1488846914403,0.14999997554942837,inf,inf,-inf,-inf
"(0, 17809.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481504806,303.15,288.15,,,,0.0,0.0001384448971227451,inf,inf,-inf,-inf,294.14888481504806,0.14999997687397068,inf,inf,-inf,-inf
"(0, 18000.0)",150.0,294.15,292.15,280.15,0.010715176426092621,18000.0,0.0,,,,,,,,,,,,294.14888485857074,303.15,288.15,0.010715139684016366,0.05,0.0,,,,,,,,,,,,
"(0, 18190.192378864667)",,,,,,,,,,,,,,,,,,,294.14888484599004,303.15,288.15,,,,0.0,0.00013844491583124652,inf,inf,-inf,-inf,294.14888484599004,0.1500000065497654,inf,inf,-inf,-inf
"(0, 18709.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481287824,303.15,288.15,,,,0.0,0.00013844489577665488,inf,inf,-inf,-inf,294.14888481287824,0.15000000619498544,inf,inf,-inf,-inf
"(0, 18900.0)",150.0,294.15,292.15,280.15,0.01071517642609646,18900.0,0.0,,,,,,,,,,,,294.1488848012191,303.15,288.15,0.010715139122655908,0.05,0.0,,,,,,,,,,,,
"(0, 19090.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848045898,303.15,288.15,,,,0.0,0.00013844489075890925,inf,inf,-inf,-inf,294.1488848045898,0.14999999824512333,inf,inf,-inf,-inf
"(0, 19609.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481346145,303.15,288.15,,,,0.0,0.00013844489613674076,inf,inf,-inf,-inf,294.14888481346145,0.1499999983401826,inf,inf,-inf,-inf
"(0, 19800.0)",150.0,294.15,292.15,280.15,0.010715176426095381,19800.0,0.0,,,,,,,,,,,,294.1488848165849,303.15,288.15,0.010715139273058177,0.05,0.0,,,,,,,,,,,,
"(0, 19990.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481568175,303.15,288.15,,,,0.0,0.00013844489748210658,inf,inf,-inf,-inf,294.14888481568175,0.15000000047015738,inf,inf,-inf,-inf
"(0, 20509.807621135333)",,,,,,,,,,,,,,,,,,,294.148884813305,303.15,288.15,,,,0.0,0.00013844489603989047,inf,inf,-inf,-inf,294.148884813305,0.15000000044469092,inf,inf,-inf,-inf
"(0, 20700.0)",150.0,294.15,292.15,280.15,0.01071517642609505,20700.0,0.0,,,,,,,,,,,,294.1488848124678,303.15,288.15,0.010715139232774926,0.05,0.0,,,,,,,,,,,,
"(0, 20890.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848127094,303.15,288.15,,,,0.0,0.00013844489567925734,inf,inf,-inf,-inf,294.1488848127094,0.14999999987419213,inf,inf,-inf,-inf
"(0, 21409.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481334555,303.15,288.15,,,,0.0,0.00013844489606708513,inf,inf,-inf,-inf,294.14888481334555,0.14999999988100818,inf,inf,-inf,-inf
"(0, 21600.0)",150.0,294.15,292.15,280.15,0.010715176426094642,21600.0,0.0,,,,,,,,,,,,294.14888481356917,303.15,288.15,0.010715139243523198,0.05,0.0,,,,,,,,,,,,
"(0, 21790.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848135053,303.15,288.15,,,,0.0,0.0001384448961636585,inf,inf,-inf,-inf,294.1488848135053,0.1500000000332418,inf,inf,-inf,-inf
"(0, 22309.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481333725,303.15,288.15,,,,0.0,0.00013844489605900926,inf,inf,-inf,-inf,294.14888481333725,0.1500000000314419,inf,inf,-inf,-inf
"(0, 22500.0)",150.0,294.15,292.15,280.15,0.010715176426094753,22500.0,0.0,,,,,,,,,,,,294.14888481327785,303.15,288.15,0.010715139240684714,0.05,0.0,,,,,,,,,,,,
"(0, 22690.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848132946,303.15,288.15,,,,0.0,0.00013844489603257587,inf,inf,-inf,-inf,294.1488848132946,0.1499999999912269,inf,inf,-inf,-inf
"(0, 23209.807621135333)",,,,,,,,,,,,,,,,,,,294.148884813339,303.15,288.15,,,,0.0,0.00013844489606049752,inf,inf,-inf,-inf,294.148884813339,0.1499999999917025,inf,inf,-inf,-inf
"(0, 23400.0)",150.0,294.15,292.15,280.15,0.010715176426094935,23400.0,0.0,,,,,,,,,,,,294.14888481335436,303.15,288.15,0.010715139241449947,0.05,0.0,,,,,,,,,,,,
"(0, 23590.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848133494,303.15,288.15,,,,0.0,0.00013844489606712384,inf,inf,-inf,-inf,294.1488848133494,0.15000000000253674,inf,inf,-inf,-inf
"(0, 24109.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848133367,303.15,288.15,,,,0.0,0.00013844489605915086,inf,inf,-inf,-inf,294.1488848133367,0.1500000000024001,inf,inf,-inf,-inf
"(0, 24300.0)",150.0,294.15,292.15,280.15,0.010715176426093884,24300.0,0.0,,,,,,,,,,,,294.1488848133319,303.15,288.15,0.010715139241181844,0.05,0.0,,,,,,,,,,,,
"(0, 24490.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481333446,303.15,288.15,,,,0.0,0.00013844489605732905,inf,inf,-inf,-inf,294.14888481333446,0.14999999999861857,inf,inf,-inf,-inf
"(0, 25009.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481334157,303.15,288.15,,,,0.0,0.00013844489606043453,inf,inf,-inf,-inf,294.14888481334157,0.14999999999869437,inf,inf,-inf,-inf
"(0, 25200.0)",150.0,294.15,292.15,280.15,0.010715176426097947,25200.0,0.0,,,,,,,,,,,,294.1488848133438,303.15,288.15,0.010715139241339117,0.05,0.0,,,,,,,,,,,,
"(0, 25390.192378864667)",,,,,,,,,,,,,,,,,,,294.148884813342,303.15,288.15,,,,0.0,0.00013844489606148133,inf,inf,-inf,-inf,294.148884813342,0.15000000000090216,inf,inf,-inf,-inf
"(0, 25909.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848133376,303.15,288.15,,,,0.0,0.00013844489606179382,inf,inf,-inf,-inf,294.1488848133376,0.15000000000085492,inf,inf,-inf,-inf
"(0, 26100.0)",150.0,294.15,292.15,280.15,0.010715176426083824,26100.0,0.0,,,,,,,,,,,,294.14888481333577,303.15,288.15,0.010715139241260897,0.05,0.0,,,,,,,,,,,,
"(0, 26290.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481333617,303.15,288.15,,,,0.0,0.00013844489606180897,inf,inf,-inf,-inf,294.14888481333617,0.149999999999746,inf,inf,-inf,-inf
"(0, 26809.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481333753,303.15,288.15,,,,0.0,0.0001384448960620885,inf,inf,-inf,-inf,294.14888481333753,0.1499999999997609,inf,inf,-inf,-inf
"(0, 27000.0)",150.0,294.15,292.15,280.15,0.01071517642613808,27000.0,0.0,,,,,,,,,,,,294.14888481333776,303.15,288.15,0.010715139241289843,0.05,0.0,,,,,,,,,,,,
"(0, 27190.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848133374,303.15,288.15,,,,0.0,0.00013844489606169884,inf,inf,-inf,-inf,294.1488848133374,0.1500000000001653,inf,inf,-inf,-inf
"(0, 27709.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848133367,303.15,288.15,,,,0.0,0.00013844489606085577,inf,inf,-inf,-inf,294.1488848133367,0.15000000000015729,inf,inf,-inf,-inf
"(0, 27900.0)",150.0,294.15,292.15,280.15,0.010715176425934128,27900.0,0.0,,,,,,,,,,,,294.1488848133361,303.15,288.15,0.010715139241122607,0.05,0.0,,,,,,,,,,,,
"(0, 28090.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848133402,303.15,288.15,,,,0.0,0.00013844489606191671,inf,inf,-inf,-inf,294.1488848133402,0.14999999999784955,inf,inf,-inf,-inf
"(0, 28609.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848133512,303.15,288.15,,,,0.0,0.0001384448960659874,inf,inf,-inf,-inf,294.1488848133512,0.14999999999796712,inf,inf,-inf,-inf
"(0, 28800.0)",150.0,294.15,292.15,280.15,0.010715176426699018,28800.0,0.0,,,,,,,,,,,,294.1488848133547,303.15,288.15,0.01071513924182613,0.05,0.0,,,,,,,,,,,,
"(0, 28990.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481333986,303.15,288.15,,,,0.0,0.00013844489605707562,inf,inf,-inf,-inf,294.14888481333986,0.15000000000769978,inf,inf,-inf,-inf
"(0, 29509.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481330104,303.15,288.15,,,,0.0,0.00013844489603041937,inf,inf,-inf,-inf,294.14888481330104,0.15000000000728417,inf,inf,-inf,-inf
"(0, 29700.0)",150.0,294.15,292.15,280.15,0.010715176423842416,29700.0,0.0,,,,,,,,,,,,294.1488848132871,303.15,288.15,0.01071513923910201,0.05,0.0,,,,,,,,,,,,
"(0, 29890.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481334543,303.15,288.15,,,,0.0,0.00013844489605704764,inf,inf,-inf,-inf,294.14888481334543,0.14999999996961366,inf,inf,-inf,-inf
"(0, 30409.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481349914,303.15,288.15,,,,0.0,0.00013844489615238542,inf,inf,-inf,-inf,294.14888481349914,0.14999999997126084,inf,inf,-inf,-inf
"(0, 30600.0)",150.0,294.15,292.15,280.15,0.01071517643450862,30600.0,0.0,,,,,,,,,,,,294.14888481355297,303.15,288.15,0.010715139249697952,0.05,0.0,,,,,,,,,,,,
"(0, 30790.192378864667)",,,,,,,,,,,,,,,,,,,294.14888481332673,303.15,288.15,,,,0.0,0.0001384448960555488,inf,inf,-inf,-inf,294.14888481332673,0.1500000001177718,inf,inf,-inf,-inf
"(0, 31309.807621135333)",,,,,,,,,,,,,,,,,,,294.1488848127314,303.15,288.15,,,,0.0,0.00013844489571285967,inf,inf,-inf,-inf,294.1488848127314,0.15000000011139325,inf,inf,-inf,-inf
"(0, 31500.0)",150.0,294.15,292.15,280.15,0.010715176394675879,31500.0,0.0,,,,,,,,,,,,294.1488848125215,303.15,288.15,0.010715139209695291,0.05,0.0,,,,,,,,,,,,
"(0, 31690.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848133701,303.15,288.15,,,,0.0,0.0001384448960779845,inf,inf,-inf,-inf,294.1488848133701,0.14999999955816018,inf,inf,-inf,-inf
"(0, 32209.807621135333)",,,,,,,,,,,,,,,,,,,294.14888481560394,303.15,288.15,,,,0.0,0.0001384448973570359,inf,inf,-inf,-inf,294.14888481560394,0.14999999958209534,inf,inf,-inf,-inf
"(0, 32400.0)",150.0,294.15,292.15,280.15,0.010715176543432781,32400.0,0.0,,,,,,,,,,,,294.1488848163902,303.15,288.15,0.010715139359187956,0.05,0.0,,,,,,,,,,,,
"(0, 32590.192378864667)",,,,,,,,,,,,,,,,,,,294.1488848132216,303.15,288.15,,,,0.0,0.00013844489599815072,inf,inf,-inf,-inf,294.1488848132216,0.15000000164958768,inf,inf,-inf,-inf
"(0, 33109.80762113533)",,,,,,,,,,,,,,,,,,,294.14888480488236,303.15,288.15,,,,0.0,0.00013844489123680426,inf,inf,-inf,-inf,294.14888480488236,0.15000000156023213,inf,inf,-inf,-inf
"(0, 33300.0)",150.0,294.15,292.15,280.15,0.010715175987894694,33300.0,0.0,,,,,,,,,,,,294.1488848019457,303.15,288.15,0.010715138800826779,0.05,0.0,,,,,,,,,,,,
"(0, 33490.19237886467)",,,,,,,,,,,,,,,,,,,294.1488848137811,303.15,288.15,,,,0.0,0.00013844489629819294,inf,inf,-inf,-inf,294.1488848137811,0.14999999383819826,inf,inf,-inf,-inf
"(0, 34009.80762113533)",,,,,,,,,,,,,,,,,,,294.14888484493173,303.15,288.15,,,,0.0,0.00013844491403365282,inf,inf,-inf,-inf,294.14888484493173,0.14999999417197926,inf,inf,-inf,-inf
"(0, 34200.0)",150.0,294.15,292.15,280.15,0.010715178062648675,34200.0,0.0,,,,,,,,,,,,294.1488848558997,303.15,288.15,0.01071514088629795,0.05,0.0,,,,,,,,,,,,
"(0, 34390.19237886467)",,,,,,,,,,,,,,,,,,,294.14888481169646,303.15,288.15,,,,0.0,0.00013844489517610392,inf,inf,-inf,-inf,294.14888481169646,0.15000002301317647,inf,inf,-inf,-inf
"(0, 34909.80762113533)",,,,,,,,,,,,,,,,,,,294.1488846953553,303.15,288.15,,,,0.0,0.00013844482912368168,inf,inf,-inf,-inf,294.1488846953553,0.15000002176658436,inf,inf,-inf,-inf
"(0, 35100.0)",150.0,294.15,292.15,280.15,0.010715170315108045,35100.0,0.0,,,,,,,,,,,,294.1488846543906,303.15,288.15,0.01071513310010807,0.05,0.0,,,,,,,,,,,,
"(0, 35290.19237886467)",,,,,,,,,,,,,,,,,,,294.1488848194077,303.15,288.15,,,,0.0,0.00013844489933677293,inf,inf,-inf,-inf,294.1488848194077,0.14999991408834856,inf,inf,-inf,-inf
"(0, 35809.80762113533)",,,,,,,,,,,,,,,,,,,294.1488852537268,303.15,288.15,,,,0.0,0.00013844514553578948,inf,inf,-inf,-inf,294.1488852537268,0.1499999187421956,inf,inf,-inf,-inf
"(0, 36000.0)",150.0,294.15,292.15,280.15,0.010715199259890309,36000.0,0.0,,,,,,,,,,,,294.1488854066529,303.15,288.15,0.010715162197288996,0.05,0.0,,,,,,,,,,,,
"(0, 36190.19237886467)",,,,,,,,,,,,,,,,,,,294.1488847898381,303.15,288.15,,,,0.0,0.0001384448833896593,inf,inf,-inf,-inf,294.1488847898381,0.1500003211277761,inf,inf,-inf,-inf
"(0, 36709.80762113533)",,,,,,,,,,,,,,,,,,,294.14888316640156,303.15,288.15,,,,0.0,0.00013844396763788844,inf,inf,-inf,-inf,294.14888316640156,0.15000030373329132,inf,inf,-inf,-inf
"(0, 36900.0)",150.0,294.15,292.15,280.15,0.010715091318875013,36900.0,0.0,,,,,,,,,,,,294.1488825947779,303.15,288.15,0.010715053783673715,0.05,0.0,,,,,,,,,,,,
"(0, 37090.19237886467)",,,,,,,,,,,,,,,,,,,294.1488848911368,303.15,288.15,,,,0.0,0.0001384449386469787,inf,inf,-inf,-inf,294.1488848911368,0.14999880446475725,inf,inf,-inf,-inf
"(0, 37609.80762113533)",,,,,,,,,,,,,,,,,,,294.1488909350514,303.15,288.15,,,,0.0,0.00013844837222814642,inf,inf,-inf,-inf,294.1488909350514,0.1499988692314313,inf,inf,-inf,-inf
